"NetC","ARPA Puglia","","","","","","","","","",""
"Stat","Foggia Via Rosati","","","","","","","","","",""
,SO2,NO2,NOx,CO,PM10,
16/06/2011 15.00,"4,16569709","9,91379648","10,44518526","0,76275696",,"0,64784324"
16/06/2011 16.00,,"8,91917599","9,79829256","0,86137188",,"0,46711115"
16/06/2011 17.00,"9,30576764","13,30253924","14,8652742","0,92583832",,"0,59422395"
16/06/2011 18.00,"2,54475062","14,96122027","15,92231002","0,89191119",,"0,48599277"
16/06/2011 19.00,"1,83767425","17,11893139","18,11484439","0,82166635",,"0,57077193"
16/06/2011 20.00,"5,96544436","19,13646232","19,8378604","0,87265723",,"0,76565354"
16/06/2011 21.00,"4,81407527","29,74008928","30,59498272","0,87923366",,"1,08005095"
16/06/2011 22.00,"6,58944098","24,70173984","24,9803756","0,89599917",,"1,17209657"
16/06/2011 23.00,"4,78698442","21,13259032","21,27880096","0,89949534",,"0,96268203"
17/06/2011 0.00,"4,84116611","19,6270624","19,03115701","0,90107391",,"0,83920196"
17/06/2011 1.00,"4,44563753","27,43570864","27,24684128","0,87984412",,"0,79565605"
17/06/2011 2.00,"4,13950832","14,58353909","14,57864437","0,84145387",,"0,72348363"
17/06/2011 3.00,"3,78642219","23,8977056","23,58935736","0,86106432",,"0,69799558"
17/06/2011 4.00,"4,85561463","13,58871402","13,37699634",,,"0,70267479"
17/06/2011 5.00,"5,21953791",,,"0,81817135",,"0,65956925"
17/06/2011 6.00,"4,56574116","9,46148802","8,88946542","0,8110031",,"0,64960468"
17/06/2011 7.00,"4,87096727","26,59339616","27,41804176","0,89836878",,"0,62042797"
17/06/2011 8.00,"5,24482257","37,32160904","43,86043872","0,93555558",,"0,76086347"
17/06/2011 9.00,"3,39721528","38,25152936","46,85644712","0,90670319",,"0,90983261"
17/06/2011 10.00,"3,19674119","14,71981306","15,51895067","0,81876433",,"0,99340052"
17/06/2011 11.00,"3,10101911","13,2506227","13,90421696","0,79589422",,"0,88456423"
17/06/2011 12.00,"4,59192891","13,71785623","14,87046337","0,80205707",,"0,62769443"
17/06/2011 13.00,"10,73176029","9,2626515","10,55467785","0,84256295",,
17/06/2011 14.00,"11,46130524","11,35053255","12,53525938","0,90214105",,
17/06/2011 15.00,"5,08137338","8,14933978","8,44589863","0,86209068",,
17/06/2011 16.00,"5,28726503","6,85536128","7,34347002","0,79245863",,
17/06/2011 17.00,"6,84409676","8,23694571","8,42644403","0,77033994",,
17/06/2011 18.00,"6,41876702","18,71206715","18,60575039","0,83785985",,"0,33817996"
17/06/2011 19.00,"7,6270271","29,29101784","30,0476536","0,92807046",,"0,55673326"
17/06/2011 20.00,"6,6219504","32,65640552","33,53909944","0,94987227",,"0,84949603"
17/06/2011 21.00,"7,59090529","26,573932","26,89145784","0,93275026",,"1,02054119"
17/06/2011 22.00,"8,1796832","34,08145736","34,14348264","0,97137817",,"1,10042044"
17/06/2011 23.00,"7,8573003","27,33771864","27,13464512","0,910218",,"1,10174153"
18/06/2011 0.00,"7,69565731","20,44340992","20,52786296","0,86151867",,"0,9892715"
18/06/2011 1.00,"7,77331848","18,11893607","17,97282677","0,82348258",,"0,75756025"
18/06/2011 2.00,"7,79318557","7,15192395","6,78382571","0,77519916",,"0,61927164"
18/06/2011 3.00,"7,85278482","10,09809416","9,64235749","0,77371844",,"0,40424123"
18/06/2011 4.00,"7,66676027","15,86453129","15,92360635","0,80630233",,"0,36394362"
18/06/2011 5.00,"7,63425085","10,03969021","9,37777493","0,77083507",,"0,49303957"
18/06/2011 6.00,"7,90335515","7,68535092","7,46214404","0,75770202",,"0,51087571"
18/06/2011 7.00,"13,70714634","20,20462024","20,71850848","0,82529998",,"0,58524994"
18/06/2011 8.00,"23,61342807","17,42198339","17,83599449","0,78965564",,"0,65841292"
18/06/2011 9.00,"24,08391261","9,62307306","11,10923624","0,77557429",,"0,65472528"
18/06/2011 10.00,"22,97137563","8,81125506","9,8064243","0,76789228",,"0,5355939"
18/06/2011 11.00,"23,13753309","6,9767121","7,68263014","0,76487027",,"0,33740907"
18/06/2011 12.00,"23,19171885","8,41670048","9,32913938","0,76167118",,"0,2737703"
18/06/2011 13.00,"23,3976105","8,2778281","9,47050884","0,77474481",,"0,34071229"
18/06/2011 14.00,"24,55530228","7,29339283","8,1417587","0,79281396",,"0,35876912"
18/06/2011 15.00,"25,29308493","2,31540332","2,54142084","0,77456773",,"0,28505595"
18/06/2011 16.00,"25,61455863","2,46011686","3,24178835","0,78815396",,"0,19994627"
18/06/2011 17.00,"25,64435673","5,22653039","5,05171623","0,81309544",,"0,21993032"
18/06/2011 18.00,"24,67539981","4,96501086","4,72552712","0,81159492",,"0,20071715"
18/06/2011 19.00,"23,94665829","5,894935","6,1658176","0,77594942",,"0,18205419"
18/06/2011 20.00,"24,65914815","8,82033898","8,85444714","0,78031351",,"0,2046804"
18/06/2011 21.00,"25,13504313","12,51861542","12,84134572","0,79842343",,"0,22697609"
18/06/2011 22.00,"25,87554117","12,80285716","12,6993281","0,80736947",,"0,270522"
18/06/2011 23.00,"26,02181628","13,96055595","13,76414384","0,83793907",,"0,27101728"
19/06/2011 0.00,"25,15130496","13,73407955","13,57283868","0,83076966",,"0,37809212"
19/06/2011 1.00,"25,00410438","18,3785111","18,18423278","0,83938017",,"0,33465707"
19/06/2011 2.00,"24,81808491","9,10262666","8,63720188","0,82332531",,"0,3576128"
19/06/2011 3.00,"24,72867027","5,68662642","5,19762669","0,79451253",,"0,42450089"
19/06/2011 4.00,"24,86142945","1,52435156","0,92928171",,,"0,33300546"
19/06/2011 5.00,"25,11879147",,,"0,77802312",,"0,18816534"
19/06/2011 6.00,"24,92735139","4,87156377","4,75146722","0,75199469",,"0,16047446"
19/06/2011 7.00,"25,11879147","6,55944678","6,73259558","0,76344897",,"0,11968158"
19/06/2011 8.00,"25,29759024","5,77423235","5,74170732","0,76487027",,"0,12034161"
19/06/2011 9.00,"22,29229422","4,75670037","4,76508449","0,77946422",,"0,11984633"
19/06/2011 10.00,"16,93189062","3,06427636","3,27161938","0,75434449",,"0,12094774"
19/06/2011 11.00,"17,36353593","3,12657506","3,20741824","0,75102657",,"0,09656008"
19/06/2011 12.00,"16,99690743","2,98835084","2,98109671","0,74719605",,"0,09722012"
19/06/2011 13.00,"16,890336","3,76123286","3,86239105","0,7659176",,"0,11995718"
19/06/2011 14.00,"16,93730106","2,36472336","2,58876196","0,7809263",,"0,1200121"
19/06/2011 15.00,"16,82442423",,,"0,76943241",,"0,11979141"
19/06/2011 16.00,"17,64438048",,,"0,76735871",,"0,10685416"
19/06/2011 17.00,"17,83129491",,,"0,77067663",,"0,07332875"
19/06/2011 18.00,"17,89091145",,,"0,76372507",,"0,08521952"
19/06/2011 19.00,"18,12569607","1,59768058","1,83262523","0,7585117",,"0,09766048"
19/06/2011 20.00,"18,47155743","3,86895686","3,4655153","0,77478442",,"0,1091119"
19/06/2011 21.00,"18,5085864","8,32195706","8,29415275","0,80266869",,"0,12116741"
19/06/2011 22.00,"18,69550083","10,43943014","10,74738068","0,80531557",,"0,18078802"
19/06/2011 23.00,"18,81922905","9,66849835","9,6183638","0,80371603",,"0,24679539"
20/06/2011 0.00,"18,74156076","8,1370093","7,91089618","0,83027686",,"0,24310673"
20/06/2011 1.00,"17,60644638","4,06428678","3,61531667","0,82427362",,"0,24470342"
20/06/2011 2.00,"17,30032938","2,33552138","2,07061952","0,80622427",,"0,20088191"
20/06/2011 3.00,"17,76358305","1,60611824","1,10242861","0,7853498",,"0,16008902"
20/06/2011 4.00,"17,2732365","1,31020182","0,78402134","0,76911669",,"0,12089282"
20/06/2011 5.00,"17,38701846","1,81896782","1,72173306","0,77707481",,"0,13949986"
20/06/2011 6.00,"16,67362347","3,21677557","2,60756839","0,76990656",,"0,12122335"
20/06/2011 7.00,"16,4496699","9,66071078","10,06776602","0,82202284",,"0,14230779"
20/06/2011 8.00,"17,0402418","17,63937397","20,7476856","0,85403354",,"0,22582078"
20/06/2011 9.00,"16,81358301","14,42844147","16,03968578","0,89558443",,"0,38189062"
20/06/2011 10.00,"15,80399694","10,4063315","11,49897832","0,84265965",,"0,60088428"
20/06/2011 11.00,"15,45452523","12,72303881","14,48072129","0,82909206",,"0,57027665"
20/06/2011 12.00,"15,82205886","10,8287879","12,50931927","0,83570809",,"0,57093668"
20/06/2011 13.00,"15,82747947","8,29924441","9,29866019","0,79309123",,"0,5497424"
20/06/2011 14.00,"16,43702859","7,35958245","8,53733621","0,77960286",,"0,4683763"
20/06/2011 15.00,"16,8758946","3,25960628","3,46810988","0,76957104",,"0,40242487"
20/06/2011 16.00,"17,52247269","4,58538134","5,75532458","0,76042696",,"0,28995484"
20/06/2011 17.00,"17,40055473","6,73920154","7,37524746","0,78669305",,"0,18155891"
20/06/2011 18.00,"17,38430307","11,00595","11,61959684","0,78900324",,"0,26793475"
20/06/2011 19.00,"16,90930305","14,05465503","15,74267953","0,78706818",,"0,33917052"
20/06/2011 20.00,"18,07241544","14,85024588","15,04101568","0,80904707",,"0,50085623"
20/06/2011 21.00,"18,11395989","19,2623484","19,8469424","0,8280855",,"0,49061707"
20/06/2011 22.00,"18,93662136","21,45510648","22,00964384","0,85668042",,"0,58827755"
20/06/2011 23.00,"18,11575998","18,82108748","19,47471424","0,82713719",,"0,62774935"
21/06/2011 0.00,"18,260235","18,3025875","18,06815335","0,8174607",,"0,54561338"
21/06/2011 1.00,"17,08630173","15,30449884","14,91520799","0,80612525",,"0,42714305"
21/06/2011 2.00,"16,96078359","8,31481765","8,07820765","0,78748292",,"0,55007293"
21/06/2011 3.00,"16,74586098","4,84755287","4,63668413","0,76803091",,"0,42857397"
21/06/2011 4.00,"16,43702859","1,86050028","1,4441814",,,"0,4098571"
21/06/2011 5.00,"16,81086762",,,"0,77314526",,"0,43165751"
21/06/2011 6.00,"16,55622099","10,44916413","10,4938208","0,786495",,"0,61822616"
21/06/2011 7.00,"16,5769983","17,56994351","17,73158973","0,79224194",,"0,70713332"
21/06/2011 8.00,"15,39672912","31,07623312","38,45334096","0,85184218",,"0,59185637"
21/06/2011 9.00,"15,58274859","20,78540936","22,52974608","0,87534256",,"0,60936301"
21/06/2011 10.00,"16,03246599","15,23117173","16,55588181","0,80211648",,"0,67272618"
21/06/2011 11.00,"15,16464972","19,57968304","22,08488104","0,82338472",,"0,6888019"
21/06/2011 12.00,"15,51954204","13,51993173","15,97289198","0,73246346",,"0,82285165"
21/06/2011 13.00,"15,9403563","11,62568082","13,19736586","0,73262074",,"0,54858607"
21/06/2011 14.00,"16,8316551","18,09233633","20,25159808","0,87320944",,"0,465128"
21/06/2011 15.00,"17,65250631","5,94555329","6,4576366","0,76490988",,"0,63022676"
21/06/2011 16.00,"18,81379827","6,56723244","7,19302239","0,78365123",,"0,43507057"
21/06/2011 17.00,,"17,72439105","18,99613873","0,875501",,"0,43705168"
21/06/2011 18.00,,"21,39134128","22,93226032","0,89137063",,"0,64957621"
21/06/2011 19.00,"0,35390278","24,93664816","26,88562624","0,84789166",,"0,67190139"
21/06/2011 20.00,"0,57418905","20,54465032","21,6367656","0,78613967",,"0,8447619"
21/06/2011 21.00,"0,86670164","30,21250624","31,66822656","0,85824036",,"1,05940687"
21/06/2011 22.00,"0,7764195","46,90638856","48,20203624","0,87739645",,"1,10069503"
21/06/2011 23.00,"1,08427964","69,70220856","70,70845592","0,97856738",,"1,24355302"
22/06/2011 0.00,"1,37588811","97,36441272","132,89449688","0,98464868",,"1,74396991"
22/06/2011 1.00,"1,37588811","74,87359496","94,08317216","0,91616183",,"1,87422116"
22/06/2011 2.00,"0,41890535","42,78304584","45,77542144","0,78317708",,"1,77204521"
22/06/2011 3.00,"0,53807741","33,6362864","33,52093544","0,74087709",,"1,36433601"
22/06/2011 4.00,"0,22299454","16,74773954","16,60062643","0,68909634",,"1,09799795"
22/06/2011 5.00,"0,39001543","15,80224024","15,95603005","0,69908971",,"0,88605006"
22/06/2011 6.00,"0,42161362","15,86583336","15,87432073","0,7161721",,"0,80451921"
22/06/2011 7.00,"0,445087","36,29302952","40,66468368","0,80557187",,"0,80495957"
22/06/2011 8.00,"0,52363194","51,28800424","59,81776128","0,93632565",,"1,00964099"
22/06/2011 9.00,"1,05538972","67,1505872","84,0698752","1,22907384",,"1,58388089"
22/06/2011 10.00,"0,36563998","63,52822672","76,46118592","0,96168187",,"2,23810987"
22/06/2011 11.00,"0,08757285","35,31703","40,71848736","0,76536423",,"1,94314529"
22/06/2011 12.00,"0,15979816","20,59202968","22,50250008","0,69740978",,"1,39571555"
22/06/2011 13.00,"0,67620737","9,70289332","10,45102068","0,66859816",,"0,98910674"
22/06/2011 14.00,"1,4192235","12,87423403","14,72974017","0,72367587",,"0,75524861"
22/06/2011 15.00,"1,95007716","13,76977277","16,70827586","0,77699559",,"1,11330176"
22/06/2011 16.00,"1,95820299","11,12340416","12,16302739","0,7337869",,"1,40144024"
22/06/2011 17.00,"2,45836156","13,13770381","15,3237565","0,75274611",,"0,75915694"
22/06/2011 18.00,"1,32533101","15,84052613","17,47803176","0,73165379",,"0,62962165"
22/06/2011 19.00,"0,6843332","19,12087952","20,97660936","0,69150672",,"0,60859212"
22/06/2011 20.00,"1,06532072","24,46618144","25,7164","0,72268795",,"0,67718572"
22/06/2011 21.00,"1,89590869","27,82441824","28,96597784","0,7626591",,"0,93168794"
22/06/2011 22.00,"1,10865509","25,6154464","25,79616864","0,78515175",,"0,92998141"
22/06/2011 23.00,"0,24375965","15,91320316","15,8555143","0,77662046",,"0,80138176"
23/06/2011 0.00,,"15,00793999","14,5929098","0,79101753",,"0,64349455"
23/06/2011 1.00,,"20,24679896","19,66082832","0,77962266",,"0,674929"
23/06/2011 2.00,,"16,22534481","15,88923624","0,7502169",,"0,66309315"
23/06/2011 3.00,,"25,0547524","24,64575648","0,80908668",,"0,65054134"
23/06/2011 4.00,,"19,22990176","19,31389592",,,"0,8028676"
23/06/2011 5.00,,,,"0,78799668",,"0,75635002"
23/06/2011 6.00,,"19,20330584","19,25357232","0,70653406",,"0,90851153"
23/06/2011 7.00,,"47,89730168","56,46376912","0,79269629",,"0,78426057"
23/06/2011 8.00,,"50,00505224","56,63041904","0,93679864",,"1,09243801"
23/06/2011 9.00,,"64,63596304","81,4480452","0,98735498",,"1,55420788"
23/06/2011 10.00,,"36,5143244","40,17830912","0,81647278",,"1,64350149"
23/06/2011 11.00,,"26,4752728","29,19230128","0,74992099",,"1,47548496"
23/06/2011 12.00,,"28,98211512","32,21683672","0,87036568",,"1,17110601"
23/06/2011 13.00,,"16,88595802","18,50912556","0,80790187",,"1,02092562"
23/06/2011 14.00,,"10,49718592","11,21623558","0,71749438",,"0,91759435"
23/06/2011 15.00,,"12,50240166","14,50341864","1,16177179",,"0,79422513"
23/06/2011 16.00,,"13,92292014","14,90807623","0,822377",,"0,83281622"
23/06/2011 17.00,,"18,24158896","19,26978608","0,82992154",,"0,69364587"
23/06/2011 18.00,,"25,00804224","26,29938792","0,83904465",,"0,62642827"
23/06/2011 19.00,,"25,8295904","26,71507584","0,87856145",,"0,68070861"
23/06/2011 20.00,,"31,13724504","32,04045472","0,80877096",,"0,97038886"
23/06/2011 21.00,,"32,95490696","33,39124448","0,84599621",,"1,08065708"
23/06/2011 22.00,,"26,74717832","26,79354432","0,83766296",,"1,08060216"
23/06/2011 23.00,,"46,30093464","46,63207392","0,93622662",,"1,01536568"
24/06/2011 0.00,,"38,37548432","39,16732","0,78681188",,"1,47152069"
24/06/2011 1.00,,"22,91392424","23,25733856","0,74536001",,"1,30598157"
24/06/2011 2.00,,"19,12087952","19,15435864","0,74863716",,"0,99306999"
24/06/2011 3.00,,"19,49597568","19,7003876","0,76036871",,"0,80006068"
24/06/2011 4.00,,"12,34211487","12,08974999","0,7326021",,"0,73746738"
24/06/2011 5.00,,"7,29728566","7,05359744","0,71247905",,"0,55932152"
24/06/2011 6.00,,"13,3538057","13,26805058","0,74917073",,"0,46485341"
24/06/2011 7.00,,"40,25867048","42,23661536","0,86187399",,"0,600389"
24/06/2011 8.00,,"42,43068336","47,66640856","0,86641633",,"0,84090848"
24/06/2011 9.00,,"24,70173984","26,65865272","0,83086985",,"1,09656601"
24/06/2011 10.00,,"19,57578256","21,167274","0,76714202",,"1,07790406"
24/06/2011 11.00,,"23,67901104","25,91872784","0,77699559",,"0,93064145"
24/06/2011 12.00,,"26,63297456","31,33683872","0,77517935",,"0,93009125"
24/06/2011 13.00,,"20,59007944","24,7021796","0,74978235",,"0,94622189"
24/06/2011 14.00,,"28,72514232","40,5531376","0,80586778",,"0,70212358"
24/06/2011 15.00,,"22,24550816","27,8985656","0,78398675",,"0,53212593"
24/06/2011 16.00,,"7,9053399","8,19558342","0,75977572",,"0,46589889"
24/06/2011 17.00,,"5,9377638","6,07632644","0,76173176",,"0,27894479"
24/06/2011 18.00,,"10,76325028","11,13063726","0,77727286",,"0,25797019"
24/06/2011 19.00,,"13,05914738","13,44365631","0,73949424",,"0,19950794"
24/06/2011 20.00,,"17,56994351","18,05842701","0,70062867",,"0,24283112"
24/06/2011 21.00,,"20,03200488","20,39427152","0,78068864",,"0,33586832"
24/06/2011 22.00,,"17,32010056","17,21863646","0,83606342",,"0,61145498"
24/06/2011 23.00,,"13,27398543","12,9522379","0,77571292",,"0,62152938"
25/06/2011 0.00,,"9,11884998","9,01916212","0,75562832",,"0,46622941"
25/06/2011 1.00,,"8,20514724","7,73775119","0,75201449",,"0,40126854"
25/06/2011 2.00,,"5,40239233","5,2339413","0,70523159",,"0,2443729"
25/06/2011 3.00,,"6,63796688","6,51146131","0,72882983",,"0,22334337"
25/06/2011 4.00,,"3,84948887","3,72101968",,,"0,2231776"
25/06/2011 5.00,,,,"0,725216",,"0,21112208"
25/06/2011 6.00,,"3,20379691","2,42923424","0,73278034",,"0,20198332"
25/06/2011 7.00,,"6,61914898","6,70276456","0,75475923",,"0,24376676"
25/06/2011 8.00,,"9,85928536","10,2973303","0,76986695",,"0,31065485"
25/06/2011 9.00,,"10,24799687","11,29275765","0,77105176",,"0,35838368"
25/06/2011 10.00,,"9,92872155","11,21883017","0,74016528",,"0,46479849"
25/06/2011 11.00,,"7,9079364","8,66638474","0,68812822",,"0,53074993"
25/06/2011 12.00,,"7,06626444","8,49453609","0,66091499",,"0,49001196"
25/06/2011 13.00,,"6,47443543","7,415453","0,62582286",,"0,42406052"
25/06/2011 14.00,,"5,35502062","6,27087244","0,62657312",,"0,33740907"
25/06/2011 15.00,,"0,88709534","1,33977473","0,59778014",,"0,24839106"
25/06/2011 16.00,,"0,91824374","1,00385927","0,6033104",,"0,16240168"
25/06/2011 17.00,,"1,19988325","0,98894376","0,60635105",,"0,12078299"
25/06/2011 18.00,,"4,7969365","5,62627606","0,64428811",,"0,25026336"
25/06/2011 19.00,,"4,63210489","4,64316963","0,62438175",,"0,35992545"
25/06/2011 20.00,,"7,7476477","7,82010868","0,6704144",,"0,35739312"
25/06/2011 21.00,,"9,79309383","9,95168658","0,6960677",,"0,42125259"
25/06/2011 22.00,,"15,76978978","15,95603005","0,73903989",,"0,44310792"
25/06/2011 23.00,,"12,63412698","12,39972534","0,70153854",,"0,54853115"
26/06/2011 0.00,,"9,17595568","9,11384054","0,66557615",,"0,48637822"
26/06/2011 1.00,,"9,08056409","9,21759904","0,66751238",,"0,44718202"
26/06/2011 2.00,,"5,84172213","5,67426343","0,65487213",,"0,40605861"
26/06/2011 3.00,,"5,71128549","5,11786187","0,65114064",,"0,249823"
26/06/2011 4.00,,"4,86182978","4,47975099","0,63899551",,"0,2489972"
26/06/2011 5.00,,"2,10190366","2,43247508","0,63103623",,"0,18469737"
26/06/2011 6.00,,"2,15576662","1,68866119","0,63388",,"0,20390952"
26/06/2011 7.00,,"4,53087214","4,4901255","0,661607",,"0,16262135"
26/06/2011 8.00,,"9,0825105","10,52235549","0,66113284",,"0,22708695"
26/06/2011 9.00,,"4,99291458","5,29165694","0,66014609",,"0,22510481"
26/06/2011 10.00,,"5,24470204","5,58866319","0,64043662",,"0,24673946"
26/06/2011 11.00,,"4,94424271","5,00567336","0,62222883",,"0,22752731"
26/06/2011 12.00,,"4,89752108","5,14639465","0,61152481",,"0,18508281"
26/06/2011 13.00,,"3,73008447","3,81440176","0,61059747",,"0,20418512"
26/06/2011 14.00,,"2,66518078","2,80600531","0,60259975",,"0,18645881"
26/06/2011 15.00,,"0,70669241","0,34175279","0,59402884",,"0,16504385"
26/06/2011 16.00,,"1,14212746","1,06481574","0,61873383",,"0,12116741"
26/06/2011 17.00,,"0,44711738","0,55251064","0,57860541",,"0,14258238"
26/06/2011 18.00,,"2,16744702","2,12703882","0,60919481",,"0,12149794"
26/06/2011 19.00,,"4,54904187","4,99724335","0,64701304",,"0,18469737"
26/06/2011 20.00,,"6,78916975","6,827274","0,65761687",,"0,269146"
26/06/2011 21.00,,"14,85089596","14,66165002","0,72857353",,"0,35359463"
26/06/2011 22.00,,"17,99109784","18,1667246","0,73366924",,"0,52618055"
26/06/2011 23.00,,"14,8950211","15,2413971","0,71386074",,"0,54831047"
27/06/2011 0.00,,"16,75422886","16,4391523","0,72099054",,"0,55073296"
27/06/2011 1.00,,"11,71783731","11,40754074","0,67059264",,"0,54952171"
27/06/2011 2.00,,"6,48352126","6,23001874","0,65090414",,"0,45098051"
27/06/2011 3.00,,"5,09349917","4,7151507","0,6495807",,"0,31698568"
27/06/2011 4.00,,"3,86765861","3,413637",,,"0,25103425"
27/06/2011 5.00,,,,"0,67395017",,"0,19433141"
