"NetC","Provincia di Lecce","","","","","","","","","",""
"Stat","Galatina","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM2.5
06/08/2011 20.00,"3,9","6,3","8,4","0,2","122,6","19,4"
06/08/2011 21.00,"3,3","9,4","11,4","0,2","103,1","19,4"
06/08/2011 22.00,"3,3","4,7",7,"0,2","108,1","19,4"
06/08/2011 23.00,"3,1","7,6","10,1","0,3","79,9","19,4"
07/08/2011 0.00,"3,4",7,"9,1","0,3","86,4","19,4"
07/08/2011 1.00,"3,3","11,9","14,2","0,3","64,4","19,7"
07/08/2011 2.00,"3,7","10,1","12,3","0,3","61,3","19,7"
07/08/2011 3.00,"3,3","10,1","12,4","0,3","48,2","19,7"
07/08/2011 4.00,"3,6","7,8","10,1","0,2","44,5","19,7"
07/08/2011 5.00,"3,3","5,7","8,2","0,2","46,7","19,7"
07/08/2011 6.00,3,"4,7","7,5","0,2",48,"19,7"
07/08/2011 7.00,"3,3","2,2","4,9","0,2","72,5","19,7"
07/08/2011 8.00,"4,2",,,"0,2","105,4","19,7"
07/08/2011 9.00,"4,3",,,"0,2","115,9","19,7"
07/08/2011 10.00,"4,1",,,"0,2",119,"19,7"
07/08/2011 11.00,"4,1",,,"0,2","119,3","19,7"
07/08/2011 12.00,"3,9",,,"0,2",117,"19,7"
07/08/2011 13.00,"4,1",,,"0,2","114,3","19,7"
07/08/2011 14.00,"3,8",,,"0,2",114,"19,7"
07/08/2011 15.00,"3,8",,,"0,2","113,3","19,7"
07/08/2011 16.00,"3,8",,,"0,2","110,9","19,7"
07/08/2011 17.00,4,,,"0,2","111,9","19,7"
07/08/2011 18.00,4,,,"0,2","110,4","19,7"
07/08/2011 19.00,"3,8",,,"0,2","108,9","19,7"
07/08/2011 20.00,"3,3","1,3","3,6","0,2",83,"19,7"
07/08/2011 21.00,3,"2,2","4,4","0,2","66,7","19,7"
07/08/2011 22.00,3,,,"0,1",60,"19,7"
07/08/2011 23.00,"2,8",,,"0,1","52,1","19,7"
08/08/2011 0.00,"3,3",,,"0,1","50,2","19,7"
08/08/2011 1.00,"2,9",,,"0,1","49,2","20,3"
08/08/2011 2.00,"3,2",,,"0,2","34,5","20,3"
08/08/2011 3.00,"2,7",,,,"31,1","20,3"
08/08/2011 4.00,,,,"0,1","30,9","20,3"
08/08/2011 5.00,"3,1",,,"0,1",,"20,3"
08/08/2011 6.00,"3,2",,,"0,2","30,7","20,3"
08/08/2011 7.00,"2,8",,,"0,2","52,1","20,3"
08/08/2011 8.00,"3,6",,,"0,2",74,"20,3"
08/08/2011 9.00,"3,6",,,"0,2",89,"20,3"
08/08/2011 10.00,"3,6",,,"0,2","99,5","20,3"
08/08/2011 11.00,"4,6",,,"0,2","107,8","20,3"
08/08/2011 12.00,"5,5",,,"0,2","106,3","20,3"
08/08/2011 13.00,"5,5",,,"0,2","104,7","20,3"
08/08/2011 14.00,"5,6",,,"0,2","101,3","20,3"
08/08/2011 15.00,"5,7",,,"0,2","101,6","20,3"
08/08/2011 16.00,"6,3",,,"0,2","103,8","20,3"
08/08/2011 17.00,"5,1",,,"0,2","104,2","20,3"
08/08/2011 18.00,"4,3",,,"0,2","104,8","20,3"
08/08/2011 19.00,4,,,"0,2","98,9","20,3"
08/08/2011 20.00,"3,6",,,"0,2","84,4","20,3"
08/08/2011 21.00,"3,2",,,"0,2","73,1","20,3"
08/08/2011 22.00,3,,,"0,2","58,4","20,3"
08/08/2011 23.00,"3,1",,,"0,2","56,5","20,3"
09/08/2011 0.00,"3,2",,,"0,2","46,3","20,3"
09/08/2011 1.00,"3,1","6,1","8,4","0,3","34,8","27,6"
09/08/2011 2.00,"3,5","2,9",5,"0,2","41,3","27,6"
09/08/2011 3.00,"3,3","1,2","3,3","0,2","41,8","27,6"
09/08/2011 4.00,"2,9",,,"0,2","48,5","27,6"
09/08/2011 5.00,"3,5",,,"0,2","50,4","27,6"
09/08/2011 6.00,"3,2","1,7","4,2","0,2","42,9","27,6"
09/08/2011 7.00,"3,6","2,1","5,3","0,2","48,9","27,6"
09/08/2011 8.00,"3,8","3,8","7,7","0,2","63,5","27,6"
09/08/2011 9.00,4,"2,9",6,"0,3","94,1","27,6"
09/08/2011 10.00,"3,5","6,1","9,3","0,3","114,7","27,6"
09/08/2011 11.00,"4,2",4,"6,8","0,2","133,6","27,6"
09/08/2011 12.00,"4,6","2,7","5,2","0,2","141,1","27,6"
09/08/2011 13.00,"3,9",,,"0,2","123,1","27,6"
09/08/2011 14.00,"4,6",,,"0,2","125,7","27,6"
09/08/2011 15.00,"4,9","1,9","4,5","0,2","112,6","27,6"
09/08/2011 16.00,"4,8","10,5","15,3","0,2","98,6","27,6"
09/08/2011 17.00,"4,5","12,4","17,3","0,2",96,"27,6"
09/08/2011 18.00,"4,6","2,5",5,"0,2","114,9","27,6"
09/08/2011 19.00,"4,2","7,5","10,5","0,2","98,9","27,6"
