STATTE,,,,
,,,,,,,,,
,SO2,NO2,PM10,O3
21/01/2011 2.00,"4,31","11,66","17,90","50,67"
21/01/2011 3.00,"4,27","10,68","17,90","43,52"
21/01/2011 4.00,"4,26","9,21","17,90","40,98"
21/01/2011 5.00,"4,11","7,12","17,90","46,61"
21/01/2011 6.00,"4,19","8,18","17,90","45,29"
21/01/2011 7.00,"4,37","21,58","17,90","38,41"
21/01/2011 8.00,"4,69","35,07","17,90","25,51"
21/01/2011 9.00,"4,70","46,72","17,90","23,59"
21/01/2011 10.00,"4,40","32,56","17,90","39,63"
21/01/2011 11.00,"4,58","38,54","17,90","32,35"
21/01/2011 12.00,"4,65","29,14","17,90","44,55"
21/01/2011 13.00,"4,58","26,64","17,90","47,36"
21/01/2011 14.00,"4,88","35,66","17,90","45,76"
21/01/2011 15.00,"4,84","25,53","17,90","59,42"
21/01/2011 16.00,"4,74","17,72","17,90","66,33"
21/01/2011 17.00,"4,28",,"17,90","81,33"
21/01/2011 18.00,"4,49",,"17,90","45,24"
21/01/2011 19.00,"4,58","28,70","17,90","38,02"
21/01/2011 20.00,"4,47","28,99","17,90","36,26"
21/01/2011 21.00,"4,38","22,07","17,90","44,86"
21/01/2011 22.00,"4,34","20,45","17,90","43,77"
21/01/2011 23.00,"4,27","14,58","17,90","47,49"
22/01/2011 0.00,"4,02","9,83","17,90","51,82"
22/01/2011 1.00,,"8,60","9,30","51,11"
22/01/2011 2.00,"4,30","7,36","9,30","50,97"
22/01/2011 3.00,"4,09","6,33","9,30","51,94"
22/01/2011 4.00,"4,10","5,97","9,30","52,47"
22/01/2011 5.00,"4,18","5,58","9,30","53,74"
22/01/2011 6.00,"4,24","5,99","9,30","54,29"
22/01/2011 7.00,"4,24","9,62","9,30","46,67"
22/01/2011 8.00,"4,33","13,42","9,30","54,24"
22/01/2011 9.00,"4,59","16,68","9,30","54,51"
22/01/2011 10.00,"4,14","13,52","9,30","59,16"
22/01/2011 11.00,"4,78","12,66","9,30","62,03"
22/01/2011 12.00,"4,92","15,81","9,30","60,84"
22/01/2011 13.00,"4,82","15,39","9,30","67,42"
22/01/2011 14.00,"4,70","16,08","9,30","68,06"
22/01/2011 15.00,"4,68","7,94","9,30","69,76"
22/01/2011 16.00,"4,52","7,51","9,30","70,35"
22/01/2011 17.00,"4,73","8,65","9,30","61,47"
22/01/2011 18.00,"5,06","23,85","9,30","53,61"
22/01/2011 19.00,"4,77","12,66","9,30","63,46"
22/01/2011 20.00,"4,40","9,63","9,30","82,08"
22/01/2011 21.00,"4,33","8,39","9,30","88,53"
22/01/2011 22.00,"4,15","8,14","9,30","86,01"
22/01/2011 23.00,"4,19","6,97","9,30","82,15"
23/01/2011 0.00,"4,18","7,67","9,30","65,35"
23/01/2011 1.00,"4,31","7,56","12,30","57,83"
23/01/2011 2.00,"4,11","5,07","12,30","57,83"
23/01/2011 3.00,"4,15","5,02","12,30","59,69"
23/01/2011 4.00,"4,24","6,21","12,30","56,87"
23/01/2011 5.00,"4,32","5,96","12,30","55,81"
23/01/2011 6.00,"4,34","6,64","12,30","53,50"
23/01/2011 7.00,"4,41","6,56","12,30","54,62"
23/01/2011 8.00,"4,26","5,93","12,30","57,05"
23/01/2011 9.00,"4,44","5,76","12,30","58,46"
23/01/2011 10.00,"4,58","5,36","12,30","58,24"
23/01/2011 11.00,"4,37","5,37","12,30","58,97"
23/01/2011 12.00,"4,69","6,33","12,30","58,40"
23/01/2011 13.00,"4,75","7,08","12,30","57,65"
23/01/2011 14.00,"5,04","7,93","12,30","56,77"
23/01/2011 15.00,"4,95","7,53","12,30","62,49"
23/01/2011 16.00,"4,86","7,71","12,30","58,41"
23/01/2011 17.00,"5,09","9,09","12,30","50,87"
23/01/2011 18.00,"5,15","14,48","12,30","47,30"
23/01/2011 19.00,"5,67","20,93","12,30","39,34"
23/01/2011 20.00,"5,54","20,68","12,30","38,46"
23/01/2011 21.00,"5,57","21,97","12,30","38,12"
23/01/2011 22.00,"5,10","19,16","12,30","41,66"
23/01/2011 23.00,"4,81","11,04","12,30","48,31"
24/01/2011 0.00,"4,76","8,28","12,30","52,88"
24/01/2011 1.00,,"7,90","15,70","43,80"
24/01/2011 2.00,"4,64","8,25","15,70","45,09"
24/01/2011 3.00,"4,42","7,94","15,70","40,90"
24/01/2011 4.00,"4,34","6,34","15,70","41,52"
24/01/2011 5.00,"4,31","6,96","15,70","42,05"
24/01/2011 6.00,"4,50","10,16","15,70","43,27"
24/01/2011 7.00,"4,44","12,30","15,70","43,03"
24/01/2011 8.00,"4,52","17,83","15,70","38,13"
24/01/2011 9.00,"4,66","25,31","15,70","39,07"
24/01/2011 10.00,"4,81","17,27","15,70","48,11"
24/01/2011 11.00,"4,63","10,71","15,70","58,33"
24/01/2011 12.00,"4,69","9,27","15,70","65,61"
24/01/2011 13.00,"4,84","10,37","15,70","67,43"
24/01/2011 14.00,"4,89","10,71","15,70","71,94"
24/01/2011 15.00,"5,02","9,02","15,70","77,92"
24/01/2011 16.00,"5,06","9,76","15,70","80,81"
24/01/2011 17.00,"3,22",,"15,70","75,89"
24/01/2011 18.00,"3,29","15,22","15,70","60,49"
24/01/2011 19.00,"3,22","16,15","15,70","52,89"
24/01/2011 20.00,"3,43","21,11","15,70","40,44"
24/01/2011 21.00,"3,70","10,55","15,70","44,95"
24/01/2011 22.00,"3,28","6,26","15,70","51,60"
24/01/2011 23.00,"3,16","4,56","15,70","56,74"
25/01/2011 0.00,"3,20","3,11","15,70","61,98"
25/01/2011 1.00,"2,86","1,83","18,10","66,31"
25/01/2011 2.00,"2,58","2,41","18,10","63,73"
25/01/2011 3.00,"2,45","1,85","18,10","60,31"
25/01/2011 4.00,"2,79","2,07","18,10","67,63"
25/01/2011 5.00,"2,40","2,12","18,10","73,26"
25/01/2011 6.00,"2,75","0,26","18,10","70,95"
25/01/2011 7.00,"2,68","0,13","18,10","71,05"
25/01/2011 8.00,"2,79","1,99","18,10","69,26"
25/01/2011 9.00,"2,86","4,04","18,10","68,54"
25/01/2011 10.00,"3,05","5,04","18,10","67,98"
25/01/2011 11.00,"3,28","8,70","18,10","70,17"
25/01/2011 12.00,"3,29","10,30","18,10","74,83"
25/01/2011 13.00,"3,43","11,89","18,10","75,33"
25/01/2011 14.00,"3,47","10,82","18,10","80,56"
25/01/2011 15.00,"3,17","9,07","18,10","82,72"
25/01/2011 16.00,"3,31","10,30","18,10","83,28"
25/01/2011 17.00,"3,49","15,59","18,10","78,81"
25/01/2011 18.00,"3,93","29,36","18,10","59,96"
25/01/2011 19.00,"4,19","58,37","18,10","37,59"
25/01/2011 20.00,"4,91","57,59","18,10","34,28"
25/01/2011 21.00,"3,88","33,98","18,10","44,95"
25/01/2011 22.00,"3,90","26,81","18,10","49,68"
25/01/2011 23.00,"3,48","11,13","18,10","57,88"
26/01/2011 0.00,"3,23","8,72","18,10","52,89"
26/01/2011 1.00,,"2,04","25,20","53,64"
26/01/2011 2.00,"2,85",,"25,20","56,83"
26/01/2011 3.00,"2,97","2,19","25,20","58,87"
26/01/2011 4.00,"2,90","2,74","25,20","55,20"
26/01/2011 5.00,"2,77","4,86","25,20","52,86"
26/01/2011 6.00,"2,82","11,99","25,20","46,51"
26/01/2011 7.00,"3,19","28,45","25,20","38,60"
26/01/2011 8.00,"3,70","55,41","25,20","28,22"
26/01/2011 9.00,"5,08","82,58","25,20","21,96"
26/01/2011 10.00,"3,63","18,71","25,20","53,52"
26/01/2011 11.00,"3,88","20,55","25,20","60,50"
26/01/2011 12.00,"3,90","35,95","25,20","54,97"
26/01/2011 13.00,"4,44","28,56","25,20","65,81"
26/01/2011 14.00,"3,90","16,69","25,20","79,88"
26/01/2011 15.00,"3,50","18,42","25,20","79,56"
26/01/2011 16.00,"3,72","15,60","25,20","83,98"
26/01/2011 17.00,"3,69","23,11","25,20","73,46"
26/01/2011 18.00,"3,63","29,77","25,20","66,19"
26/01/2011 19.00,"4,10","39,51","25,20","61,01"
26/01/2011 20.00,"3,50","34,14","25,20","65,25"
26/01/2011 21.00,"3,88","35,82","25,20","63,75"
26/01/2011 22.00,"3,58","22,84","25,20","68,81"
26/01/2011 23.00,"3,59","19,59","25,20","66,27"
27/01/2011 0.00,"3,42","14,85","25,20","66,39"
27/01/2011 1.00,"3,36","11,30","9,10","69,88"
27/01/2011 2.00,"3,37","7,85","9,10","71,50"
27/01/2011 3.00,"3,07","6,72","9,10","69,81"
27/01/2011 4.00,"3,10","5,64","9,10","70,28"
27/01/2011 5.00,"2,90","4,99","9,10","74,47"
27/01/2011 6.00,"2,96","5,92","9,10","73,55"
27/01/2011 7.00,"3,11","10,19","9,10","67,25"
27/01/2011 8.00,"3,18","24,82","9,10","54,28"
27/01/2011 9.00,"3,71","38,46","9,10","43,47"
27/01/2011 10.00,"3,41","19,59","9,10","56,68"
27/01/2011 11.00,"3,19","14,72","9,10","62,54"
27/01/2011 12.00,"3,17","16,34","9,10","63,10"
27/01/2011 13.00,"3,37","17,10","9,10","63,13"
27/01/2011 14.00,"3,37","14,61","9,10","65,86"
27/01/2011 15.00,"3,05","12,66","9,10","68,24"
27/01/2011 16.00,"3,28","10,28","9,10","73,32"
27/01/2011 17.00,"3,06","10,61","9,10","74,92"
27/01/2011 18.00,"3,17","11,34","9,10","73,23"
27/01/2011 19.00,"3,09","11,65","9,10","72,43"
27/01/2011 20.00,"3,12","10,99","9,10","70,66"
27/01/2011 21.00,"3,15","11,05","9,10","72,03"
27/01/2011 22.00,"3,14","9,96","9,10","73,64"
27/01/2011 23.00,"3,06","8,54","9,10","73,85"
28/01/2011 0.00,"2,86","6,82","9,10","74,00"
28/01/2011 1.00,,"6,26","11,30","76,25"
28/01/2011 2.00,"2,88",,"11,30","79,16"
28/01/2011 3.00,"2,82","4,18","11,30","82,21"
28/01/2011 4.00,"2,84","6,47","11,30","80,29"
28/01/2011 5.00,"2,78","4,26","11,30","83,39"
28/01/2011 6.00,"2,77","4,78","11,30","81,36"
28/01/2011 7.00,"2,54","6,06","11,30","78,96"
28/01/2011 8.00,"2,62","7,09","11,30","80,84"
28/01/2011 9.00,"2,21","9,19","11,30","79,64"
28/01/2011 10.00,"2,18","9,13","11,30","76,83"
28/01/2011 11.00,"2,68","10,43","11,30","72,58"
28/01/2011 12.00,"3,00","11,36","11,30","67,87"
28/01/2011 13.00,"2,99","11,84","11,30","71,41"
28/01/2011 14.00,"3,10","11,81","11,30","73,05"
28/01/2011 15.00,"2,88","11,24","11,30","68,45"
28/01/2011 16.00,"2,99","14,49","11,30","67,04"
28/01/2011 17.00,"3,11","22,88","11,30","55,56"
28/01/2011 18.00,"3,24","26,31","11,30","52,50"
28/01/2011 19.00,"3,14","19,08","11,30","61,69"
28/01/2011 20.00,"3,41","21,51","11,30","55,77"
28/01/2011 21.00,"3,21","18,61","11,30","65,51"
28/01/2011 22.00,"3,48","24,62","11,30","54,23"
28/01/2011 23.00,"3,23","18,46","11,30","54,41"
29/01/2011 0.00,"2,98","11,04","11,30","51,48"
29/01/2011 1.00,"2,77","8,97","20,00","52,76"
29/01/2011 2.00,"2,88","8,39","20,00","58,60"
29/01/2011 3.00,"2,91","7,50","20,00","61,52"
29/01/2011 4.00,"2,80","7,16","20,00","60,40"
29/01/2011 5.00,"2,75","7,03","20,00","60,11"
29/01/2011 6.00,"2,81","6,96","20,00","59,70"
29/01/2011 7.00,"2,75","10,93","20,00","54,36"
29/01/2011 8.00,"3,01","21,55","20,00","38,78"
29/01/2011 9.00,"3,13","15,50","20,00","43,81"
29/01/2011 10.00,"3,23","13,37","20,00","52,53"
29/01/2011 11.00,"3,11","13,55","20,00","65,96"
29/01/2011 12.00,"3,15","12,00","20,00","75,70"
29/01/2011 13.00,"3,32","12,25","20,00","78,65"
29/01/2011 14.00,"3,42","12,31","20,00","85,99"
29/01/2011 15.00,"3,32","10,51","20,00","90,59"
29/01/2011 16.00,"3,41","10,62","20,00","90,36"
29/01/2011 17.00,"3,47","13,33","20,00","83,19"
29/01/2011 18.00,"3,61","19,73","20,00","73,08"
29/01/2011 19.00,"3,72","26,47","20,00","60,98"
29/01/2011 20.00,"3,83","37,30","20,00","54,46"
29/01/2011 21.00,"3,36","25,02","20,00","61,68"
29/01/2011 22.00,"3,36","22,83","20,00","59,28"
29/01/2011 23.00,"3,23","17,05","20,00","60,16"
30/01/2011 0.00,"3,16","13,96","20,00","60,23"
30/01/2011 1.00,,"16,86","21,90","47,96"
30/01/2011 2.00,"2,91",,"21,90","48,54"
30/01/2011 3.00,"2,90","11,03","21,90","51,08"
30/01/2011 4.00,"2,81","9,93","21,90","53,46"
30/01/2011 5.00,"2,90","9,84","21,90","47,88"
30/01/2011 6.00,"3,09","9,31","21,90","49,25"
30/01/2011 7.00,"3,05","11,09","21,90","48,31"
30/01/2011 8.00,"2,87","14,09","21,90","43,62"
30/01/2011 9.00,"3,00","11,62","21,90","45,32"
30/01/2011 10.00,"3,07","12,74","21,90","45,62"
30/01/2011 11.00,"3,38","20,28","21,90","42,00"
30/01/2011 12.00,"3,46","17,63","21,90","52,37"
30/01/2011 13.00,"3,28","16,93","21,90","53,18"
30/01/2011 14.00,"3,29","21,97","21,90","59,13"
30/01/2011 15.00,"3,25","14,43","21,90","71,69"
30/01/2011 16.00,"3,37","12,80","21,90","77,25"
30/01/2011 17.00,"22,79","14,02","21,90",
30/01/2011 18.00,"3,57","18,74","21,90",
30/01/2011 19.00,"3,46","25,81","21,90","53,29"
30/01/2011 20.00,"3,46","29,11","21,90","54,41"
30/01/2011 21.00,"3,31","23,03","21,90","53,95"
30/01/2011 22.00,"3,36","27,50","21,90","49,97"
30/01/2011 23.00,"3,36","21,03","21,90","54,28"
31/01/2011 0.00,"3,23","16,46","21,90","52,49"
31/01/2011 1.00,"3,10","15,16","28,20","54,68"
31/01/2011 2.00,"2,99","12,49","28,20","54,26"
31/01/2011 3.00,"2,77","8,93","28,20","50,91"
31/01/2011 4.00,"3,02","14,63","28,20","50,20"
31/01/2011 5.00,"2,90","23,82","28,20","40,65"
31/01/2011 6.00,"2,83","19,47","28,20","39,76"
31/01/2011 7.00,"2,89","18,57","28,20","43,16"
31/01/2011 8.00,"2,90","17,05","28,20","40,68"
31/01/2011 9.00,"3,07","31,10","28,20","32,29"
31/01/2011 10.00,"3,35","30,86","28,20","29,28"
31/01/2011 11.00,"2,65","21,13","28,20","25,44"
31/01/2011 12.00,"2,62","18,96","28,20","28,75"
31/01/2011 13.00,"2,87","16,76","28,20","40,98"
31/01/2011 14.00,"2,73","16,57","28,20","51,03"
31/01/2011 15.00,"2,79","16,58","28,20","55,16"
31/01/2011 16.00,"2,86","17,18","28,20","57,30"
31/01/2011 17.00,"2,86","26,76","28,20","57,98"
31/01/2011 18.00,"2,72","29,08","28,20","54,60"
31/01/2011 19.00,"2,86","22,49","28,20","60,13"
31/01/2011 20.00,"2,72","24,70","28,20","54,56"
31/01/2011 21.00,"2,77","21,57","28,20","52,87"
31/01/2011 22.00,"2,61","17,43","28,20","57,29"
31/01/2011 23.00,"2,41","11,13","28,20","62,45"
01/02/2011 0.00,"2,53","8,89","28,20","64,58"
01/02/2011 1.00,,"7,38","19,50","64,70"
01/02/2011 2.00,"2,41",,"19,50","67,69"
01/02/2011 3.00,"2,48","6,99","19,50","64,74"
01/02/2011 4.00,"2,65","7,19","19,50","54,74"
01/02/2011 5.00,"2,43","6,63","19,50","53,03"
01/02/2011 6.00,"2,54","9,18","19,50","56,79"
01/02/2011 7.00,"2,44","16,02","19,50","61,04"
01/02/2011 8.00,"2,40","18,23","19,50","61,17"
01/02/2011 9.00,"2,47","17,47","19,50","59,79"
01/02/2011 10.00,"2,63","14,35","19,50","61,51"
01/02/2011 11.00,"2,80","10,27","19,50","74,93"
01/02/2011 12.00,"2,83","11,50","19,50","81,13"
01/02/2011 13.00,"2,91","10,36","19,50","88,10"
01/02/2011 14.00,"2,73","9,35","19,50","90,56"
01/02/2011 15.00,"2,98","8,59","19,50","91,02"
01/02/2011 16.00,"2,79","10,51","19,50","90,16"
01/02/2011 17.00,"2,76","19,62","19,50","75,54"
01/02/2011 18.00,"2,91","24,40","19,50","67,41"
01/02/2011 19.00,"2,79","24,14","19,50","68,07"
01/02/2011 20.00,"2,84","24,49","19,50","71,33"
01/02/2011 21.00,"2,69","24,95","19,50","72,76"
01/02/2011 22.00,"2,52","23,56","19,50","70,32"
01/02/2011 23.00,"2,62","19,44","19,50","66,75"
02/02/2011 0.00,"2,58","18,01","19,50","59,35"
02/02/2011 1.00,"2,52","9,56","20,90","67,47"
02/02/2011 2.00,"2,60","9,03","20,90","67,57"
02/02/2011 3.00,"2,22","6,91","20,90","70,55"
02/02/2011 4.00,"2,46","5,37","20,90","76,07"
02/02/2011 5.00,"2,65","5,52","20,90","73,76"
02/02/2011 6.00,"2,82","7,51","20,90","70,27"
02/02/2011 7.00,"2,66","12,12","20,90","65,80"
02/02/2011 8.00,"2,73","16,94","20,90","59,55"
02/02/2011 9.00,"2,97","24,09","20,90","53,90"
02/02/2011 10.00,"2,51","26,19","20,90","54,83"
02/02/2011 11.00,"2,77","18,97","20,90","66,37"
02/02/2011 12.00,"2,89","13,64","20,90","73,32"
02/02/2011 13.00,"2,90","12,98","20,90","74,43"
02/02/2011 14.00,"2,94","14,08","20,90","78,63"
02/02/2011 15.00,"2,93","15,62","20,90","80,19"
02/02/2011 16.00,"2,95","15,41","20,90","80,19"
02/02/2011 17.00,"2,84","21,09","20,90","71,32"
02/02/2011 18.00,"2,97","30,73","20,90","63,68"
02/02/2011 19.00,"2,64","41,86","20,90","56,93"
02/02/2011 20.00,"2,90","46,22","20,90","57,36"
02/02/2011 21.00,"2,83","25,08","20,90","80,14"
02/02/2011 22.00,"2,89","10,53","20,90","97,32"
02/02/2011 23.00,"2,88","8,05","20,90","96,56"
03/02/2011 0.00,"2,64","7,44","20,90","94,38"
03/02/2011 1.00,,"7,56","23,20","89,08"
03/02/2011 2.00,"2,47",,"23,20","90,90"
03/02/2011 3.00,"2,45","10,42","23,20","80,77"
03/02/2011 4.00,"2,56","6,74","23,20","84,50"
03/02/2011 5.00,"2,70","7,24","23,20","74,45"
03/02/2011 6.00,"2,64","8,62","23,20","76,89"
03/02/2011 7.00,"2,45","10,55","23,20","76,34"
03/02/2011 8.00,"2,43","12,87","23,20","74,55"
03/02/2011 9.00,"2,47","19,34","23,20","61,64"
03/02/2011 10.00,"2,60","17,62","23,20","63,50"
03/02/2011 11.00,"2,71","16,17","23,20","72,94"
03/02/2011 12.00,"2,91","10,49","23,20","87,53"
03/02/2011 13.00,"2,80","9,88","23,20","88,72"
03/02/2011 14.00,"2,88","10,61","23,20","88,77"
03/02/2011 15.00,"2,85","8,80","23,20","90,50"
03/02/2011 16.00,"2,69","9,65","23,20","87,62"
03/02/2011 17.00,"2,93","11,48","23,20","82,66"
03/02/2011 18.00,"2,80","12,37","23,20","74,89"
03/02/2011 19.00,"2,81","18,25","23,20","74,84"
03/02/2011 20.00,"2,65","12,90","23,20","86,68"
03/02/2011 21.00,"2,51","14,91","23,20","82,85"
03/02/2011 22.00,"2,66","13,79","23,20","78,09"
03/02/2011 23.00,"2,69","9,31","23,20","79,79"
04/02/2011 0.00,"2,69","7,37","23,20","79,28"
04/02/2011 1.00,"2,69","8,73","21,80","74,43"
04/02/2011 2.00,"2,63","9,57","21,80","70,64"
04/02/2011 3.00,"2,74","8,11","21,80","73,61"
04/02/2011 4.00,"2,68","5,40","21,80","80,08"
04/02/2011 5.00,"2,42","4,91","21,80","82,04"
04/02/2011 6.00,"2,64","7,62","21,80","68,48"
04/02/2011 7.00,"2,71","11,01","21,80","57,86"
04/02/2011 8.00,"2,71","13,07","21,80","57,97"
04/02/2011 9.00,"2,80","15,55","21,80","58,65"
04/02/2011 10.00,"2,99","16,59","21,80","56,99"
04/02/2011 11.00,"3,02","14,72","21,80","63,23"
04/02/2011 12.00,"2,90","11,72","21,80","79,61"
04/02/2011 13.00,"2,98","10,81","21,80","82,54"
04/02/2011 14.00,"2,71","10,64","21,80","84,65"
04/02/2011 15.00,"2,79","8,65","21,80","89,42"
04/02/2011 16.00,"2,97","8,97","21,80","89,28"
04/02/2011 17.00,"2,93","11,97","21,80","83,78"
04/02/2011 18.00,"2,88","13,60","21,80","82,21"
04/02/2011 19.00,"2,68","10,17","21,80","85,53"
04/02/2011 20.00,"3,01","13,39","21,80","78,60"
04/02/2011 21.00,"2,95","24,21","21,80","60,26"
04/02/2011 22.00,"2,77","23,82","21,80","59,56"
04/02/2011 23.00,"2,65","16,79","21,80","65,75"
05/02/2011 0.00,"2,54","14,09","21,80","65,11"
05/02/2011 1.00,,"12,13","20,80","66,83"
05/02/2011 2.00,"2,54",,"20,80","69,55"
05/02/2011 3.00,"2,73","10,29","20,80","67,78"
05/02/2011 4.00,"2,59","11,34","20,80","62,73"
05/02/2011 5.00,"2,54","10,65","20,80","60,21"
05/02/2011 6.00,"2,54","11,47","20,80","62,11"
05/02/2011 7.00,"2,54","11,94","20,80","62,11"
05/02/2011 8.00,"2,55","13,68","20,80","59,66"
05/02/2011 9.00,"2,60","15,02","20,80","61,61"
05/02/2011 10.00,"2,86","12,89","20,80","67,15"
05/02/2011 11.00,"2,91","13,45","20,80","71,06"
05/02/2011 12.00,"3,03","13,55","20,80","76,39"
05/02/2011 13.00,"3,18","12,42","20,80","86,63"
05/02/2011 14.00,"3,03","13,27","20,80","93,70"
05/02/2011 15.00,"2,96","9,31","20,80","88,73"
05/02/2011 16.00,"2,97","9,37","20,80","93,48"
05/02/2011 17.00,"3,09","10,31","20,80","87,48"
05/02/2011 18.00,"3,08","15,75","20,80","74,44"
05/02/2011 19.00,"3,05","17,86","20,80","75,07"
05/02/2011 20.00,"3,03","16,81","20,80","72,35"
05/02/2011 21.00,"2,83","20,84","20,80","71,09"
05/02/2011 22.00,"2,87","21,28","20,80","70,44"
05/02/2011 23.00,"2,92","16,08","20,80","73,24"
06/02/2011 0.00,"2,60","20,96","20,80","68,16"
06/02/2011 1.00,"2,69","20,54","18,50","66,40"
06/02/2011 2.00,"2,56","23,69","18,50","67,29"
06/02/2011 3.00,"2,68","18,18","18,50","67,45"
06/02/2011 4.00,"2,54","17,27","18,50","67,95"
06/02/2011 5.00,"2,57","24,78","18,50","58,27"
06/02/2011 6.00,"2,47","20,02","18,50","62,66"
06/02/2011 7.00,"2,66","32,86","18,50","57,06"
06/02/2011 8.00,"2,58","47,38","18,50","47,68"
06/02/2011 9.00,"2,86","38,12","18,50","43,42"
06/02/2011 10.00,"3,26","18,50","18,50","48,83"
06/02/2011 11.00,"3,07","7,76","18,50","85,99"
06/02/2011 12.00,"3,47","8,69","18,50","100,53"
06/02/2011 13.00,"3,50","8,92","18,50","107,33"
06/02/2011 14.00,"3,55","8,65","18,50","107,31"
06/02/2011 15.00,"3,17","7,25","18,50","106,62"
06/02/2011 16.00,"3,10","6,80","18,50","104,55"
06/02/2011 17.00,"3,44","8,24","18,50","103,34"
06/02/2011 18.00,"3,45","10,74","18,50","98,05"
06/02/2011 19.00,"3,51","11,36","18,50","101,64"
06/02/2011 20.00,"3,30","11,80","18,50","102,96"
06/02/2011 21.00,"3,33","12,00","18,50","99,81"
06/02/2011 22.00,"3,44","12,08","18,50","92,09"
06/02/2011 23.00,"3,40","10,56","18,50","91,39"
07/02/2011 0.00,"3,48","9,44","18,50","92,63"
07/02/2011 1.00,,"9,38","21,60","98,50"
07/02/2011 2.00,"3,57",,"21,60","101,62"
07/02/2011 3.00,"3,46","9,59","21,60","100,18"
07/02/2011 4.00,"3,40","10,83","21,60","92,92"
07/02/2011 5.00,"3,37","12,86","21,60","88,73"
07/02/2011 6.00,"3,52","10,26","21,60","93,23"
07/02/2011 7.00,"3,46","10,53","21,60","91,90"
07/02/2011 8.00,"3,53","14,20","21,60","88,07"
07/02/2011 9.00,"3,86","16,68","21,60","79,75"
07/02/2011 10.00,"4,12","17,86","21,60","66,30"
07/02/2011 11.00,"4,42","15,87","21,60","74,36"
07/02/2011 12.00,"4,29","12,08","21,60","77,33"
07/02/2011 13.00,"4,26","14,56","21,60","86,51"
07/02/2011 14.00,"4,24","18,51","21,60","89,53"
07/02/2011 15.00,"4,03","10,36","21,60","92,69"
07/02/2011 16.00,"3,85","9,89","21,60","92,17"
07/02/2011 17.00,"4,05","14,01","21,60","84,76"
07/02/2011 18.00,"3,69","18,47","21,60","82,00"
07/02/2011 19.00,"3,35","16,84","21,60","81,51"
07/02/2011 20.00,"3,25","18,83","21,60","80,96"
07/02/2011 21.00,"3,39","20,58","21,60","74,89"
07/02/2011 22.00,"3,38","17,59","21,60","69,75"
07/02/2011 23.00,"3,42","20,46","21,60","70,05"
08/02/2011 0.00,"3,60","7,80","21,60","93,82"
08/02/2011 1.00,"3,41","6,73","48,20","84,37"
08/02/2011 2.00,"3,38","7,59","48,20","81,49"
08/02/2011 3.00,"3,55","7,38","48,20","78,36"
08/02/2011 4.00,"3,58","5,89","48,20","83,55"
08/02/2011 5.00,"3,46","13,08","48,20","76,12"
08/02/2011 6.00,"3,55","17,18","48,20","68,71"
08/02/2011 7.00,"3,54","42,21","48,20","51,35"
08/02/2011 8.00,"3,63","79,85","48,20","30,94"
08/02/2011 9.00,"4,16","76,07","48,20","37,69"
08/02/2011 10.00,"4,67","57,36","48,20","36,16"
08/02/2011 11.00,"5,18","85,98","48,20","24,38"
08/02/2011 12.00,"6,11","91,17","48,20","34,05"
08/02/2011 13.00,"6,54","84,95","48,20","40,68"
08/02/2011 14.00,"12,08","63,05","48,20","51,76"
08/02/2011 15.00,"13,12","81,93","48,20","43,67"
08/02/2011 16.00,"9,95","66,98","48,20","46,72"
08/02/2011 17.00,"5,62","46,62","48,20","60,68"
08/02/2011 18.00,"4,13","32,91","48,20","55,85"
08/02/2011 19.00,"3,87","41,07","48,20","43,39"
08/02/2011 20.00,"3,80","69,14","48,20","37,45"
08/02/2011 21.00,"3,48","69,12","48,20","35,27"
08/02/2011 22.00,"3,53","86,09","48,20","25,83"
08/02/2011 23.00,"3,84","106,32","48,20","14,48"
09/02/2011 0.00,"3,55","46,02","48,20","46,27"
09/02/2011 1.00,,"17,46","41,60","69,92"
09/02/2011 2.00,"3,27",,"41,60","65,73"
09/02/2011 3.00,"3,19","16,82","41,60","69,72"
09/02/2011 4.00,"3,23","15,68","41,60","69,44"
09/02/2011 5.00,"3,17","13,47","41,60","72,43"
09/02/2011 6.00,"3,11","10,17","41,60","83,47"
09/02/2011 7.00,"3,14","17,50","41,60","77,37"
09/02/2011 8.00,"3,27","19,79","41,60","71,85"
09/02/2011 9.00,"3,40","29,44","41,60","54,42"
09/02/2011 10.00,"3,57","22,40","41,60","60,00"
09/02/2011 11.00,"3,62","22,04","41,60","69,16"
09/02/2011 12.00,"3,82","15,89","41,60","90,71"
09/02/2011 13.00,"3,83","17,12","41,60","92,12"
09/02/2011 14.00,"25,29","14,48","41,60",
09/02/2011 15.00,"3,76","11,65","41,60","98,66"
09/02/2011 16.00,"3,74","13,20","41,60","96,23"
09/02/2011 17.00,"3,45","15,95","41,60","96,75"
09/02/2011 18.00,"3,55","23,56","41,60","95,69"
09/02/2011 19.00,"3,36","23,83","41,60","95,94"
09/02/2011 20.00,"3,28","22,37","41,60","97,22"
09/02/2011 21.00,"3,16","21,36","41,60","88,34"
09/02/2011 22.00,"3,11","18,42","41,60","83,70"
09/02/2011 23.00,"3,10","17,25","41,60","72,86"
