Stat,TA-Talsano,,,,,
Parm,SO2,NOX,NO2,PM10,O3,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3 293K,ng/m3
21/06/2014 20.00,"1,8","8,8","8,4","18,5","113,4","1,8"
21/06/2014 21.00,"0,9","20,5","19,8","18,5","90,8","2,2"
21/06/2014 22.00,"1,4","42,2","41,4","18,5","61,8","4,5"
21/06/2014 23.00,"0,9","21,3","20,3","18,5","52,4","9,5"
22/06/2014 0.00,"0,7","17,0","16,3","18,5","36,9","2,9"
22/06/2014 1.00,"0,7","13,3","12,9","22,6","38,4","1,9"
22/06/2014 2.00,"0,7","14,5","13,6","22,6","39,2","1,7"
22/06/2014 3.00,"0,7","12,6","12,1","22,6","35,8","1,8"
22/06/2014 4.00,"0,7","9,8","9,4","22,6","47,6","1,4"
22/06/2014 5.00,"0,7","5,8","5,3","22,6","70,0","1,2"
22/06/2014 6.00,"0,7","7,1","6,2","22,6","62,4","2,2"
22/06/2014 7.00,"0,7","10,9","9,2","22,6","54,9","3,0"
22/06/2014 8.00,"0,8","8,0","6,8","22,6","85,2","1,4"
22/06/2014 9.00,"1,4","8,3","7,4","22,6","94,8","1,9"
22/06/2014 10.00,"2,4","7,0","6,0","22,6","109,8","1,9"
22/06/2014 11.00,"2,2","5,5","4,6","22,6","109,9","1,9"
22/06/2014 12.00,"1,6","4,5","3,6","22,6","114,8","1,7"
22/06/2014 13.00,"1,7","4,3","3,6","22,6","120,1","1,7"
22/06/2014 14.00,"2,4","3,5","2,7","22,6","134,4","1,3"
22/06/2014 15.00,"2,4","2,9","2,3","22,6","140,1","1,3"
22/06/2014 16.00,"1,5","2,9","2,0","22,6","137,2","1,3"
22/06/2014 17.00,"1,0","3,7","2,9","22,6","137,1","2,1"
22/06/2014 18.00,"1,1","4,6","3,9","22,6","132,3","2,1"
22/06/2014 19.00,"1,9","5,0","4,2","22,6","122,3","3,4"
22/06/2014 20.00,"1,0","5,8","5,1","22,6","116,1","2,7"
22/06/2014 21.00,"0,7","8,4","7,5","22,6","99,3","2,7"
22/06/2014 22.00,"0,7","9,0","8,4","22,6","85,1","4,2"
22/06/2014 23.00,"0,7","9,9","9,0","22,6","73,3","2,6"
23/06/2014 0.00,"0,7","11,9","11,4","22,6","58,6","1,9"
23/06/2014 1.00,,"12,7","11,8","20,3","33,7","2,2"
23/06/2014 2.00,"0,9",,,"20,3","35,2","1,9"
23/06/2014 3.00,"0,7","5,3","4,8","20,3",,"1,3"
23/06/2014 4.00,"0,7","3,7","3,1","20,3","58,3","1,2"
23/06/2014 5.00,"0,7","4,5","3,6","20,3","48,0","1,2"
23/06/2014 6.00,"0,7","7,3","6,2","20,3","46,0","1,7"
23/06/2014 7.00,"0,7","14,8","12,2","20,3","53,0","5,2"
23/06/2014 8.00,"1,7","22,9","19,2","20,3","70,3","4,7"
23/06/2014 9.00,"5,8","25,0","21,2","20,3","79,7","3,3"
23/06/2014 10.00,"5,9","15,6","13,9","20,3","95,2","2,5"
23/06/2014 11.00,"10,9","18,8","16,1","20,3","100,1","2,4"
23/06/2014 12.00,"7,3","9,1","7,8","20,3","111,5","1,9"
23/06/2014 13.00,"2,7","10,3","8,0","20,3","116,8","2,4"
23/06/2014 14.00,"2,6","5,0","4,1","20,3","126,4","1,5"
23/06/2014 15.00,"2,0","3,5","3,0","20,3","108,8","1,7"
23/06/2014 16.00,"1,6","4,1","3,3","20,3","106,4","2,1"
23/06/2014 17.00,"1,1","6,4","5,5","20,3","95,4","3,7"
23/06/2014 18.00,"1,2","7,2","6,3","20,3","91,1","4,0"
23/06/2014 19.00,"0,8","7,5","6,6","20,3","97,9","3,0"
23/06/2014 20.00,"0,8","7,0","6,2","20,3","99,3","3,1"
23/06/2014 21.00,"0,7","9,2","8,4","20,3","81,9","3,8"
23/06/2014 22.00,"0,7","8,6","7,7","20,3","68,1","2,9"
23/06/2014 23.00,"0,7","5,7","5,3","20,3","71,8","2,2"
24/06/2014 0.00,"0,7","6,1","5,6","20,3","48,7","2,3"
24/06/2014 1.00,"0,7","7,3","6,8","22,2","37,0","3,5"
24/06/2014 2.00,"0,8","6,6","6,1","22,2","35,8","2,9"
24/06/2014 3.00,"1,2","5,4","5,0","22,2","34,4","2,9"
24/06/2014 4.00,"1,2","3,9","3,5","22,2","31,2","1,7"
24/06/2014 5.00,"0,7","5,0","4,1","22,2","27,7","1,9"
24/06/2014 6.00,"0,7","17,2","13,3","22,2","17,8","5,0"
24/06/2014 7.00,"2,1","11,5","9,5","22,2","53,0","4,8"
24/06/2014 8.00,"1,2","8,9","7,6","22,2","76,6","3,5"
24/06/2014 9.00,"2,6","7,2","6,3","22,2","88,6","2,8"
24/06/2014 10.00,"2,0","6,1","5,2","22,2","91,6","3,3"
24/06/2014 11.00,"2,6","5,5","4,6","22,2","93,0","2,3"
24/06/2014 12.00,"2,6","6,8","5,3","22,2","105,0","2,3"
24/06/2014 13.00,"2,6","4,4","3,5","22,2","108,4","1,6"
24/06/2014 14.00,"2,4","2,8","1,9","22,2","113,4","1,4"
24/06/2014 15.00,"2,2","2,9","2,1","22,2","110,1","1,6"
24/06/2014 16.00,"2,0","3,0","2,1","22,2","110,9","2,0"
24/06/2014 17.00,"2,5","3,8","2,9","22,2","116,2","2,5"
24/06/2014 18.00,"2,6","2,5","2,2","22,2","123,1","1,7"
24/06/2014 19.00,"2,5","2,0","1,2","22,2","121,4","1,6"
24/06/2014 20.00,"2,6","4,2","3,8","22,2","114,3","2,6"
24/06/2014 21.00,"2,6","4,3","3,6","22,2","97,0","5,2"
24/06/2014 22.00,"2,4","2,9","2,2","22,2","83,5","1,4"
24/06/2014 23.00,"2,4","3,0","2,3","22,2","75,1","1,6"
25/06/2014 0.00,"2,4","3,7","3,2","22,2","63,7","1,6"
25/06/2014 1.00,,"4,1","3,5","29,4","56,2","1,6"
25/06/2014 2.00,"2,6",,,"29,4","51,8","1,6"
25/06/2014 3.00,"2,4","2,2","1,7","29,4",,"1,4"
25/06/2014 4.00,"2,3","2,7","2,1","29,4","34,9","1,7"
25/06/2014 5.00,"2,5","2,8","1,8","29,4","44,5","1,7"
25/06/2014 6.00,"2,1","4,8","3,9","29,4","46,4","2,9"
25/06/2014 7.00,"2,1","8,5","7,7","29,4","45,7","4,7"
25/06/2014 8.00,"2,5","8,2","7,2","29,4","63,3","4,3"
25/06/2014 9.00,"2,5","8,7","7,6","29,4","73,2","3,8"
25/06/2014 10.00,"1,7","4,7","3,8","29,4","80,4","2,2"
25/06/2014 11.00,"2,7","3,6","2,8","29,4","87,6","1,2"
25/06/2014 12.00,"2,6","3,1","2,4","29,4","91,4","1,5"
25/06/2014 13.00,"2,6","4,2","3,2","29,4","93,5","1,7"
25/06/2014 14.00,"2,5","3,1","2,2","29,4","91,4","1,8"
25/06/2014 15.00,"2,7","4,2","2,9","29,4","94,2","1,8"
25/06/2014 16.00,"2,5","4,1","3,3","29,4","94,1","2,2"
25/06/2014 17.00,"2,6","4,8","3,9","29,4","92,6","3,0"
25/06/2014 18.00,"2,6","5,0","4,2","29,4","85,7","3,4"
25/06/2014 19.00,"2,6","4,4","3,5","29,4","93,3","3,0"
25/06/2014 20.00,"2,6","3,6","2,8","29,4","92,8","2,3"
25/06/2014 21.00,"2,6","5,5","4,9","29,4","88,1","2,8"
25/06/2014 22.00,"2,6","3,5","3,2","29,4","77,2","1,6"
25/06/2014 23.00,"2,5","4,8","3,9","29,4","57,2","2,0"
26/06/2014 0.00,"2,6","5,1","4,7","29,4","50,7","1,9"
26/06/2014 1.00,"2,4","5,0","4,2",,"41,6","1,8"
26/06/2014 2.00,"2,2","3,5","2,7",,"37,1","1,4"
26/06/2014 3.00,"2,5","3,6","3,2",,"39,1","1,4"
26/06/2014 4.00,"2,1","6,0","5,5",,"28,5","1,6"
26/06/2014 5.00,"2,5","13,3","12,6",,"33,8","1,7"
26/06/2014 6.00,"2,6","25,4","23,5",,"36,2","4,5"
26/06/2014 7.00,"2,6","23,2","21,3",,"39,5","7,2"
26/06/2014 8.00,"2,5","14,1","11,8",,"54,9","3,4"
26/06/2014 9.00,,"14,1","11,8",,"69,6","2,7"
26/06/2014 10.00,,"8,6","7,5",,"85,0","2,8"
26/06/2014 11.00,"2,6","8,2","7,0",,"81,7","2,2"
26/06/2014 12.00,"2,6","6,7","5,9",,"82,9","2,7"
26/06/2014 13.00,"2,6","8,0","6,9",,"88,6","2,7"
26/06/2014 14.00,"0,7","7,0","6,0",,"79,8","1,9"
26/06/2014 15.00,"1,6","6,6","5,2",,"76,0","3,2"
26/06/2014 16.00,"2,4","4,3","3,6",,"74,0","3,0"
26/06/2014 17.00,"2,3","2,8","2,0",,"72,5","2,1"
26/06/2014 18.00,"1,9","2,5","1,8",,"72,0","2,1"
26/06/2014 19.00,"2,2","5,1","4,5",,"71,2","3,7"
26/06/2014 20.00,"2,0","4,5","3,9",,"69,9","2,8"
26/06/2014 21.00,"1,8","6,3","5,7",,"61,4","2,7"
26/06/2014 22.00,"2,1","3,9","3,2",,"61,6","2,5"
26/06/2014 23.00,"1,7","7,9","7,2",,"42,7","4,4"
27/06/2014 0.00,"2,1","8,0","7,3",,"28,4","6,0"
27/06/2014 1.00,,"7,3","6,5",,"31,6","3,9"
27/06/2014 2.00,"2,3",,,,"47,4","2,4"
27/06/2014 3.00,"2,4","5,5","4,8",,,"1,6"
27/06/2014 4.00,"2,0","3,5","2,8",,"52,2","1,4"
27/06/2014 5.00,"2,0","6,2","5,4",,"56,4","6,9"
27/06/2014 6.00,"1,9","8,6","7,8",,"57,1","3,4"
27/06/2014 7.00,"1,8","13,2","10,6",,"59,4","3,9"
27/06/2014 8.00,"1,5","21,4","17,0",,"57,5","3,7"
27/06/2014 9.00,"1,8","16,7","13,2",,"66,0","2,3"
27/06/2014 10.00,"1,3","8,5","6,6",,"80,5","1,5"
27/06/2014 11.00,"1,2","6,0","5,1",,"88,9","1,4"
27/06/2014 12.00,"1,4","4,6","3,8",,"93,3","1,1"
27/06/2014 13.00,"1,2","3,7","2,9",,"85,4","1,3"
27/06/2014 14.00,"1,1","3,0","2,2",,"79,8","1,3"
27/06/2014 15.00,"1,3","2,8","2,0",,"82,6","1,3"
27/06/2014 16.00,"1,1","2,4","1,7",,"82,7","1,1"
27/06/2014 17.00,"1,1","3,9","3,1",,"83,4","1,6"
27/06/2014 18.00,"1,3","4,8","4,1",,"86,2","2,1"
27/06/2014 19.00,"1,0","5,2","4,4",,"82,3","2,3"
27/06/2014 20.00,"1,1","8,4","7,7",,"69,6","2,6"
27/06/2014 21.00,"1,2","11,1","10,5",,"61,1","1,9"
27/06/2014 22.00,"0,9","10,4","9,7",,"62,1","1,5"
27/06/2014 23.00,"1,1","22,8","21,9",,"53,6","1,3"
28/06/2014 0.00,"1,0","17,7","16,9",,"60,8","1,5"
28/06/2014 1.00,"1,0","18,0","17,2","14,5","53,9","1,3"
28/06/2014 2.00,"1,2","13,0","12,2","14,5","58,8","1,0"
28/06/2014 3.00,"1,0","8,2","7,5","14,5","65,7","1,1"
28/06/2014 4.00,"0,8","10,8","10,1","14,5","50,2","1,0"
28/06/2014 5.00,"1,1","7,4","6,6","14,5","62,5","1,1"
28/06/2014 6.00,"1,2","15,9","14,3","14,5","62,1","4,4"
28/06/2014 7.00,"0,9","14,3","12,2","14,5","67,3","2,6"
28/06/2014 8.00,"0,9","11,1","9,2","14,5","74,3","1,9"
28/06/2014 9.00,"1,2","11,9","10,0","14,5","77,6","1,9"
28/06/2014 10.00,"1,1","8,8","7,5","14,5","87,0","1,6"
28/06/2014 11.00,"0,7","10,0","8,8","14,5","94,3","2,3"
28/06/2014 12.00,"1,1","6,9","6,1","14,5","99,4","2,3"
28/06/2014 13.00,"0,9","8,5","6,4","14,5","101,3","2,3"
28/06/2014 14.00,"0,8","4,1","3,3","14,5","104,2","1,7"
28/06/2014 15.00,"1,2","3,3","2,6","14,5","100,8","1,5"
28/06/2014 16.00,"1,1","4,5","3,7","14,5","110,4","1,8"
28/06/2014 17.00,"1,3","5,3","4,5","14,5","120,4","2,3"
28/06/2014 18.00,"1,2","5,9","5,1","14,5","109,1","4,5"
28/06/2014 19.00,"1,0","11,7","10,9","14,5","99,3","4,3"
28/06/2014 20.00,"0,9","11,5","10,7","14,5","96,8","3,8"
28/06/2014 21.00,"1,2","19,1","18,3","14,5","63,0","7,5"
28/06/2014 22.00,"0,9","18,6","17,8","14,5","60,1","3,4"
28/06/2014 23.00,"1,4","17,2","16,2","14,5","52,0","4,7"
29/06/2014 0.00,"1,2","15,7","15,0","14,5","48,9","2,8"
29/06/2014 1.00,,"16,7","15,8","18,6","28,5","3,5"
29/06/2014 2.00,,,,"18,6","27,7","2,4"
29/06/2014 3.00,,"11,7","11,0","18,6",,"1,9"
29/06/2014 4.00,,"9,7","9,0","18,6","33,4","1,5"
29/06/2014 5.00,,"8,8","8,0","18,6","38,7","1,7"
29/06/2014 6.00,,"8,1","7,3","18,6","54,2","3,0"
29/06/2014 7.00,,"5,4","4,6","18,6","68,6","2,0"
29/06/2014 8.00,,"5,0","4,3","18,6","74,3","1,9"
29/06/2014 9.00,,"5,5","4,7","18,6","78,6","2,2"
29/06/2014 10.00,,"4,1","3,3","18,6","81,1","2,1"
29/06/2014 11.00,,"4,1","3,3","18,6","85,1","2,1"
29/06/2014 12.00,,"4,9","4,1","18,6","83,4","2,6"
29/06/2014 13.00,,"4,5","3,7","18,6","89,0","2,3"
29/06/2014 14.00,,"2,9","2,1","18,6","99,2","1,6"
29/06/2014 15.00,,"2,7","1,9","18,6","94,1","1,4"
29/06/2014 16.00,,"3,3","2,5","18,6","91,8","1,6"
29/06/2014 17.00,,"3,3","2,4","18,6","89,7","2,0"
29/06/2014 18.00,,"4,5","3,7","18,6","93,4","2,4"
29/06/2014 19.00,,"3,7","2,9","18,6","93,2","2,6"
29/06/2014 20.00,,"4,4","3,6","18,6","88,5","3,4"
29/06/2014 21.00,,"4,2","3,4","18,6","84,9","2,6"
29/06/2014 22.00,,"2,8","2,0","18,6","85,7","1,9"
29/06/2014 23.00,,"3,1","2,3","18,6","85,8","2,2"
30/06/2014 0.00,,"2,8","2,3","18,6","80,5","1,6"
30/06/2014 1.00,,"2,5","1,8","16,1","76,5","1,4"
30/06/2014 2.00,,"2,2","1,4","16,1","74,6","1,2"
30/06/2014 3.00,,"1,9","1,2","16,1","72,9","1,1"
30/06/2014 4.00,,"1,9","1,2","16,1","65,4","1,2"
30/06/2014 5.00,,"2,8","2,1","16,1","64,1","1,6"
30/06/2014 6.00,,"3,8","3,1","16,1","66,6","2,5"
30/06/2014 7.00,,"13,3","11,0","16,1","64,2","6,0"
30/06/2014 8.00,,"12,4","10,9","16,1","67,3","5,2"
30/06/2014 9.00,,"7,8","6,9","16,1","76,1","3,3"
30/06/2014 10.00,,"6,5","5,3","16,1","78,8","3,1"
30/06/2014 11.00,,"7,9","6,3","16,1","62,8","2,6"
30/06/2014 12.00,,"7,7","6,2","16,1","59,1","2,2"
30/06/2014 13.00,,"8,8","7,2","16,1","73,2","1,7"
30/06/2014 14.00,,"13,6","9,6","16,1","77,1","1,7"
30/06/2014 15.00,,"11,9","7,9","16,1","75,2","1,4"
30/06/2014 16.00,,"6,1","3,6","16,1","77,1","1,7"
30/06/2014 17.00,,"6,4","4,5","16,1","75,5","2,5"
30/06/2014 18.00,,"5,7","3,9","16,1","78,7","2,2"
30/06/2014 19.00,,"4,9","3,3","16,1","90,0","1,5"
30/06/2014 20.00,,"5,1","3,8","16,1","92,8","1,5"
30/06/2014 21.00,,"4,3","3,3","16,1","86,8","1,3"
30/06/2014 22.00,,"4,4","3,4","16,1","86,0","1,1"
30/06/2014 23.00,,"4,3","3,2","16,1","88,6","1,1"
01/07/2014 0.00,,"8,7","7,3","16,1","73,9","1,2"
01/07/2014 1.00,,"16,4","15,2","11,4","63,5","1,2"
01/07/2014 2.00,,,,"11,4","48,0","1,3"
01/07/2014 3.00,,"13,8","9,9","11,4",,"1,1"
01/07/2014 4.00,,"14,9","13,2","11,4","49,8","1,1"
01/07/2014 5.00,,"9,5","8,4","11,4","35,8","1,4"
01/07/2014 6.00,,"6,2","5,0","11,4","51,0","1,7"
01/07/2014 7.00,,"16,6","12,1","11,4","40,6","4,2"
01/07/2014 8.00,,"7,4","5,5","11,4","90,0","2,0"
01/07/2014 9.00,,"12,9","9,9","11,4","87,4","1,7"
01/07/2014 10.00,,"14,4","11,2","11,4","91,9","1,8"
01/07/2014 11.00,,"7,9","6,4","11,4","99,0","1,7"
01/07/2014 12.00,,"8,3","5,8","11,4","98,4","2,0"
01/07/2014 13.00,,"4,0","3,0","11,4","97,4","1,5"
01/07/2014 14.00,,"3,1","2,2","11,4","107,2","1,3"
01/07/2014 15.00,,"2,9","2,0","11,4","104,4","1,3"
01/07/2014 16.00,,"2,5","1,7","11,4","97,3","1,7"
01/07/2014 17.00,,"3,6","2,6","11,4","99,0","1,9"
01/07/2014 18.00,,"4,0","3,1","11,4","97,1","2,1"
01/07/2014 19.00,,"5,4","4,6","11,4","94,2","3,4"
01/07/2014 20.00,,"6,3","5,4","11,4","98,4","2,2"
01/07/2014 21.00,,"8,5","7,6","11,4","82,5","2,6"
01/07/2014 22.00,,"6,1","5,2","11,4","74,0","1,7"
01/07/2014 23.00,,"5,5","4,6","11,4","67,7","1,5"
02/07/2014 0.00,,"5,5","4,5","11,4","64,5","1,5"
02/07/2014 1.00,,"5,5","4,7","15,0","59,6","1,5"
02/07/2014 2.00,,"5,2","4,6","15,0","52,5","1,3"
02/07/2014 3.00,,"6,7","5,8","15,0","36,5","1,4"
02/07/2014 4.00,,"5,8","4,9","15,0","35,3","1,8"
02/07/2014 5.00,,"4,4","3,5","15,0","41,3","1,3"
02/07/2014 6.00,,"7,5","6,3","15,0","39,7","1,9"
02/07/2014 7.00,,"10,5","8,5","15,0","56,3","3,0"
02/07/2014 8.00,,"10,7","8,6","15,0","74,3","2,5"
02/07/2014 9.00,,"6,6","5,7","15,0","84,0","2,0"
02/07/2014 10.00,,"7,1","6,1","15,0","88,2","2,3"
02/07/2014 11.00,"3,1","5,8","4,7","15,0","95,0","2,3"
02/07/2014 12.00,"2,6","5,3","4,3","15,0","98,1","1,8"
02/07/2014 13.00,"2,6","6,4","4,9","15,0","100,2","2,1"
02/07/2014 14.00,"2,1","3,5","2,5","15,0","101,2","1,6"
02/07/2014 15.00,"2,4","4,1","3,0","15,0","104,9","1,7"
02/07/2014 16.00,"1,5","7,0","5,2","15,0","99,5","3,1"
02/07/2014 17.00,"1,5","4,7","3,3","15,0","99,7","2,0"
02/07/2014 18.00,"1,9","4,6","3,6","15,0","99,9","2,7"
02/07/2014 19.00,"1,1","6,0","5,0","15,0","89,8","3,8"
02/07/2014 20.00,"1,7","5,8","4,9","15,0","86,3","3,3"
02/07/2014 21.00,"1,1","9,5","8,6","15,0","69,1","3,7"
02/07/2014 22.00,"0,8","10,3","9,4","15,0","54,3","2,7"
02/07/2014 23.00,"0,7","8,8","7,9","15,0","57,9","2,0"
03/07/2014 0.00,"0,7","14,5","13,6","15,0","40,6","2,4"
03/07/2014 1.00,,"12,9","12,0","18,2","33,7","3,6"
03/07/2014 2.00,"2,6",,,"18,2","39,1","5,4"
03/07/2014 3.00,"2,6","16,2","13,3","18,2",,"1,4"
03/07/2014 4.00,"2,1","11,5","10,3","18,2","36,1","1,5"
03/07/2014 5.00,"1,6","11,6","10,6","18,2","37,3","1,9"
03/07/2014 6.00,"2,0","21,0","17,9","18,2","27,9","12,7"
03/07/2014 7.00,"2,9","19,8","14,9","18,2","32,2","5,3"
03/07/2014 8.00,"3,9","17,7","14,3","18,2","75,2","2,8"
03/07/2014 9.00,"4,3","13,6","11,5","18,2","93,1","2,0"
03/07/2014 10.00,"5,6","13,4","11,9","18,2","108,4","2,4"
03/07/2014 11.00,"2,9","3,7","2,8","18,2","111,9","1,4"
03/07/2014 12.00,"2,6","2,9","2,0","18,2","118,6","1,2"
03/07/2014 13.00,,,,"18,2","122,0","1,1"
03/07/2014 14.00,"3,2","5,2","3,4","18,2","123,9","1,1"
03/07/2014 15.00,"2,0","3,5","2,5","18,2","120,2","1,1"
03/07/2014 16.00,"1,8","2,8","2,0","18,2","112,8","1,3"
03/07/2014 17.00,"1,5","2,2","1,4","18,2","108,2","1,1"
03/07/2014 18.00,"1,2","3,2","2,2","18,2","106,5","1,6"
03/07/2014 19.00,"1,1","3,5","2,8","18,2","105,0","1,6"
03/07/2014 20.00,"0,3","4,2","3,6","18,2","101,1","1,4"
03/07/2014 21.00,"0,6","4,1","3,8","18,2","99,1","1,3"
03/07/2014 22.00,"0,3","3,1","2,4","18,2","95,6","1,1"
03/07/2014 23.00,"0,3","2,8","2,1","18,2","103,8","1,1"
04/07/2014 0.00,"0,1","3,8","3,1","18,2","105,2","1,0"
04/07/2014 1.00,"1,0","6,5","5,9","13,6","101,4","1,0"
04/07/2014 2.00,"0,4","4,4","4,0","13,6","101,5","1,0"
04/07/2014 3.00,"0,2","4,0","3,3","13,6","98,9","1,1"
04/07/2014 4.00,"0,1","3,1","2,4","13,6","97,4","1,2"
04/07/2014 5.00,"0,1","4,0","3,3","13,6","91,0","1,1"
04/07/2014 6.00,"0,1","5,5","4,6","13,6","84,4","1,7"
04/07/2014 7.00,"1,3","7,1","6,2","13,6","85,9","2,5"
04/07/2014 8.00,"1,1","8,3","7,2","13,6","88,7","2,1"
04/07/2014 9.00,"6,0","14,4","11,8","13,6","89,8","1,7"
04/07/2014 10.00,"2,7","3,1","2,3","13,6","105,7","1,3"
04/07/2014 11.00,"2,6","2,4","1,6","13,6","109,8","1,1"
04/07/2014 12.00,"2,6","2,7","1,7","13,6","110,6","1,2"
04/07/2014 13.00,"2,6","2,9","2,1","13,6","110,4","1,3"
04/07/2014 14.00,"2,6","2,6","1,8","13,6","112,6","1,1"
04/07/2014 15.00,"2,5","1,8","1,4","13,6","115,2","1,0"
04/07/2014 16.00,"2,6","1,9","1,2","13,6","115,3","1,2"
04/07/2014 17.00,"2,1","2,2","1,6","13,6","114,5","1,1"
04/07/2014 18.00,"2,6","2,8","2,0","13,6","88,5","1,2"
04/07/2014 19.00,"2,6","4,8","4,2","13,6","27,2","2,0"
04/07/2014 20.00,"2,5","8,1","7,3","13,6","0,9","1,8"
04/07/2014 21.00,"2,6","10,9","10,3","13,6",,"1,4"
04/07/2014 22.00,"2,1","8,9","8,1","13,6","4,9","1,1"
04/07/2014 23.00,"2,2","12,2","11,3","13,6","0,3","1,9"
05/07/2014 0.00,"2,4","18,0","17,1","13,6","1,6","2,7"
05/07/2014 1.00,,"19,3","18,4","22,3","6,2","2,2"
05/07/2014 2.00,"1,5",,,"22,3","23,7","1,1"
05/07/2014 3.00,"0,7","8,9","8,4","22,3",,"1,2"
05/07/2014 4.00,"0,7","8,4","7,6","22,3",,"1,5"
05/07/2014 5.00,"0,7","7,1","6,2","22,3",,"1,4"
05/07/2014 6.00,"0,9","8,3","7,4","22,3",,"2,5"
05/07/2014 7.00,"2,9","11,6","10,1","22,3",,"3,6"
05/07/2014 8.00,"4,1","10,3","8,7","22,3",,"2,4"
05/07/2014 9.00,"6,7","11,0","9,7","22,3",,"2,0"
05/07/2014 10.00,"5,8","7,8","7,0","22,3",,"1,7"
05/07/2014 11.00,"5,6","7,2","6,2","22,3",,"1,9"
05/07/2014 12.00,"3,6","7,1","6,3","22,3",,"2,7"
05/07/2014 13.00,"2,9","6,9","6,0","22,3",,"2,2"
05/07/2014 14.00,"2,6","5,4","4,5","22,3",,"1,5"
05/07/2014 15.00,"2,6","4,4","3,5","22,3",,"1,6"
05/07/2014 16.00,"2,6","4,7","3,8","22,3",,"1,8"
05/07/2014 17.00,"2,6","5,1","4,1","22,3",,"2,1"
05/07/2014 18.00,"2,6","6,5","5,5","22,3",,"2,6"
05/07/2014 19.00,"2,6","7,0","6,1","22,3",,"3,0"
05/07/2014 20.00,"2,6","7,0","5,9","22,3",,"3,3"
05/07/2014 21.00,"2,6","7,6","6,5","22,3",,"3,4"
05/07/2014 22.00,"2,4","7,8","6,9","22,3",,"3,0"
05/07/2014 23.00,"2,5","8,5","7,5","22,3",,"3,0"
06/07/2014 0.00,"1,9","10,3","9,2","22,3",,"2,4"
06/07/2014 1.00,"2,2","18,7","17,2","25,4",,"3,1"
06/07/2014 2.00,"2,6","8,9","7,3","25,4",,"1,8"
06/07/2014 3.00,"2,6","9,9","8,6","25,4",,"1,1"
06/07/2014 4.00,"2,6","7,1","6,2","25,4",,"1,1"
06/07/2014 5.00,"2,6","11,4","10,6","25,4",,"1,4"
06/07/2014 6.00,"2,6","9,4","8,3","25,4",,"1,6"
06/07/2014 7.00,"3,0","12,2","10,4","25,4",,"1,8"
06/07/2014 8.00,"4,0","7,4","6,0","25,4",,"1,5"
06/07/2014 9.00,"3,3","3,9","2,8","25,4",,"1,3"
06/07/2014 10.00,"2,9","2,8","1,9","25,4",,"1,1"
06/07/2014 11.00,"2,8","3,6","2,7","25,4",,"1,4"
06/07/2014 12.00,"2,6","4,8","3,8","25,4",,"1,6"
06/07/2014 13.00,"2,8","4,9","4,0","25,4",,"1,5"
06/07/2014 14.00,"2,6","3,3","2,3","25,4",,"1,3"
06/07/2014 15.00,"2,6","2,8","1,9","25,4",,"1,2"
06/07/2014 16.00,"2,7","3,7","2,8","25,4",,"1,5"
06/07/2014 17.00,"2,9","4,6","3,7","25,4",,"1,9"
06/07/2014 18.00,"3,0","5,7","4,8","25,4",,"2,4"
06/07/2014 19.00,"2,6","7,4","6,5","25,4",,"3,0"
06/07/2014 20.00,"2,6","9,0","8,1","25,4",,"3,2"
06/07/2014 21.00,"2,6","11,5","10,6","25,4",,"2,1"
06/07/2014 22.00,"2,5","12,1","11,2","25,4",,"1,9"
06/07/2014 23.00,"2,6","14,2","13,3","25,4",,"2,3"
07/07/2014 0.00,"2,3","11,6","10,8","25,4",,"1,3"
07/07/2014 1.00,,"12,2","11,4","26,9",,"1,5"
07/07/2014 2.00,"2,6",,,"26,9",,"1,4"
07/07/2014 3.00,"2,4","13,6","11,3","26,9",,"1,8"
07/07/2014 4.00,"1,1","9,8","8,9","26,9",,"1,2"
07/07/2014 5.00,"1,4","8,3","7,4","26,9",,"1,4"
07/07/2014 6.00,"1,9","8,3","7,3","26,9",,"1,5"
07/07/2014 7.00,"2,3","11,4","9,7","26,9",,"3,0"
07/07/2014 8.00,"2,6","9,3","7,9","26,9",,"2,4"
07/07/2014 9.00,"2,8","9,5","7,8","26,9",,"2,3"
07/07/2014 10.00,"3,4","8,9","7,4","26,9",,"2,2"
07/07/2014 11.00,"4,0","7,5","6,2","26,9",,"2,0"
07/07/2014 12.00,"3,1","6,6","5,6","26,9",,"1,9"
07/07/2014 13.00,"3,3","5,5","4,6","26,9",,"1,8"
07/07/2014 14.00,"4,0","5,0","4,0","26,9",,"1,5"
07/07/2014 15.00,"2,9","3,9","3,0","26,9",,"1,5"
07/07/2014 16.00,"2,6","4,0","3,1","26,9",,"2,1"
07/07/2014 17.00,"2,6","6,6","5,3","26,9",,"2,2"
07/07/2014 18.00,"2,6","5,5","4,5","26,9",,"3,8"
07/07/2014 19.00,"2,6","6,4","5,5","26,9",,"3,8"
07/07/2014 20.00,"2,6","7,2","6,3","26,9",,"3,5"
07/07/2014 21.00,"2,3","10,7","9,8","26,9",,"3,1"
07/07/2014 22.00,"1,9","9,0","8,1","26,9",,"3,3"
07/07/2014 23.00,"2,3","9,1","8,2","26,9",,"2,1"
08/07/2014 0.00,"1,9","10,5","9,7","26,9",,"1,8"
08/07/2014 1.00,"2,0","10,3","9,5","25,5",,"1,4"
08/07/2014 2.00,"2,3","8,0","7,1","25,5",,"1,9"
