Stat,BR-SISRI,,,,,,,  ,
,,,,,,,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,IPA TOT,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ng/m3,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,
21/07/2014 12.00,"2,7","5,6","9,4","0,2","14,7","0,4","3,7",,
21/07/2014 13.00,"2,4","7,8","12,4","0,2",,"0,3","4,3",,
21/07/2014 14.00,"3,7","9,5","13,5","0,2","36,1","0,4","4,6",,
21/07/2014 15.00,"2,3","4,1","7,2","0,3",,"0,8","3,9",,
21/07/2014 16.00,"2,1","8,4","11,7","0,3","39,8","0,7","4,9",,
21/07/2014 17.00,"1,9","5,7","8,5","0,3",,"0,5","3,5",,
21/07/2014 18.00,"1,6","1,7","4,6","0,3","39,6","0,3","3,1",,
21/07/2014 19.00,"1,5","1,6","4,4","0,3",,"0,3","2,9",,
21/07/2014 20.00,"1,7","3,1","6,2","0,3","24,7","0,3","4,0",,
21/07/2014 21.00,"1,9","18,7","25,2","0,3",,"0,4","5,5",,
21/07/2014 22.00,"1,7","10,6","14,0","0,3","27,8","0,8","4,0",,
21/07/2014 23.00,"1,6","3,1","5,9","0,2",,"0,3","3,1",,
22/07/2014 0.00,"1,5","3,6","6,0","0,2","28,6","0,3","3,7",,
22/07/2014 1.00,"1,4","3,4","6,1","0,2",,"0,3","3,0",,
22/07/2014 2.00,"1,0","4,8","7,9","0,2","20,0","0,3","3,3",,
22/07/2014 3.00,"1,3","11,9","14,9","0,5",,"0,4","4,4",,
22/07/2014 4.00,"1,2","2,6","5,0","0,3","19,8","0,3","3,0",,
22/07/2014 5.00,"0,9","6,4","9,5","0,3",,"0,7","4,5",,
22/07/2014 6.00,"1,6","5,9","8,8","0,3","26,1","1,6","3,8",,
22/07/2014 7.00,"1,3","7,5","11,0","0,3",,"0,5","4,8",,
22/07/2014 8.00,"1,5","9,5","13,2","0,3","19,5","0,2","4,2",,
22/07/2014 9.00,"1,4","12,4","17,1","0,3",,"0,4","5,0",,
22/07/2014 10.00,"2,2","5,8","10,1","0,3","15,6","0,6","3,8",,
22/07/2014 11.00,"1,8","5,2","9,1","0,2",,"0,2","3,6",,
22/07/2014 12.00,"1,4","4,5","8,1","0,2","9,0","0,4","3,5",,
22/07/2014 13.00,"2,3","2,4","5,8","0,2",,"0,9","4,2",,
22/07/2014 14.00,"2,0","2,7","5,8","0,2","5,6","0,4","3,0",,
22/07/2014 15.00,"2,5","3,0","6,3","0,2",,"0,8","3,6",,
22/07/2014 16.00,"1,9","2,4","5,8","0,2","3,7","0,2","3,9",,
22/07/2014 17.00,"2,5","2,1","5,2","0,2",,"0,3","3,1",,
22/07/2014 18.00,"1,9","4,6","7,6","0,2","2,4","0,2","3,5",,
22/07/2014 19.00,"1,3","5,3","8,2","0,2",,"0,4","3,1",,
22/07/2014 20.00,"1,3","5,6","7,9","0,3","11,0","0,2","3,3",,
22/07/2014 21.00,"1,3","6,7","9,6","0,3",,"0,2","3,1",,
22/07/2014 22.00,"1,4","1,8","4,9","0,3","16,8","0,5","3,1",,
22/07/2014 23.00,"0,9","4,1","7,2","0,2",,"0,2","2,8",,
23/07/2014 0.00,"1,0","4,1","6,6","0,2","21,7","0,2","2,7",,
23/07/2014 1.00,,"1,2","4,2","0,2",,"0,2","3,0",,
23/07/2014 2.00,"3,3",,,"0,3","12,2","0,2","2,9",,
23/07/2014 3.00,"2,0","1,1","3,6",,,"0,2","2,9",,
23/07/2014 4.00,"1,9","0,8","3,3","0,2","10,0","0,2","2,8",,
23/07/2014 5.00,"1,4","1,3","4,0","0,2",,"0,2","3,2",,
23/07/2014 6.00,"1,5","9,9","14,6","0,2","6,1","0,3","3,9",,
23/07/2014 7.00,"1,6","11,3","16,2","0,2",,"0,2","4,3",,
23/07/2014 8.00,"1,5","5,1","8,3","0,2","12,5","0,3","5,0",,
23/07/2014 9.00,"1,8","9,7","13,9","0,2",,"0,4","6,8",,
23/07/2014 10.00,"1,4","12,5","18,2","0,2","15,6","1,3","6,6",,
23/07/2014 11.00,"1,4","4,5","8,6","0,2",,"0,3","3,8",,
23/07/2014 12.00,"1,4","1,7","5,0","0,2","10,7","0,2","3,4",,
23/07/2014 13.00,"1,3","4,9","8,5","0,2",,"0,2","3,7",,
23/07/2014 14.00,"1,1","3,0","6,5","0,2","6,1","0,2","3,3",,
23/07/2014 15.00,"1,1","1,0","4,2","0,2",,"0,2","3,4",,
23/07/2014 16.00,"1,5","2,6","5,8","0,2","3,9","0,3","3,4",,
23/07/2014 17.00,"1,4","4,5","7,8","0,2",,"0,3","3,5",,
23/07/2014 18.00,"1,2","2,6","5,7","0,2","2,9","0,3","3,4",,
23/07/2014 19.00,"1,3","3,3","6,3","0,2",,"0,3","3,3",,
23/07/2014 20.00,"1,5","27,3","30,4","0,2","2,2","0,3","4,5",,
23/07/2014 21.00,"2,5","25,4","28,9","0,2",,"0,3","4,1",,
23/07/2014 22.00,"1,6","5,1","7,8","0,2","10,0","0,3","3,3",,
23/07/2014 23.00,"1,0","14,0","17,1","0,2",,"0,4","5,2",,
24/07/2014 0.00,"1,2","11,2","14,1","0,2","11,5","0,6","3,8",,
24/07/2014 1.00,"0,9","6,2","8,7","0,2",,"0,5","3,5",,
24/07/2014 2.00,"0,7","4,5","7,5","0,2","8,5","0,5","3,4",,
24/07/2014 3.00,"0,6","2,5","5,1","0,2",,"0,5","3,1",,
24/07/2014 4.00,"1,0","6,0","8,6","0,2","15,9","0,5","3,8",,
24/07/2014 5.00,"1,0","15,6","18,9","0,2",,"0,5","6,9",,
24/07/2014 6.00,"1,3","13,5","17,8","0,2","15,1","0,5","7,9",,
24/07/2014 7.00,"1,1","13,2","19,1","0,2",,"0,5","8,0",,
24/07/2014 8.00,"1,1","6,7","11,2","0,2","9,3","0,3","4,6",,
24/07/2014 9.00,"1,6","11,5","18,7","0,2",,"0,3","4,4",,
24/07/2014 10.00,"1,2","7,6","13,4","0,2","5,4","0,6","3,6",,
24/07/2014 11.00,"2,4",,"12,5","0,2",,"0,9","3,7",,
24/07/2014 12.00,"1,8","2,4","5,6","0,2","6,8","0,3","3,3",,
24/07/2014 13.00,"1,3","2,2","5,5","0,2",,"0,3","3,2",,
24/07/2014 14.00,"0,7","2,7","6,3","0,2","4,2","0,3","3,3",,
24/07/2014 15.00,"1,8","3,2","6,6","0,2",,"0,3","3,3",,
24/07/2014 16.00,"1,6","1,9","5,0","0,2","10,0","0,3","3,5",,
24/07/2014 17.00,"1,2","3,0","6,2","0,2",,"0,4","3,5",,
24/07/2014 18.00,"1,2","14,5","19,9","0,2","6,6","0,5","3,7",,
24/07/2014 19.00,"1,2","12,0","15,0","0,2",,"0,3","4,8",,
24/07/2014 20.00,"0,1","8,0","11,2","0,2","8,1","0,4","3,6",,
24/07/2014 21.00,"0,6","11,1","14,3","0,2",,"0,5","3,7",,
24/07/2014 22.00,"0,8","35,0","38,6","0,3","15,4","1,1","9,8",,
24/07/2014 23.00,"0,6","28,8","32,2","0,3",,"1,1","9,5",,
25/07/2014 0.00,"0,8","24,5","27,9","0,3","24,9","0,8","7,3",,
25/07/2014 1.00,,"35,1","41,3","0,3",,"1,0","17,7",,
25/07/2014 2.00,"3,2",,,"0,3","25,4","0,8","10,8",,
25/07/2014 3.00,"1,7","19,3","22,9",,,"0,6","7,3",,
25/07/2014 4.00,"0,4","15,5","18,8","0,2","23,0","0,8","7,5",,
25/07/2014 5.00,"1,1","27,7","39,8","0,2",,"0,8","29,5",,
25/07/2014 6.00,"1,5","31,8","58,9","0,3","25,4","1,0","31,3",,
25/07/2014 7.00,"0,6","16,7","23,8","0,2",,"0,5","6,9",,
25/07/2014 8.00,"1,0","6,2","10,6","0,2","25,4","0,4","4,6",,
25/07/2014 9.00,"0,8","7,9","12,9","0,2",,"0,4","3,9",,
25/07/2014 10.00,"0,5","4,9","8,9","0,2","18,8","0,4","3,9",,
25/07/2014 11.00,"0,8","2,6","6,0","0,2",,"0,3","3,4",,
25/07/2014 12.00,"1,3","2,4","5,8","0,2","20,0","0,3","3,1",,
25/07/2014 13.00,"1,4","4,6","9,0","0,2",,"0,3","3,7",,
25/07/2014 14.00,"1,6","5,7","9,8","0,2","11,2","0,3","3,3",,
25/07/2014 15.00,"2,0","1,9","4,8","0,2",,"0,3","3,1",,
25/07/2014 16.00,"1,4","2,2","5,6","0,2","8,1","0,3","3,2",,
25/07/2014 17.00,"1,1","2,1","5,4","0,2",,"0,5","3,2",,
25/07/2014 18.00,"1,4","2,4","5,4","0,2","14,2","0,3","2,9",,
25/07/2014 19.00,"1,2","1,7","4,1","0,2",,"0,3","3,3",,
25/07/2014 20.00,"1,2","2,7","5,7","0,2","10,5","0,4","2,9",,
25/07/2014 21.00,"0,8","6,7","9,8","0,2",,"0,4","3,3",,
25/07/2014 22.00,"1,2","4,6","7,6","0,2","26,9","0,4","3,4",,
25/07/2014 23.00,"0,3","16,5","19,7","0,2",,"0,5","5,7",,
26/07/2014 0.00,"0,8","12,1","15,2","0,2","18,3","0,6","5,9",,
26/07/2014 1.00,"0,5","3,9","6,8","0,2",,"0,3","3,6",,
26/07/2014 2.00,"0,7","5,6","8,5","0,2","24,9","0,6","3,0",,
26/07/2014 3.00,"0,4","7,2","10,4","0,2",,"0,6","3,1",,
26/07/2014 4.00,"0,5","7,5","10,1","0,2","18,1","0,5","3,2",,
26/07/2014 5.00,"0,6","14,0","16,9","0,2",,"0,6","6,1",,
26/07/2014 6.00,"1,4","42,1","70,5","0,3","21,5","0,3","41,8",,
26/07/2014 7.00,"0,5","22,4","32,3","0,2",,"0,9","11,9",,
26/07/2014 8.00,"0,4","8,8","13,8","0,2","47,4","0,5","4,2",,
26/07/2014 9.00,"0,9","3,3","7,1","0,1",,"0,4","3,6",,
26/07/2014 10.00,"1,3","4,5","8,3","0,1","43,0","1,3","3,5",,
26/07/2014 11.00,"1,5","2,9","6,3","0,1",,"2,8","3,0",,
26/07/2014 12.00,"2,2","2,1","5,3","0,1","22,5","1,7","3,3",,
26/07/2014 13.00,"1,6","7,0","11,4","0,1",,"2,2","4,2",,
26/07/2014 14.00,"1,4","3,8","7,6","0,1","14,9","0,5","3,2",,
26/07/2014 15.00,"1,8",,,"0,1",,"1,5","3,3",,
26/07/2014 16.00,"1,5","3,5","6,7","0,1","7,6","0,2","3,0",,
26/07/2014 17.00,"1,9","1,7","4,4","0,1",,"0,2","2,8",,
26/07/2014 18.00,"0,8",,,"0,1","15,9","0,2","3,0",,
26/07/2014 19.00,"0,7",,,"0,2",,"0,2","3,3",,
26/07/2014 20.00,"1,0","2,3","4,9","0,2","10,0","0,3","3,4",,
26/07/2014 21.00,"1,2","13,2","15,9","0,3",,"0,9","6,9",,
26/07/2014 22.00,"1,1","7,7","10,6","0,2","22,0","0,7","4,0",,
26/07/2014 23.00,"1,2","8,8","11,2","0,2",,"0,4","3,9",,
27/07/2014 0.00,"1,4","5,6","8,2","0,2","20,0","0,5","3,0",,
27/07/2014 1.00,,"3,6","6,8","0,2",,"0,5","2,9",,
27/07/2014 2.00,"3,1",,,"0,2","20,8","0,6","3,1",,
27/07/2014 3.00,"1,3","4,2","6,7",,,"0,5","2,9",,
27/07/2014 4.00,"1,3","1,6","4,4","0,2","21,2","0,5","3,1",,
27/07/2014 5.00,"1,1",,,"0,2",,"0,3","3,3",,
27/07/2014 6.00,"1,0","1,2","3,7","0,2","16,1","0,3","3,1",,
27/07/2014 7.00,"1,0",,,"0,2",,"0,3","3,4",,
27/07/2014 8.00,"0,6",,,"0,2","19,3","0,3","3,3",,
27/07/2014 9.00,"0,2",,,"0,2",,"0,3","3,0",,
27/07/2014 10.00,"0,1",,,"0,2","12,2","0,3","2,9",,
27/07/2014 11.00,"0,2",,,"0,2",,"0,2","3,1",,
27/07/2014 12.00,"0,5",,,"0,2","15,9","0,2","2,8",,
27/07/2014 13.00,"1,0",,,"0,1",,"0,2","3,3",,
27/07/2014 14.00,"0,8",,,"0,1","9,8","0,2","3,0",,
27/07/2014 15.00,"0,1","1,5","4,6","0,2",,"0,3","3,4",,
27/07/2014 16.00,"0,6","1,3","4,2","0,2","5,4","0,3","3,5",,
27/07/2014 17.00,"0,5",,,"0,2",,"0,3","3,3",,
27/07/2014 18.00,"0,3","3,7","6,6","0,2","21,0","0,3","3,8",,
27/07/2014 19.00,"0,3","4,3","7,2","0,2",,"0,2","3,4",,
27/07/2014 20.00,"0,2","2,2","5,2","0,2","22,7","0,4","3,4",,
27/07/2014 21.00,"0,7","4,6","7,4","0,2",,"0,3","3,4",,
27/07/2014 22.00,"0,3","5,4","8,5","0,2","29,1","0,3","3,3",,
27/07/2014 23.00,"0,2","4,9","7,4","0,2",,"0,3","3,2",,
28/07/2014 0.00,"0,2","1,1","3,6","0,2","21,2","0,2","3,1",,
28/07/2014 1.00,"0,3","3,2","6,1","0,2",,"0,2","3,0",,
28/07/2014 2.00,"0,5","15,5","19,0","0,2","17,6","0,2","4,2",,
28/07/2014 3.00,"0,4","3,4","6,5","0,2",,"0,3","3,3",,
28/07/2014 4.00,"0,8","1,1","3,3","0,2","17,3","0,3","3,0",,
28/07/2014 5.00,"0,9","2,1","4,6","0,2",,"0,2","3,1",,
28/07/2014 6.00,"1,0","5,9","8,9","0,2","15,6","0,3","4,2",,
28/07/2014 7.00,"0,8","12,2","16,6","0,2",,"0,4","6,4",,
28/07/2014 8.00,"0,4","8,9","13,3","0,2","12,0","0,4","4,2",,
28/07/2014 9.00,"0,7","8,3","12,6","0,2",,"0,4","4,1",,
28/07/2014 10.00,"1,0","2,3","5,5","0,2","7,8","0,3","3,4",,
28/07/2014 11.00,"1,1","1,5","4,4","0,2",,"0,3","3,4",,
28/07/2014 12.00,"0,9",,,"0,2","9,8","0,3","3,2",,
28/07/2014 13.00,"0,8",,,"0,2",,"0,3","3,1",,
28/07/2014 14.00,"0,2","1,2","4,0","0,2","10,0","0,4","3,2",,
28/07/2014 15.00,"0,7","2,4","5,2","0,2",,"0,4","7,4",,
28/07/2014 16.00,"0,8","2,2","5,2","0,2","12,0","0,4","3,5",,
28/07/2014 17.00,"0,7",,,"0,2",,"0,3","2,8",,
28/07/2014 18.00,"0,8",,,"0,2","11,7","0,3","2,9",,
28/07/2014 19.00,"0,7","1,0","3,8","0,2",,"0,3","2,9",,
28/07/2014 20.00,"0,4","1,5","4,5","0,2","7,1","0,3","2,8",,
28/07/2014 21.00,"0,5","2,1","4,5","0,2",,"0,2","3,2",,
28/07/2014 22.00,"0,6","3,0","5,5","0,2","8,8","0,5","3,2",,
28/07/2014 23.00,"0,5","3,6","6,3","0,2",,"0,7","2,8",,
29/07/2014 0.00,"0,5","2,8","6,0","0,2","14,9","0,9","3,0",,
29/07/2014 1.00,,"2,1","4,6","0,2",,"0,5","3,0",,
29/07/2014 2.00,"2,0",,,"0,2","8,8","0,7","3,3",,
29/07/2014 3.00,"1,0","5,5","8,5",,,"0,6","3,3",,
29/07/2014 4.00,"0,9","15,4","18,5","0,2","14,2","0,5","3,6",,
29/07/2014 5.00,"1,3","19,9","23,7","0,2",,"0,6","8,7",,
29/07/2014 6.00,"1,4","32,1","49,8","0,3","9,8","0,8","24,4",,
29/07/2014 7.00,"1,1","20,7","28,4","0,4",,"1,2","8,8",,
29/07/2014 8.00,"0,4","3,9","7,1","0,2","10,0","0,4","3,9",,
29/07/2014 9.00,"0,9","2,3","5,5","0,2",,"0,3","3,5",,
29/07/2014 10.00,"0,9","2,1","4,9","0,2","24,2","0,3","3,0",,
29/07/2014 11.00,"0,8","4,1","7,7","0,2",,"0,3","3,3",,
29/07/2014 12.00,"1,3","2,5","6,0","0,2","17,8","0,3","3,2",,
29/07/2014 13.00,"1,6","3,6","7,0","0,2",,"0,3","3,1",,
29/07/2014 14.00,,"1,3","4,4","0,2","10,3","0,3","3,4",,
29/07/2014 15.00,,,,"0,2",,"0,3","3,1",,
29/07/2014 16.00,,,,"0,2","8,3","0,3","3,3",,
29/07/2014 17.00,,,,"0,2",,"0,2","3,0",,
29/07/2014 18.00,,,,"0,2","6,1","0,2","3,5",,
29/07/2014 19.00,,"1,2","4,3","0,2",,"0,3","3,7",,
29/07/2014 20.00,,"6,7","9,7","0,2","12,9","0,4","4,7",,
29/07/2014 21.00,,"6,4","9,7","0,3",,"0,7","6,7",,
29/07/2014 22.00,,"5,4","8,2","0,2","20,5","0,7","4,1",,
29/07/2014 23.00,,"4,8","7,1","0,2",,"0,6","3,5",,
30/07/2014 0.00,,"3,6","6,3","0,2","23,2","0,4","3,5",,
30/07/2014 1.00,,"3,3","6,4","0,2",,"0,4","3,3",,
30/07/2014 2.00,,"1,9","4,7","0,2","21,5","0,4","3,2",,
30/07/2014 3.00,,,,"0,2",,"0,3","3,2",,
30/07/2014 4.00,,,,"0,2","26,9","0,3","2,9",,
30/07/2014 5.00,,"1,4","4,3","0,2",,"0,3","3,2",,
30/07/2014 6.00,,"2,6","5,4","0,2","18,1","0,3","4,9",,
30/07/2014 7.00,,"3,2","6,4","0,2",,"0,4","4,5",,
30/07/2014 8.00,,"2,1","5,0","0,2","15,6","0,5","3,8",,
30/07/2014 9.00,,"1,1","4,0","0,2",,"0,3","3,6",,
30/07/2014 10.00,,"1,1","3,8","0,2","19,3","0,3","3,6",,
30/07/2014 11.00,,"1,3","4,2","0,2",,"0,4","3,5",,
30/07/2014 12.00,,,,"0,2","24,9","0,4","3,2",,
30/07/2014 13.00,,,,"0,2",,"0,4","3,9",,
30/07/2014 14.00,,,,"0,2","20,5","0,3","3,2",,
30/07/2014 15.00,,,,"0,2",,"0,3","3,2",,
30/07/2014 16.00,,,,"0,2","22,2","0,3","3,7",,
30/07/2014 17.00,,,,"0,2",,"0,3","3,5",,
30/07/2014 18.00,,,,"0,2","23,9","0,3","4,6",,
30/07/2014 19.00,,"1,3","3,8","0,2",,"0,4","4,8",,
30/07/2014 20.00,,"1,5","4,3","0,2","31,3","0,4","4,9",,
30/07/2014 21.00,,"3,4","6,1","0,2",,"0,5","3,9",,
30/07/2014 22.00,,"9,9","12,9","0,1","23,9","0,4","3,4",,
30/07/2014 23.00,,"17,6","20,8","0,1",,"0,2","3,6",,
31/07/2014 0.00,,"11,5","14,7","0,1","18,8","0,4","3,5",,
31/07/2014 1.00,,"12,2","15,0","0,1",,"0,3","3,1",,
31/07/2014 2.00,,,,"0,1","22,5","0,3","3,2",,
31/07/2014 3.00,,"3,3","6,4",,,"0,3","3,4",,
31/07/2014 4.00,,"10,5","13,4","0,2","21,7","0,4","4,0",,
31/07/2014 5.00,,"25,6","29,5","0,2",,"0,6","8,7",,
31/07/2014 6.00,,"33,7","42,5","0,2","11,5","0,8","19,7",,
31/07/2014 7.00,,"28,3","39,7","0,2",,"1,0","17,4",,
31/07/2014 8.00,,"12,1","16,9","0,2","14,4","0,4","7,6",,
31/07/2014 9.00,,"7,3","11,9","0,1",,"0,5","4,5",,
31/07/2014 10.00,,"6,8","11,5","0,2","19,5","0,3","4,1",,
31/07/2014 11.00,,"3,6","7,5","0,2",,"0,3","3,6",,
31/07/2014 12.00,"1,5","1,6","4,6","0,2","13,7","0,3","3,4",,
31/07/2014 13.00,"1,3","1,8","5,0","0,2",,"0,3","3,3",,
31/07/2014 14.00,"1,3","2,9","6,1","0,2","7,6","0,3","3,6",,
31/07/2014 15.00,"1,3","2,1","5,2","0,2",,"0,3","3,1",,
31/07/2014 16.00,"1,3","2,1","5,0","0,2","5,4","0,3","3,8",,
31/07/2014 17.00,,,,,,,,,
31/07/2014 18.00,"1,3","3,2","6,0","0,2","3,2","0,4","2,9",,
31/07/2014 19.00,"1,3","5,6","8,5","0,2",,"0,3","3,3",,
31/07/2014 20.00,"1,3","7,6","10,6","0,2","2,9","0,3","3,2",,
31/07/2014 21.00,"1,3","5,4","8,3","0,2",,"0,2","3,6",,
31/07/2014 22.00,"1,3","5,4","8,5","0,2","2,2","0,3","3,0",,
31/07/2014 23.00,"1,3","2,8","6,0","0,2",,"0,3","3,3",,
01/08/2014 0.00,"1,3","2,4","5,4","0,2","16,8","0,2","3,3",,
01/08/2014 1.00,"1,3","2,0","4,8","0,2",,"0,3","2,9",,
01/08/2014 2.00,"1,3","2,2","4,9","0,2","10,3","0,3","2,8",,
01/08/2014 3.00,"1,3","3,0","5,6","0,2",,"0,4","3,2",,
01/08/2014 4.00,"1,3","3,2","6,3","0,2","10,7","0,3","3,1",,
01/08/2014 5.00,"1,3","6,0","8,7","0,2",,"0,3","4,5",,
01/08/2014 6.00,"1,3","14,1","18,6","0,2","8,5","0,3","7,2",,
01/08/2014 7.00,"1,3","15,3","21,7","0,2",,"0,6","8,1",,
01/08/2014 8.00,"1,3","14,6","18,7","0,4","7,8","0,3","4,6",,
01/08/2014 9.00,"1,2","16,8","20,4","0,2",,"0,3","6,6",,
01/08/2014 10.00,"1,3","11,0","14,9","0,2","11,2","0,5","4,9",,
01/08/2014 11.00,"1,1","7,6","11,2","0,2",,"0,3","4,5",,
01/08/2014 12.00,"1,3","5,4","9,5","0,2","16,1","0,3","4,4",,
01/08/2014 13.00,"1,3","4,4","8,1","0,2",,"0,3","3,7",,
01/08/2014 14.00,"1,3","1,7","4,8","0,2","8,1","0,3","3,4",,
01/08/2014 15.00,"1,2","3,1","6,8","0,2",,,"3,5",,
01/08/2014 16.00,"1,2","2,8","6,1","0,2","3,9",,"3,1",,
01/08/2014 17.00,"1,3","2,7","5,7","0,2",,,"3,3",,
01/08/2014 18.00,"1,3","1,9","4,8","0,2","7,6",,"3,4",,
01/08/2014 19.00,"1,3","3,5","6,6","0,2",,,"2,9",,
01/08/2014 20.00,"1,3","6,6","9,4","0,2","9,0",,"3,2",,
01/08/2014 21.00,"1,2","6,9","9,7","0,2",,,"2,7",,
01/08/2014 22.00,"1,2","6,0","9,1","0,2","10,7",,"3,1",,
01/08/2014 23.00,"1,2","19,7","22,6","0,2",,,"5,3",,
02/08/2014 0.00,"1,3","13,5","16,6","0,2","10,3",,"4,4",,
02/08/2014 1.00,,"13,6","16,8","0,2",,,"4,7",,
02/08/2014 2.00,"2,8",,,"0,2","10,5",,"4,2",,
02/08/2014 3.00,"1,5","6,3","9,1",,,,"3,8",,
02/08/2014 4.00,"1,3","14,0","17,0","0,2","17,3",,"4,8",,
02/08/2014 5.00,"1,2","16,8","20,0","0,2",,,"7,7",,
02/08/2014 6.00,"1,3","22,3","29,4","0,2","17,8",,"14,9",,
02/08/2014 7.00,"1,3","14,4","20,2","0,2",,,"8,7",,
02/08/2014 8.00,"1,3","13,0","19,4","0,2","21,5",,"5,3",,
02/08/2014 9.00,"1,2","4,3","7,8","0,2",,,"3,6",,
02/08/2014 10.00,"1,2","1,7","4,9","0,2","11,7",,"3,6",,
02/08/2014 11.00,"1,3","1,4","4,5","0,2",,,"3,3",,
02/08/2014 12.00,"1,1","0,9","3,8","0,2","11,5",,"3,3",,
02/08/2014 13.00,"1,3","1,5","4,6","0,2",,,"3,5",,
02/08/2014 14.00,"1,3","2,1","5,6","0,2","14,4",,"3,2",,
02/08/2014 15.00,"1,3","2,9","6,2","0,2",,,"5,3",,
02/08/2014 16.00,"1,3","4,5","7,9","0,2","11,0",,"3,9",,
02/08/2014 17.00,"1,3","3,1","6,2","0,2",,,"3,0",,
02/08/2014 18.00,"1,3","6,0","9,1","0,2","9,8",,"3,3",,
02/08/2014 19.00,"1,2","11,9","15,2","0,2",,,"3,4",,
02/08/2014 20.00,"1,3","7,4","10,6","0,2","13,4",,"3,0",,
02/08/2014 21.00,"1,3","6,0","9,2","0,2",,"0,3","3,8",,
02/08/2014 22.00,"1,3","5,3","8,3","0,2","14,9","0,6","3,1",,
02/08/2014 23.00,"1,2","23,7","26,8","0,3",,"0,7","6,9",,
03/08/2014 0.00,"1,1","29,7","33,0","0,3","23,4","1,0","11,0",,
03/08/2014 1.00,"1,2","20,2","23,2","0,3",,"0,8","8,8",,
03/08/2014 2.00,"1,2","8,1","10,9","0,3","20,0","0,7","3,8",,
03/08/2014 3.00,"1,1","9,8","13,0","0,3",,"0,8","4,5",,
03/08/2014 4.00,"1,3","7,1","9,8","0,2","12,5","0,7","4,0",,
03/08/2014 5.00,"1,2","10,8","14,0","0,2",,"0,6","5,4",,
03/08/2014 6.00,"1,3","19,1","26,1","0,3","16,6","1,0","13,6",,
03/08/2014 7.00,"1,3","15,8","22,6","0,3",,"1,1","13,1",,
03/08/2014 8.00,"0,8","2,9","6,4","0,2","17,6","0,6","3,7",,
03/08/2014 9.00,"1,1","3,9","7,2","0,2",,"0,4","3,0",,
03/08/2014 10.00,"0,9","4,8","8,5","0,2","11,5","0,3","3,2",,
03/08/2014 11.00,"1,3","1,8","5,0","0,2",,"0,3","3,0",,
03/08/2014 12.00,"1,2","0,6","3,5","0,2","9,8","0,3","2,9",,
03/08/2014 13.00,"1,1","3,0","6,1","0,2",,"0,3","3,2",,
03/08/2014 14.00,"1,3","1,7","4,6","0,2","5,9","0,4","4,6",,
03/08/2014 15.00,"1,3","0,2","2,7","0,2",,"0,3","3,3",,
03/08/2014 16.00,"1,3",,,"0,1","3,9","0,2","3,0",,
03/08/2014 17.00,"1,3",,,"0,1",,"0,2","3,1",,
03/08/2014 18.00,"1,3","0,2","2,8","0,1","6,3","0,2","3,4",,
03/08/2014 19.00,"1,3","1,6","4,2","0,2",,"0,3","4,3",,
03/08/2014 20.00,"1,2","7,0","9,9","0,2","3,9","0,5","4,0",,
03/08/2014 21.00,"1,2","16,1","19,3","0,2",,"0,7","5,2",,
03/08/2014 22.00,"1,3","16,7","20,0","0,2","14,2","0,6","3,9",,
03/08/2014 23.00,"1,3","12,5","15,7","0,2",,"0,6","3,6",,
04/08/2014 0.00,"1,3","14,1","17,2","0,2","16,4","0,5","3,8",,
04/08/2014 1.00,,"5,3","8,4","0,2",,"0,3","3,4",,
04/08/2014 2.00,"2,5",,,"0,2","17,3","0,3","3,3",,
04/08/2014 3.00,"1,3","7,4","10,1",,,"0,5","3,1",,
04/08/2014 4.00,"1,3","3,9","6,4","0,2","15,9","0,2","3,3",,
04/08/2014 5.00,"1,3","8,1","10,9","0,2",,"0,2","3,7",,
04/08/2014 6.00,"1,3","12,4","15,9","0,2","23,0","0,3","4,2",,
04/08/2014 7.00,"1,3","9,2","13,3","0,2",,"0,2","4,0",,
04/08/2014 8.00,,"7,0","11,2","0,2","16,8","0,2","3,8",,
04/08/2014 9.00,,"8,4","13,9","0,2",,"0,2","4,1",,
04/08/2014 10.00,"1,9","4,1","8,7","0,2","8,3","0,2","3,8",,
04/08/2014 11.00,"1,3","0,9","4,1","0,2",,"0,3","3,2",,
04/08/2014 12.00,"0,9","0,9","4,1","0,2","4,9","0,3","3,6",,
04/08/2014 13.00,"0,9","1,1","4,1","0,2",,"0,3","3,7",,
04/08/2014 14.00,"0,9","3,1","6,5","0,2","3,7","0,3","3,4",,
04/08/2014 15.00,"1,2","2,3","5,3","0,2",,"0,2","3,4",,
04/08/2014 16.00,"0,9","4,0","7,2","0,2","3,2","0,3","3,5",,
04/08/2014 17.00,"0,8","1,7","4,7","0,2",,"0,2","3,8",,
04/08/2014 18.00,"0,7","4,4","7,5","0,2","3,4","0,2","3,8",,
04/08/2014 19.00,"1,1","2,5","5,0","0,2",,"0,2","3,9",,
04/08/2014 20.00,"0,7","8,4","11,1","0,2","10,7","0,2","4,1",,
04/08/2014 21.00,"0,8","9,1","11,9","0,2",,"0,3","4,1",,
04/08/2014 22.00,"0,8","8,6","11,4","0,2","15,1","0,3","4,0",,
04/08/2014 23.00,,,,,,,,,
