Stat,STATTE - SS7 Wind,,,,,
Parm,SO2,NOX,NO2,PM10,CO,BENZENE
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ug/m3 293K
20/08/2014 12.00,"1,3","14,9","8,5","8,1","0,2","0,2"
20/08/2014 13.00,"1,3","16,9","10,1",,"0,2","0,3"
20/08/2014 14.00,"2,2","21,0","13,2","4,2","0,3","0,2"
20/08/2014 15.00,"0,4","16,5","10,6",,"0,4","0,3"
20/08/2014 16.00,"0,9","16,8","11,0","2,2","0,3","0,2"
20/08/2014 17.00,"1,4","15,4","10,3",,"0,3","0,3"
20/08/2014 18.00,"1,2","20,6","16,4","9,8","0,3","0,3"
20/08/2014 19.00,"1,3","25,8","22,0",,"0,4","0,5"
20/08/2014 20.00,"1,1","19,2","15,9","42,5","0,3","0,8"
20/08/2014 21.00,"1,1","19,7","17,2",,"0,3","0,6"
20/08/2014 22.00,"1,2","18,8","15,8","76,2","0,4","0,5"
20/08/2014 23.00,"1,3","18,5","15,4",,"0,4","0,8"
21/08/2014 0.00,"1,2","9,9","7,3","71,3","0,3","0,5"
21/08/2014 1.00,"1,3","11,3","8,3",,"0,3","0,3"
21/08/2014 2.00,"1,3","11,7","8,6","81,6","0,3","0,4"
21/08/2014 3.00,"1,3","7,3","4,9",,"0,3","0,6"
21/08/2014 4.00,"1,3","19,0","16,4","101,6","0,7","0,9"
21/08/2014 5.00,"1,3","13,3","10,5",,"0,4","0,3"
21/08/2014 6.00,"1,3","22,1","18,4","86,7","0,3","0,6"
21/08/2014 7.00,"1,3","23,4","17,6",,"0,3","0,4"
21/08/2014 8.00,"1,2","23,9","15,9","43,5","0,3","0,3"
21/08/2014 9.00,"1,2","23,4","15,7",,"0,3","0,4"
21/08/2014 10.00,"0,4","22,1","15,4","21,7","0,3","0,4"
21/08/2014 11.00,"1,3","21,3","14,3",,"0,3","0,4"
21/08/2014 12.00,"1,3","17,3","10,4","11,0","0,3","0,3"
21/08/2014 13.00,"1,3","18,1","10,8",,"0,3","0,3"
21/08/2014 14.00,"1,3","16,0","9,8","5,6","0,3","0,3"
21/08/2014 15.00,"1,2","15,9","10,7",,"0,3","0,2"
21/08/2014 16.00,"1,3","20,2","14,8","2,9","0,3","0,2"
21/08/2014 17.00,"1,3","25,3","19,5",,"0,3","0,7"
21/08/2014 18.00,"1,3","34,9","29,3","1,7","0,3","0,4"
21/08/2014 19.00,"1,3","31,2","28,0",,"0,7","0,6"
21/08/2014 20.00,"1,3","18,4","16,0","19,0","0,5","0,7"
21/08/2014 21.00,"1,3","11,8","9,2",,"1,0","0,7"
21/08/2014 22.00,"1,3","8,3","5,8","68,1","0,3","0,4"
21/08/2014 23.00,"1,3","8,2","5,9",,"0,3","0,3"
22/08/2014 0.00,"1,3","10,3","7,9","96,7","0,4","0,2"
22/08/2014 1.00,,"6,0","3,6",,"0,3","0,2"
22/08/2014 2.00,"1,4",,,"91,1","0,3","0,2"
22/08/2014 3.00,"1,3","5,0","2,3",,,"0,2"
22/08/2014 4.00,"1,3","13,0","8,0","94,0","0,2","0,2"
22/08/2014 5.00,"1,3","21,7","11,1",,"0,2",
22/08/2014 6.00,"1,3","11,2","5,7","48,1","0,2","0,3"
22/08/2014 7.00,"1,3","11,9","7,3",,"0,3","0,4"
22/08/2014 8.00,"0,6","11,9","8,0","24,2","0,2","0,3"
22/08/2014 9.00,"0,6","17,0","11,2",,"0,3","0,3"
22/08/2014 10.00,"1,3","32,2","21,1","12,2","0,4","0,4"
22/08/2014 11.00,"1,3","47,9","33,5",,"0,6","0,9"
22/08/2014 12.00,"1,3","30,2","21,6","6,1","0,4","0,8"
22/08/2014 13.00,"1,3","18,0","11,2",,"0,2","0,4"
22/08/2014 14.00,"1,3","14,9","8,1","3,2","0,2","0,2"
22/08/2014 15.00,"1,3","18,7","11,1",,"0,2","0,2"
22/08/2014 16.00,"1,3","26,0","17,3","1,7","0,2","0,8"
22/08/2014 17.00,"1,3","14,1","8,3",,"0,2","0,4"
22/08/2014 18.00,"1,3","15,8","10,4","35,4","0,2","0,2"
22/08/2014 19.00,"1,3","25,1","19,9",,"0,2","0,3"
22/08/2014 20.00,"1,3","31,9","27,8","67,2","0,2","0,3"
22/08/2014 21.00,"1,1","15,3","12,7",,"0,3","0,6"
22/08/2014 22.00,"1,2","9,6","7,3","63,5","0,3","0,4"
22/08/2014 23.00,"1,1","11,2","8,8",,"0,6","0,4"
23/08/2014 0.00,"1,3","11,9","8,3","44,9","0,3","0,5"
23/08/2014 1.00,"1,3","7,1","4,6",,"0,2","0,3"
23/08/2014 2.00,"1,3","7,0","4,7","31,7","0,2","0,3"
23/08/2014 3.00,"1,3","13,2","8,7",,"0,2","0,3"
23/08/2014 4.00,"1,3","11,8","9,0","35,2","0,2","0,3"
23/08/2014 5.00,"1,3","16,3","12,2",,"0,3","0,5"
23/08/2014 6.00,"1,3","18,3","12,6","38,1","0,3","0,4"
23/08/2014 7.00,"1,3","21,5","14,6",,"0,3","0,6"
23/08/2014 8.00,"1,3","37,2","24,5","28,1","0,8","2,4"
23/08/2014 9.00,"1,1","24,8","16,4",,"0,4","1,3"
23/08/2014 10.00,"1,3","18,4","12,3","22,5","0,3","0,6"
23/08/2014 11.00,"1,3","15,6","10,1",,"0,3","0,5"
23/08/2014 12.00,"1,3","13,7","8,6","27,4","0,2","0,4"
23/08/2014 13.00,"1,3","12,5","7,5",,"0,3","0,3"
23/08/2014 14.00,"1,3","11,3","6,7","29,8","0,2","0,3"
23/08/2014 15.00,"1,3","11,7","6,5",,"0,2","0,2"
23/08/2014 16.00,"1,3","10,2","5,1","39,8","0,2","0,2"
23/08/2014 17.00,"1,3","9,0","4,5",,"0,2","0,2"
23/08/2014 18.00,"1,3","12,2","7,5","30,0","0,2","0,1"
23/08/2014 19.00,"1,3","15,9","12,8",,"0,2","0,2"
23/08/2014 20.00,"1,3","16,2","13,4","42,7","0,2","0,2"
23/08/2014 21.00,"1,2","12,4","9,8",,"0,4","0,5"
23/08/2014 22.00,"1,3","6,7","4,2","47,1","0,2","0,3"
23/08/2014 23.00,"1,3","6,4","4,1",,"0,2","0,2"
24/08/2014 0.00,"1,3","7,4","4,8","44,9","0,2","0,3"
24/08/2014 1.00,,"9,7","7,4",,"0,2","0,3"
24/08/2014 2.00,"1,5",,,"50,3","0,2","0,3"
24/08/2014 3.00,"1,3","9,3","6,4",,,"0,3"
24/08/2014 4.00,"1,3","9,5","6,8","25,4","0,2","0,2"
24/08/2014 5.00,"1,3","10,8","7,9",,"0,2",
24/08/2014 6.00,"1,3","12,7","8,9","12,9","0,2","0,3"
24/08/2014 7.00,"1,4","46,1","28,3",,"0,2","0,3"
24/08/2014 8.00,"1,0","22,7","15,5","6,6","0,2","0,3"
24/08/2014 9.00,"0,7","6,1","3,3",,"0,1","0,1"
24/08/2014 10.00,"1,3","6,2","3,3","3,4","0,1","0,1"
24/08/2014 11.00,"1,3","10,3","6,2",,"0,1",
24/08/2014 12.00,"1,3","10,6","6,2","2,0","0,1","0,1"
24/08/2014 13.00,"1,3","9,9","5,4",,"0,1","0,1"
24/08/2014 14.00,"1,4","8,1","4,5","1,2","0,1",
24/08/2014 15.00,"1,3","8,0","4,1",,"0,1","0,1"
24/08/2014 16.00,"1,3","6,2","2,9","0,7","0,1","0,1"
24/08/2014 17.00,"1,3","4,5","1,8",,"0,1","0,1"
24/08/2014 18.00,"1,3","4,3","1,8","7,8","0,1",
24/08/2014 19.00,"1,3","4,5","2,2",,"0,1",
24/08/2014 20.00,"1,3","6,6","4,3","21,5","0,1","0,1"
24/08/2014 21.00,"1,2","6,7","4,2",,"0,1","0,1"
24/08/2014 22.00,"1,2","7,2","4,9","18,8","0,1","0,1"
24/08/2014 23.00,"1,2","9,7","7,2",,"0,1","0,1"
25/08/2014 0.00,"1,3","6,5","4,2","14,7","0,1","0,1"
25/08/2014 1.00,"1,3","7,9","5,3",,"0,1","0,1"
25/08/2014 2.00,"1,3","12,2","9,5","13,4","0,1","0,2"
25/08/2014 3.00,"1,3","6,5","4,0",,"0,1","0,1"
25/08/2014 4.00,"1,3","12,0","8,5","14,4","0,1","0,1"
25/08/2014 5.00,"1,3","26,2","20,9",,"0,1","0,1"
25/08/2014 6.00,"1,3","55,7","37,2","11,0","0,2","0,2"
25/08/2014 7.00,"1,5","55,6","36,0",,"0,2","0,3"
25/08/2014 8.00,"1,3","45,1","29,3","19,8","0,2","0,2"
25/08/2014 9.00,"1,1","26,7","17,5",,"0,2","0,2"
25/08/2014 10.00,"0,6","13,8","9,3","14,4","0,1","0,1"
25/08/2014 11.00,"1,3","18,1","11,3",,"0,1","0,1"
25/08/2014 12.00,"1,3","17,8","10,8","19,8","0,1","0,1"
25/08/2014 13.00,"1,3","16,8","10,3",,"0,1","0,1"
25/08/2014 14.00,"1,8","20,9","12,8","14,7","0,3","0,1"
25/08/2014 15.00,"0,3","17,3","11,7",,"0,3","0,1"
25/08/2014 16.00,"1,2","8,7","5,2","17,1","0,3","0,1"
25/08/2014 17.00,"1,5","7,4","4,4",,"0,3",
25/08/2014 18.00,"1,5","5,4","2,7","20,3","0,3","0,1"
25/08/2014 19.00,"1,3","5,7","3,1",,"0,3","0,1"
25/08/2014 20.00,"1,3","7,4","4,9","15,9","0,3","0,1"
25/08/2014 21.00,"1,3","24,3","21,2",,"0,3","0,2"
25/08/2014 22.00,"1,3","8,9","6,4","16,6","0,3","0,2"
25/08/2014 23.00,"1,3","4,7","2,4",,"0,3","0,1"
26/08/2014 0.00,"1,3","5,1","2,5","19,0","0,3","0,1"
26/08/2014 1.00,,"6,5","3,7",,"0,3","0,1"
26/08/2014 2.00,"1,5",,,"9,5","0,3","0,1"
26/08/2014 3.00,"1,3","9,4","5,1",,,"0,1"
26/08/2014 4.00,"1,3","4,8","1,7","8,8","0,1","0,1"
26/08/2014 5.00,"1,3","8,4","5,1",,"0,1",
26/08/2014 6.00,"1,3","16,4","11,6","19,3","0,1","0,1"
26/08/2014 7.00,"1,3","10,1","5,9",,"0,2","0,2"
26/08/2014 8.00,"1,3","40,0","28,0","19,8","0,2","0,2"
26/08/2014 9.00,"0,6","22,2","14,9",,"0,2","0,3"
26/08/2014 10.00,"1,3","18,5","12,1","16,8","0,1","0,2"
26/08/2014 11.00,"1,3","22,3","14,4",,"0,1","0,1"
26/08/2014 12.00,"1,3","23,1","15,1","17,3","0,1","0,1"
26/08/2014 13.00,"1,3","22,3","14,2",,"0,1","0,1"
26/08/2014 14.00,"1,4","16,5","10,5","17,1","0,1","0,1"
26/08/2014 15.00,"1,3","18,7","11,9",,"0,1","0,1"
26/08/2014 16.00,"1,5","16,6","10,5","14,9","0,1","0,1"
26/08/2014 17.00,"1,3","15,6","10,4",,"0,1",
26/08/2014 18.00,"1,6","21,1","15,7","17,3","0,1","0,1"
26/08/2014 19.00,"1,3","26,7","22,7",,"0,2","0,1"
26/08/2014 20.00,"1,3","13,6","11,1","20,0","0,1","0,1"
26/08/2014 21.00,"1,3","7,2","4,6",,"0,1","0,3"
26/08/2014 22.00,"1,3","9,3","7,0","16,4","0,2","0,2"
26/08/2014 23.00,"1,3","10,2","7,7",,"0,2","0,2"
27/08/2014 0.00,"1,3","12,7","10,0","22,0","0,2","0,3"
27/08/2014 1.00,"1,3","9,5","7,0",,"0,2","0,4"
27/08/2014 2.00,"1,3","13,5","11,1","18,3","0,3","0,4"
27/08/2014 3.00,"1,3","15,7","12,4",,"0,4","0,5"
27/08/2014 4.00,"1,3","13,6","10,2","19,3","0,3","0,4"
27/08/2014 5.00,"1,3","20,8","16,5",,"0,3","0,4"
27/08/2014 6.00,"1,4","21,2","13,0","32,5","0,3","0,5"
27/08/2014 7.00,"1,4","23,4","15,4",,"0,2","0,4"
27/08/2014 8.00,"1,2","21,9","15,9","21,5","0,2","0,3"
27/08/2014 9.00,"1,4","24,3","17,0",,"0,2","0,3"
27/08/2014 10.00,,"30,4","20,8","22,0","0,2","0,2"
27/08/2014 11.00,,"31,5","21,5",,"0,2","0,2"
27/08/2014 12.00,"1,5","23,0","15,3","12,0","0,1","0,1"
27/08/2014 13.00,"1,4","20,9","13,7",,"0,1","0,1"
27/08/2014 14.00,"1,4","21,2","13,6","13,7","0,1","0,1"
27/08/2014 15.00,"1,7","17,2","10,9",,"0,1","0,1"
27/08/2014 16.00,"1,2","21,8","15,5","10,5","0,1","0,1"
27/08/2014 17.00,"1,7","29,5","22,0",,"0,1","0,4"
27/08/2014 18.00,"2,1","35,0","28,1","15,9","0,1","0,3"
27/08/2014 19.00,"3,0","42,8","37,0",,"0,2","0,4"
27/08/2014 20.00,"1,8","22,9","20,5","19,8","0,9","0,7"
27/08/2014 21.00,"1,4","16,9","14,5",,"0,3","1,0"
27/08/2014 22.00,"1,3","12,0","9,4","32,7","0,2","0,8"
27/08/2014 23.00,"1,4","15,2","10,7",,"0,2","0,4"
28/08/2014 0.00,"1,3","8,5","5,8","26,9","0,1","0,4"
28/08/2014 1.00,,"7,8","5,2",,"0,1","0,3"
28/08/2014 2.00,"2,2",,,"42,5","0,1","0,3"
28/08/2014 3.00,"1,7","10,2","6,7",,,"0,2"
28/08/2014 4.00,"1,5","34,0","28,8","24,7","0,2","0,2"
28/08/2014 5.00,"1,4","37,4","29,3",,"0,2",
28/08/2014 6.00,"1,3","48,6","39,0","26,4","0,2","0,2"
28/08/2014 7.00,"1,3","29,9","23,5",,"0,2","0,1"
28/08/2014 8.00,"0,9","21,7","15,2","24,7","0,2","0,2"
28/08/2014 9.00,"1,1","7,1","4,0",,"0,1","0,1"
28/08/2014 10.00,"1,5","20,5","14,1","24,2","0,2","0,1"
28/08/2014 11.00,"1,5","31,4","22,5",,"0,3","0,3"
28/08/2014 12.00,"1,8","24,6","17,8","21,0","0,3","0,3"
28/08/2014 13.00,"1,8","23,3","17,1",,"0,2","0,2"
28/08/2014 14.00,"1,9","14,8","10,4","21,2","0,2","0,2"
28/08/2014 15.00,"1,5","15,4","10,9",,"0,2","0,2"
28/08/2014 16.00,"1,3","7,0","4,0","21,0","0,1",
28/08/2014 17.00,"1,7","5,8","2,5",,"0,1","0,1"
28/08/2014 18.00,"1,3","4,8","2,1","19,3","0,1","0,1"
28/08/2014 19.00,"1,8","5,8","2,6",,"0,1",
28/08/2014 20.00,"1,5","9,7","7,0","10,7","0,1","0,1"
28/08/2014 21.00,"1,3","6,6","4,1",,"0,1","0,1"
28/08/2014 22.00,"1,3","9,7","6,8","12,9","0,1","0,1"
28/08/2014 23.00,"1,3","7,5","4,8",,"0,1","0,1"
29/08/2014 0.00,"1,3","8,4","5,5","15,6","0,1","0,1"
29/08/2014 1.00,"1,3","7,6","5,0",,"0,1","0,1"
29/08/2014 2.00,"1,3","9,8","6,7","12,7","0,1","0,1"
29/08/2014 3.00,"1,3","8,6","5,6",,"0,1","0,1"
29/08/2014 4.00,"1,3","13,7","8,7","18,6","0,1","0,1"
29/08/2014 5.00,"1,3","21,5","14,3",,"0,1","0,1"
29/08/2014 6.00,"1,3","29,8","21,0","17,1","0,2","0,2"
29/08/2014 7.00,"1,3","5,5","2,7",,"0,1","0,1"
29/08/2014 8.00,"1,3","5,7","2,5","15,4","0,1","0,1"
29/08/2014 9.00,"1,1","4,8","2,0",,"0,1","0,1"
29/08/2014 10.00,"1,3","5,2","2,1","12,0","0,1","0,1"
29/08/2014 11.00,"1,3","6,3","3,0",,"0,1","0,1"
29/08/2014 12.00,"1,4","5,5","2,4","10,5","0,1","0,1"
29/08/2014 13.00,"1,3","8,4","4,6",,"0,1","0,1"
29/08/2014 14.00,"1,3","5,4","2,5","9,3","0,1","0,1"
29/08/2014 15.00,"1,3","5,2","2,2",,"0,1",
29/08/2014 16.00,"1,6","5,1","1,8","13,4","0,1",
29/08/2014 17.00,"1,2","3,9","1,6",,"0,1","0,1"
29/08/2014 18.00,"1,7","4,9","1,8","16,1","0,1",
29/08/2014 19.00,"1,4","4,9","2,4",,"0,1","0,1"
29/08/2014 20.00,"1,3","6,3","3,6","12,2","0,1","0,1"
29/08/2014 21.00,"1,3","7,0","4,4",,"0,1","0,1"
29/08/2014 22.00,"1,3","5,4","3,1","15,9","0,1","0,1"
29/08/2014 23.00,"1,3","5,3","2,9",,"0,1","0,2"
30/08/2014 0.00,"1,3","7,6","4,9","12,7","0,1","0,1"
30/08/2014 1.00,,"12,4","9,9",,"0,1","0,1"
30/08/2014 2.00,"1,5",,,"13,7","0,1","0,2"
30/08/2014 3.00,"1,3","6,6","3,7",,,"0,1"
30/08/2014 4.00,"1,3","32,0","23,0","12,9","0,2","0,1"
30/08/2014 5.00,"1,3","29,6","21,1",,"0,2",
30/08/2014 6.00,"1,3","14,9","10,8","14,9","0,2","0,1"
30/08/2014 7.00,"1,3","28,0","19,1",,"0,2","0,1"
30/08/2014 8.00,"1,3","30,3","21,1","20,3","0,2","0,2"
30/08/2014 9.00,"1,3","36,7","26,1",,"0,2","0,2"
30/08/2014 10.00,"1,4","27,8","19,7","24,2","0,2","0,3"
30/08/2014 11.00,"1,9","17,9","12,1",,"0,2","0,2"
30/08/2014 12.00,"1,3","14,9","9,6","19,5","0,2","0,1"
30/08/2014 13.00,"1,3","18,0","12,1",,"0,2","0,2"
30/08/2014 14.00,"1,3","14,4","8,9","19,3","0,2","0,1"
30/08/2014 15.00,"1,3","16,4","11,7",,"0,2","0,1"
30/08/2014 16.00,"1,4","17,0","12,4","25,9","0,2","0,1"
30/08/2014 17.00,"1,4","11,0","7,1",,"0,2","0,1"
30/08/2014 18.00,"1,3","16,8","13,6","25,4","0,2","0,1"
30/08/2014 19.00,"1,3","30,4","26,6",,"0,2","0,2"
30/08/2014 20.00,"1,3","21,4","18,6","32,7","0,2","0,1"
30/08/2014 21.00,"1,3","8,1","5,6",,"0,2","0,2"
30/08/2014 22.00,"1,3","9,0","6,5","25,4","0,2","0,3"
30/08/2014 23.00,"1,3","10,0","7,5",,"0,2","0,4"
31/08/2014 0.00,"1,3","7,4","5,0","25,9","0,2","0,3"
31/08/2014 1.00,"1,3","6,4","4,0",,"0,2","0,2"
31/08/2014 2.00,"1,3","6,5","4,1","17,1","0,2","0,2"
31/08/2014 3.00,"1,3","7,1","4,6",,"0,2","0,3"
31/08/2014 4.00,"1,3","7,8","5,5","16,6","0,2","0,3"
31/08/2014 5.00,"1,3","6,3","4,0",,"0,2","0,1"
31/08/2014 6.00,"1,3","7,1","4,5","21,2","0,2","0,2"
31/08/2014 7.00,"1,3","7,9","5,0",,"0,2","0,3"
31/08/2014 8.00,"1,3","24,7","18,1","11,5","0,4","0,6"
31/08/2014 9.00,"1,3","19,4","14,0",,"0,2","0,9"
31/08/2014 10.00,"1,3","19,0","13,3","11,5","0,2","0,3"
31/08/2014 11.00,"1,3","15,1","10,5",,"0,2","0,3"
31/08/2014 12.00,"1,3","13,7","9,0","13,2","0,2","0,3"
31/08/2014 13.00,"1,3","9,7","5,8",,"0,2","0,3"
31/08/2014 14.00,"1,3","8,3","4,8","17,8","0,2","0,2"
31/08/2014 15.00,"1,7","12,2","8,2",,"0,2","0,1"
31/08/2014 16.00,"1,3","11,5","7,7","30,5","0,2","0,2"
31/08/2014 17.00,"0,8","13,4","9,5",,"0,2","0,2"
31/08/2014 18.00,"1,3","15,2","11,4","26,4","0,2","0,1"
31/08/2014 19.00,"1,3","13,1","10,3",,"0,2","0,1"
31/08/2014 20.00,"1,3","14,4","11,7","40,3","0,2","0,1"
31/08/2014 21.00,"1,3","23,8","21,0",,"0,2","0,2"
31/08/2014 22.00,"1,3","11,3","8,8","35,2","0,2","0,2"
31/08/2014 23.00,"1,3","9,2","6,9",,"0,2","0,2"
01/09/2014 0.00,"1,3","10,9","8,4","26,9","0,2","0,3"
01/09/2014 1.00,,"9,2","6,5",,"0,2","0,3"
01/09/2014 2.00,"2,1",,,"36,4","0,2","0,3"
01/09/2014 3.00,"1,7","10,4","6,9",,,"0,3"
01/09/2014 4.00,"1,4","26,5","19,5","28,3","0,2","0,3"
01/09/2014 5.00,"1,8","37,8","18,4",,"0,2",
01/09/2014 6.00,"1,5","19,1","12,1","17,3","0,2","0,3"
01/09/2014 7.00,"1,5","24,7","14,3",,"0,2","0,3"
01/09/2014 8.00,"1,4","17,5","12,3","10,0","0,2","0,2"
01/09/2014 9.00,"1,3","26,2","17,9",,"0,2","0,1"
01/09/2014 10.00,"1,7","21,4","12,6","6,1","0,2",
01/09/2014 11.00,"1,4","20,7","11,9",,"0,2","0,2"
01/09/2014 12.00,"1,9","24,6","16,6","5,1","0,2","0,2"
01/09/2014 13.00,"1,9","23,6","17,1",,"0,2","0,2"
01/09/2014 14.00,"1,8",,,"16,1","0,2","0,4"
01/09/2014 15.00,"1,4","26,3","18,1",,"0,1","0,5"
01/09/2014 16.00,"1,9","14,3","8,4","26,6","0,1","0,2"
01/09/2014 17.00,"2,0","16,1","10,3",,"0,1","0,1"
01/09/2014 18.00,"1,9","9,8","5,2","31,0","0,1",
01/09/2014 19.00,"1,9","15,4","10,7",,"0,1",
01/09/2014 20.00,"1,8","11,4","7,8","39,6","0,1",
01/09/2014 21.00,"1,8","11,0","8,3",,"0,1",
01/09/2014 22.00,"1,8","6,6","4,2","26,1","0,1",
01/09/2014 23.00,"1,4","7,1","4,6",,"0,1",
02/09/2014 0.00,"1,3","7,7","5,0","14,2","0,1","0,1"
02/09/2014 1.00,"1,6","9,6","6,9",,"0,1","0,1"
02/09/2014 2.00,"1,4","9,4","6,6","8,3","0,1",
02/09/2014 3.00,"1,4","13,6","10,4",,"0,1",
02/09/2014 4.00,"1,5","9,3","6,4","5,4","0,1","0,1"
02/09/2014 5.00,"1,8","19,2","12,1",,"0,2","0,1"
02/09/2014 6.00,"1,9","46,8","28,3","12,7","0,3","0,2"
02/09/2014 7.00,"1,9","21,0","15,4",,"0,3","0,4"
02/09/2014 8.00,"1,9","19,6","12,6","7,8","0,2","0,1"
02/09/2014 9.00,"1,7","8,3","4,8",,"0,1","0,1"
02/09/2014 10.00,"1,6","8,8","5,4","4,2","0,1","0,2"
02/09/2014 11.00,"1,8","5,1","2,5",,"0,1","0,1"
02/09/2014 12.00,"1,6","18,9","12,6","2,2","0,2","0,1"
02/09/2014 13.00,"1,9","26,0","16,9",,"0,2","0,1"
02/09/2014 14.00,"1,8","25,4","17,1","1,2","0,2","0,2"
02/09/2014 15.00,"1,7","25,5","19,6",,"0,2","0,2"
02/09/2014 16.00,"1,8","29,5","23,1","0,7","0,2","0,2"
02/09/2014 17.00,"1,6","27,3","21,4",,"0,2","0,1"
02/09/2014 18.00,"1,4","13,0","10,3","13,4","0,2","0,1"
02/09/2014 19.00,"1,6","26,1","22,1",,"0,1","0,1"
02/09/2014 20.00,"1,4","9,6","7,2","7,8","0,1","0,3"
02/09/2014 21.00,"1,4","8,7","6,3",,"0,1","0,1"
02/09/2014 22.00,"1,3","8,3","5,9","20,0","0,1","0,1"
02/09/2014 23.00,"1,4","9,9","7,5",,"0,1","0,1"
03/09/2014 0.00,"1,5","10,9","8,5","19,5","0,1","0,2"
03/09/2014 1.00,,"8,9","6,4",,"0,1","0,1"
03/09/2014 2.00,"2,2",,,"13,4","0,1","0,2"
03/09/2014 3.00,"1,6","10,4","7,5",,,"0,2"
03/09/2014 4.00,"1,4","8,3","5,4","11,2","0,2","0,2"
03/09/2014 5.00,"1,4","18,4","12,4",,"0,2",
03/09/2014 6.00,"1,8","31,2","19,9","7,1","0,2","0,1"
03/09/2014 7.00,"1,8","46,1","26,0",,"0,2","0,3"
03/09/2014 8.00,"1,7","23,5","13,3","4,9","0,2","0,3"
03/09/2014 9.00,"1,3","14,8","8,5",,"0,2","0,2"
03/09/2014 10.00,"1,4","24,3","13,5","3,4","0,2","0,3"
03/09/2014 11.00,"1,5","14,6","8,7",,"0,2","0,3"
03/09/2014 12.00,"1,7","17,7","10,7","2,0","0,2","0,3"
03/09/2014 13.00,"1,9","26,3","16,2",,"0,2","0,2"
03/09/2014 14.00,"1,9","29,6","17,9","1,2","0,2","0,3"
03/09/2014 15.00,"1,6","13,0","8,5",,"0,2","0,2"
03/09/2014 16.00,"1,7","9,5","6,3","2,2","0,2","0,2"
03/09/2014 17.00,"1,5","4,8","2,4",,"0,2","0,2"
03/09/2014 18.00,"1,6","7,4","4,5","11,7","0,2","0,2"
03/09/2014 19.00,"1,3","8,8","6,3",,"0,2","0,3"
03/09/2014 20.00,"1,3","18,2","15,0","8,3","0,2","0,2"
03/09/2014 21.00,"1,3","18,4","15,5",,"0,2","0,4"
03/09/2014 22.00,"1,3","19,6","16,9","16,6","0,2","0,3"
03/09/2014 23.00,"1,4","22,7","17,8",,"0,2","0,4"
04/09/2014 0.00,"1,3","19,9","16,1","28,8","0,2","0,4"
04/09/2014 1.00,"1,3","15,7","12,4",,"0,2","0,5"
04/09/2014 2.00,"1,3","17,3","13,4","15,6","0,2","0,4"
04/09/2014 3.00,"1,5","26,2","17,4",,"0,2","0,4"
04/09/2014 4.00,"1,8","37,8","23,0","23,0","0,2","0,3"
04/09/2014 5.00,"1,6","23,7","16,3",,"0,2","0,3"
04/09/2014 6.00,"1,7","18,0","12,7","23,7","0,2","0,4"
04/09/2014 7.00,"2,1","53,3","27,0",,"0,2","0,4"
04/09/2014 8.00,"1,5","36,5","23,2","12,5","0,2","0,4"
04/09/2014 9.00,"1,4","22,9","13,9",,"0,2","0,5"
04/09/2014 10.00,"1,1","17,2","11,0","6,3","0,2","0,3"
04/09/2014 11.00,"1,3","15,3","9,4",,"0,2","0,3"
04/09/2014 12.00,"1,6","20,1","13,3","3,4","0,2","0,3"
04/09/2014 13.00,"1,8","18,7","12,3",,"0,2","0,3"
04/09/2014 14.00,"1,5","6,0","3,4","2,0","0,2","0,3"
04/09/2014 15.00,"1,4","24,9","18,1",,"0,2","0,3"
04/09/2014 16.00,"1,3","14,3","10,1","7,8","0,2","0,3"
04/09/2014 17.00,"1,4","17,0","13,2",,"0,3","0,3"
04/09/2014 18.00,"1,6","30,6","25,8","27,6","0,4","0,6"
04/09/2014 19.00,"1,4","13,4","11,0",,"0,2","0,5"
04/09/2014 20.00,"1,4","11,5","9,1","29,3","0,2","0,4"
04/09/2014 21.00,"1,4","9,4","7,0",,"0,2","0,5"
04/09/2014 22.00,"1,3","14,7","11,9","19,8","0,2","0,6"
04/09/2014 23.00,"1,3","13,5","10,6",,"0,2","0,6"
05/09/2014 0.00,"1,3","19,8","16,9","21,0","0,2","0,4"
05/09/2014 1.00,,"16,9","13,7",,"0,2","0,3"
05/09/2014 2.00,,,,"11,5","0,2","0,4"
05/09/2014 3.00,,"14,1","10,1",,,"0,3"
05/09/2014 4.00,,"20,3","15,1","20,8","0,2","0,4"
05/09/2014 5.00,,"22,1","16,5",,"0,2",
05/09/2014 6.00,,"115,6","35,6","33,2","0,2","0,3"
05/09/2014 7.00,,"89,2","35,3",,"0,2","0,5"
05/09/2014 8.00,,"51,8","29,7","17,8","0,2","0,4"
05/09/2014 9.00,,"30,4","18,9",,"0,2","0,5"
05/09/2014 10.00,,"14,6","9,4","9,0","0,2","0,3"
05/09/2014 11.00,,"10,2","6,3",,"0,2","0,3"
05/09/2014 12.00,,"9,8","6,0","4,6","0,2","0,3"
05/09/2014 13.00,,"23,4","16,0",,"0,2","0,2"
05/09/2014 14.00,,"28,9","20,4","4,4","0,3","0,3"
05/09/2014 15.00,,"32,4","23,0",,"0,4","0,6"
05/09/2014 16.00,,"24,7","17,0","7,3","0,2","0,8"
05/09/2014 17.00,,"21,0","15,6",,"0,2","0,2"
05/09/2014 18.00,,"7,0","4,4","7,1","0,2","0,3"
05/09/2014 19.00,,"10,0","7,2",,"0,1","0,3"
05/09/2014 20.00,,"8,2","5,8","4,2","0,2","0,4"
