Stat,MARTINA FRANCA,,,,
22/01/2014 12.00,"41,2","22,2","0,3","53,9","6,8"
22/01/2014 13.00,"50,4","25,4","0,4","49,6",
22/01/2014 14.00,"75,3","34,5","0,4","39,2","4,4"
22/01/2014 15.00,"57,1","30,9","0,4","40,9",
22/01/2014 16.00,"55,3","32,8","0,4","37,3","14,2"
22/01/2014 17.00,"95,7","44,7","0,5","24,5",
22/01/2014 18.00,"76,9","42,2","0,6","24,5","13,2"
22/01/2014 19.00,"75,6","41,1","0,5","22,9",
22/01/2014 20.00,"67,4","40,6","0,6","25,0","15,1"
22/01/2014 21.00,"75,8","44,4","0,7","22,6",
22/01/2014 22.00,"32,3","22,3","0,4","39,5","22,5"
22/01/2014 23.00,"66,1","39,1","0,3","25,2",
23/01/2014 0.00,"50,9","35,0","0,4","33,1","23,4"
23/01/2014 1.00,"25,2","17,6","0,3","50,5",
23/01/2014 2.00,"42,8","30,9","0,3","37,6","19,5"
23/01/2014 3.00,"4,5","4,3","0,2","64,8",
23/01/2014 4.00,"3,8","3,8","0,3","63,6","19,5"
23/01/2014 5.00,"37,9","19,9","0,3","27,5",
23/01/2014 6.00,"186,4","50,1","0,4","11,7","10,3"
23/01/2014 7.00,"558,2","111,5","0,8","2,3",
23/01/2014 8.00,"390,9","99,1","1,2","4,2","14,6"
23/01/2014 9.00,"381,5","87,5","1,7","3,3",
23/01/2014 10.00,"169,3","64,3","1,0","8,9","36,1"
23/01/2014 11.00,"64,5","35,4","0,5","36,3",
23/01/2014 12.00,"58,7","33,3","0,4","49,3","43,9"
23/01/2014 13.00,"72,2","39,0","0,4","48,2",
23/01/2014 14.00,"66,2","35,4","0,5","50,8","29,8"
23/01/2014 15.00,"31,0","19,4","0,3","63,4",
23/01/2014 16.00,"29,0","20,0","0,3","59,0","18,6"
23/01/2014 17.00,"30,1","20,4","0,3","53,7",
23/01/2014 18.00,"61,8","36,1","0,5","35,0","20,0"
23/01/2014 19.00,"70,4","40,3","0,5","36,7",
23/01/2014 20.00,"71,7","43,2","0,6","32,1","24,4"
23/01/2014 21.00,"115,2","60,0","0,6","22,3",
23/01/2014 22.00,"52,8","36,6","0,3","41,7","26,4"
23/01/2014 23.00,"15,1","13,0","0,3","62,5",
24/01/2014 0.00,"17,5","14,9","0,3","55,8","28,3"
24/01/2014 1.00,"22,8","18,5","0,4","48,1",
24/01/2014 2.00,,,"0,2","63,2","28,3"
24/01/2014 3.00,"10,3","10,3",,"64,5",
24/01/2014 4.00,"11,9","10,4","0,2",,"30,3"
24/01/2014 5.00,"9,9","8,3","0,2","66,6",
24/01/2014 6.00,"43,8","22,8","0,2","49,2","24,4"
24/01/2014 7.00,"27,2","17,3","0,2","59,7",
24/01/2014 8.00,"31,2","19,7","0,3","62,5","24,4"
24/01/2014 9.00,"51,9","29,2","0,4","51,1",
24/01/2014 10.00,"30,8","19,4","0,3","58,3","12,2"
24/01/2014 11.00,"22,8","14,8","0,2","65,0",
24/01/2014 12.00,"21,0","13,9","0,2","68,2","16,6"
24/01/2014 13.00,"42,2","25,5","0,4","61,0",
24/01/2014 14.00,"27,2","17,1","0,3","66,2","18,1"
24/01/2014 15.00,"22,1","15,3","0,3","67,7",
24/01/2014 16.00,"34,2","21,1","0,3","56,3","22,0"
24/01/2014 17.00,"31,9","19,8","0,3","55,9",
24/01/2014 18.00,"30,3","18,6","0,3","56,4","12,2"
24/01/2014 19.00,"37,7","23,1","0,4","49,2",
24/01/2014 20.00,"28,4","17,4","0,4","56,5","6,8"
24/01/2014 21.00,"37,0","23,8","0,4","49,5",
24/01/2014 22.00,"17,1","12,3","0,4","59,6","9,3"
24/01/2014 23.00,"8,2","6,8","0,3","64,8",
25/01/2014 0.00,"7,0","6,2","0,3","61,2","8,3"
25/01/2014 1.00,"8,3","7,0","0,3","63,5",
25/01/2014 2.00,"8,3","7,4","0,3","59,8","7,8"
25/01/2014 3.00,"6,9","6,6","0,3","56,0",
25/01/2014 4.00,"9,1","8,2","0,3","54,3","4,9"
25/01/2014 5.00,"7,5","6,4","0,3","48,7",
25/01/2014 6.00,"31,7","21,2","0,4","31,8","5,9"
25/01/2014 7.00,"31,5","19,2","0,5","22,5",
25/01/2014 8.00,"65,1","26,0","0,6","16,2","5,4"
25/01/2014 9.00,"46,9","20,5","0,6","21,8",
25/01/2014 10.00,"48,5","22,8","0,6","21,8","10,3"
25/01/2014 11.00,"52,5","25,8","0,6","31,7",
25/01/2014 12.00,"56,0","28,5","0,5","35,0","17,6"
25/01/2014 13.00,"61,9","28,9","0,5","32,8",
25/01/2014 14.00,"46,9","23,5","0,5","37,9","14,2"
25/01/2014 15.00,"24,8","16,3","0,4","54,2",
25/01/2014 16.00,"19,7","12,3","0,4","47,4","11,2"
25/01/2014 17.00,"26,1","14,8","0,5","46,5",
25/01/2014 18.00,"28,9","16,9","0,5","41,9","11,2"
25/01/2014 19.00,"33,9","18,3","0,5","38,3",
25/01/2014 20.00,"39,8","20,1","0,5","36,7","12,2"
25/01/2014 21.00,"38,0","19,7","0,5","39,1",
25/01/2014 22.00,"27,3","15,5","0,4","43,7","18,6"
25/01/2014 23.00,"17,0","10,9","0,4","49,6",
26/01/2014 0.00,"16,2","11,1","0,4","49,2","16,1"
26/01/2014 1.00,"11,6","7,9","0,3","60,7",
26/01/2014 2.00,,,"0,3","63,5","12,7"
26/01/2014 3.00,"11,6","9,5",,"66,4",
26/01/2014 4.00,"7,4","6,3","0,3",,"10,7"
26/01/2014 5.00,"4,4","4,0","0,3","69,7",
26/01/2014 6.00,"5,3","4,9","0,3","64,2","7,8"
26/01/2014 7.00,"7,6","6,8","0,3","56,3",
26/01/2014 8.00,"9,6","8,1","0,3","53,5","4,9"
26/01/2014 9.00,"11,4","8,6","0,3","55,1",
26/01/2014 10.00,"16,3","10,8","0,4","55,3","10,7"
26/01/2014 11.00,"19,3","11,9","0,3","62,7",
26/01/2014 12.00,"20,8","12,5","0,4","67,2","8,8"
26/01/2014 13.00,"18,8","11,8","0,4","66,5",
26/01/2014 14.00,"15,9","10,3","0,3","69,7","9,8"
26/01/2014 15.00,"7,2","5,5","0,3","71,0",
26/01/2014 16.00,"10,5","8,2","0,4","64,8","8,3"
26/01/2014 17.00,"12,7","9,5","0,4","59,6",
26/01/2014 18.00,"15,7","11,4","0,3","53,1","5,4"
26/01/2014 19.00,"16,7","12,3","0,3","54,6",
26/01/2014 20.00,"19,7","14,5","0,3","54,5","12,2"
26/01/2014 21.00,"24,2","15,6","0,3","59,6",
26/01/2014 22.00,"17,3","11,8","0,3","63,8","14,2"
26/01/2014 23.00,"11,2","8,0","0,3","70,8",
27/01/2014 0.00,"12,5","8,7","0,3","71,0","9,3"
27/01/2014 1.00,"8,5","6,5","0,3","68,7",
27/01/2014 2.00,"4,8","4,2","0,3","72,4","11,2"
27/01/2014 3.00,"2,9","2,7","0,3","71,5",
27/01/2014 4.00,"2,8","2,4","0,3","71,0","12,2"
27/01/2014 5.00,"3,5","3,1","0,3","67,8",
27/01/2014 6.00,"8,7","6,9","0,3","59,7","11,7"
27/01/2014 7.00,"30,8","18,7","0,4","44,2",
27/01/2014 8.00,"53,8","28,1","0,5","38,4","13,2"
27/01/2014 9.00,"49,1","26,8","0,5","41,9",
27/01/2014 10.00,"37,5","20,9","0,5","45,9","15,6"
27/01/2014 11.00,"44,4","24,1","0,5","46,7",
27/01/2014 12.00,"32,9","18,5","0,4","57,4","15,1"
27/01/2014 13.00,"55,4","27,6","0,5","54,1",
27/01/2014 14.00,"61,6","32,5","0,5","55,3","8,3"
27/01/2014 15.00,"46,0","28,2","0,5","56,4",
27/01/2014 16.00,"47,4","27,5","0,5","50,4","10,7"
27/01/2014 17.00,,,"0,9","25,1",
27/01/2014 18.00,"153,9","97,0","0,9","14,7",
27/01/2014 19.00,"198,0","90,6","1,2","7,9",
27/01/2014 20.00,"137,7","74,0","1,3","8,6",
27/01/2014 21.00,"138,7","73,0","1,1","15,1",
27/01/2014 22.00,"40,1","31,4","0,7","43,7","70,3"
27/01/2014 23.00,"22,3","20,1","0,6","55,7",
28/01/2014 0.00,"17,6","16,1","0,5","64,1","55,2"
28/01/2014 1.00,"19,8","16,9","0,5","60,7",
28/01/2014 2.00,"10,0","9,6","0,5","70,5","35,2"
28/01/2014 3.00,"12,4","12,3","0,6","69,7",
28/01/2014 4.00,"9,5","9,3","0,5","67,2","23,4"
28/01/2014 5.00,"15,1","11,2","0,4","68,4",
28/01/2014 6.00,"26,7","19,6","0,5","61,8","18,1"
28/01/2014 7.00,"26,5","19,4","0,5","64,9",
28/01/2014 8.00,"32,8","22,4","0,5","59,7","9,3"
28/01/2014 9.00,"39,6","26,0","0,6","54,7",
28/01/2014 10.00,,,,,"13,2"
28/01/2014 11.00,"41,4","31,2","0,7","54,0",
28/01/2014 12.00,"44,3","28,8","0,7","54,7","12,7"
28/01/2014 13.00,"63,6","35,3","0,7","48,6",
28/01/2014 14.00,"80,5","41,3","0,7","44,0","7,8"
28/01/2014 15.00,"43,8","28,8","0,7","53,1",
28/01/2014 16.00,"54,3","36,4","0,8","43,0","8,8"
28/01/2014 17.00,"82,9","47,9","1,1","23,6",
28/01/2014 18.00,"92,8","52,0","1,1","12,7","21,0"
28/01/2014 19.00,"100,5","53,8","1,2","12,8",
28/01/2014 20.00,"60,7","38,8","0,9","23,5","25,4"
28/01/2014 21.00,"51,0","32,0","0,8","30,6",
28/01/2014 22.00,"19,6","16,2","0,7","47,1","33,2"
28/01/2014 23.00,"16,2","13,7","0,7","45,0",
29/01/2014 0.00,"61,3","34,4","0,7","23,2","26,4"
29/01/2014 1.00,"15,8","14,2","0,6","41,7",
29/01/2014 2.00,"30,5","23,0","0,7","22,4","25,4"
29/01/2014 3.00,"22,7","18,1","0,7","25,2",
29/01/2014 4.00,"11,0","10,5","0,6","34,8","18,6"
29/01/2014 5.00,"48,1","25,5","0,6","19,8",
29/01/2014 6.00,"82,5","39,2","0,5","24,9","18,6"
29/01/2014 7.00,"64,9","35,9","0,6","28,4",
29/01/2014 8.00,"63,8","36,6","0,7","36,3","16,1"
29/01/2014 9.00,"72,5","40,7","0,8","40,4",
29/01/2014 10.00,"80,4","39,2","0,7","43,7","17,1"
29/01/2014 11.00,"44,6","25,2","0,7","60,8",
29/01/2014 12.00,"41,5","24,0","0,7","62,3","18,6"
29/01/2014 13.00,"43,2","25,8","0,7","64,7",
29/01/2014 14.00,"58,3","31,3","0,7","59,9","10,3"
29/01/2014 15.00,"29,3","18,9","0,6","67,1",
29/01/2014 16.00,"37,4","25,4","0,7","61,5","6,3"
29/01/2014 17.00,"32,4","23,5","0,7","60,3",
29/01/2014 18.00,"86,3","50,3","1,0","29,6","12,7"
29/01/2014 19.00,"65,6","43,0","0,9","33,8",
29/01/2014 20.00,"60,8","39,4","0,8","40,8","20,0"
29/01/2014 21.00,"103,5","60,6","0,8","26,6",
29/01/2014 22.00,"20,0","15,6","0,6","60,6","22,9"
29/01/2014 23.00,"26,2","18,9","0,5","58,5",
30/01/2014 0.00,"12,2","9,7","0,5","65,6","25,4"
30/01/2014 1.00,"24,6","15,6","0,5","61,5",
30/01/2014 2.00,"9,5","7,2","0,5","72,5","19,5"
30/01/2014 3.00,"2,9","2,4",,"77,3",
30/01/2014 4.00,"4,6","3,5","0,2",,"20,5"
30/01/2014 5.00,"13,2","8,4","0,2","70,6",
30/01/2014 6.00,"16,1","10,3","0,2","70,0","19,5"
30/01/2014 7.00,"20,5","13,8","0,2","72,0",
30/01/2014 8.00,"28,2","16,3","0,2","71,3","16,6"
30/01/2014 9.00,"20,1","12,6","0,2","72,2",
30/01/2014 10.00,"16,0","11,0","0,2","71,9","17,6"
30/01/2014 11.00,"17,1","11,3","0,2","74,7",
30/01/2014 12.00,"16,0","10,6","0,2","75,9","23,4"
30/01/2014 13.00,"24,1","14,8","0,3","73,6",
30/01/2014 14.00,"20,0","12,8","0,2","74,4","32,2"
30/01/2014 15.00,"15,6","10,6","0,2","72,3",
30/01/2014 16.00,"13,7","9,6","0,2","73,4","18,1"
30/01/2014 17.00,"15,1","9,8","0,2","75,9",
30/01/2014 18.00,"19,3","12,1","0,2","74,3","29,8"
30/01/2014 19.00,"20,7","13,5","0,2","75,2",
30/01/2014 20.00,"17,3","11,7","0,2","76,6","16,1"
30/01/2014 21.00,"14,1","9,8","0,2","77,7",
30/01/2014 22.00,"9,9","6,8","0,1","81,1","27,8"
30/01/2014 23.00,"11,7","8,2","0,1","78,3",
31/01/2014 0.00,"4,9","3,9","0,2","81,0","23,9"
31/01/2014 1.00,"6,4","4,7","0,1","79,9",
31/01/2014 2.00,"5,3","4,4","0,2","80,5","25,4"
31/01/2014 3.00,"1,9","1,6","0,1","83,2",
31/01/2014 4.00,"1,6","1,4","0,1","83,4","39,1"
31/01/2014 5.00,"5,7","3,6","0,1","80,0",
31/01/2014 6.00,"10,4","7,1","0,2","76,0","24,4"
31/01/2014 7.00,"20,5","13,2","0,2","71,8",
31/01/2014 8.00,"28,2","16,4","0,2","67,1","30,8"
31/01/2014 9.00,"22,4","13,7","0,3","64,3",
31/01/2014 10.00,"19,6","12,6","0,3","64,9","23,4"
31/01/2014 11.00,"17,8","11,5","0,3","67,0",
31/01/2014 12.00,"21,4","13,6","0,3","66,7","15,1"
31/01/2014 13.00,"34,5","20,5","0,3","64,1",
31/01/2014 14.00,"26,0","16,1","0,3","69,2","14,2"
31/01/2014 15.00,"15,6","10,0","0,2","75,2",
31/01/2014 16.00,"17,5","11,3","0,2","72,4","8,3"
31/01/2014 17.00,"16,6","11,3","0,2","72,8",
31/01/2014 18.00,"21,3","14,0","0,3","70,0","5,4"
31/01/2014 19.00,"24,3","15,5","0,3","65,5",
31/01/2014 20.00,"26,3","17,0","0,3","63,3","21,0"
31/01/2014 21.00,"33,0","20,4","0,3","60,5",
31/01/2014 22.00,"10,7","7,6","0,2","70,0","20,0"
31/01/2014 23.00,"5,8","4,6","0,1","71,5",
01/02/2014 0.00,"6,9","5,2","0,2","70,1","35,2"
01/02/2014 1.00,"4,2","3,3","0,2","70,1",
01/02/2014 2.00,"2,8","2,4","0,2","67,7","37,6"
01/02/2014 3.00,"1,9","1,6",,"66,8",
01/02/2014 4.00,"4,0","3,0","0,2",,"27,3"
01/02/2014 5.00,"9,9","6,1","0,2","64,4",
01/02/2014 6.00,"8,1","5,7","0,2","63,1","32,2"
01/02/2014 7.00,"16,2","9,5","0,2","59,7",
01/02/2014 8.00,"24,4","12,2","0,3","57,8","57,6"
01/02/2014 9.00,"21,8","13,2","0,3","57,3",
01/02/2014 10.00,"18,9","11,7","0,3","59,7","55,2"
01/02/2014 11.00,"20,5","12,1","0,3","59,0",
01/02/2014 12.00,"28,7","16,6","0,3","53,3","42,0"
01/02/2014 13.00,"36,5","19,3","0,4","51,8",
01/02/2014 14.00,"30,7","16,8","0,3","53,6","31,7"
01/02/2014 15.00,"13,4","8,7","0,3","57,5",
01/02/2014 16.00,"11,8","7,7","0,2","64,4","17,1"
01/02/2014 17.00,"13,2","8,7","0,3","68,9",
01/02/2014 18.00,"16,7","10,3","0,3","68,7","8,3"
01/02/2014 19.00,"24,6","15,1","0,3","63,4",
01/02/2014 20.00,"27,8","17,5","0,3","58,9","32,2"
01/02/2014 21.00,"23,9","15,3","0,3","55,9",
01/02/2014 22.00,"17,6","12,4","0,3","56,7","23,4"
01/02/2014 23.00,"13,4","10,1","0,2","60,9",
02/02/2014 0.00,"10,9","8,3","0,2","60,7","13,7"
02/02/2014 1.00,"15,0","11,9","0,2","52,6",
02/02/2014 2.00,"12,4","9,5","0,2","52,4","13,2"
02/02/2014 3.00,"6,0","4,8","0,2","58,9",
02/02/2014 4.00,"5,9","5,2","0,2","53,4","16,6"
02/02/2014 5.00,"3,5","3,2","0,2","55,9",
02/02/2014 6.00,"4,8","3,6","0,2","54,0","8,8"
02/02/2014 7.00,"7,3","5,2","0,2","55,6",
02/02/2014 8.00,"18,8","11,4","0,2","55,4","13,2"
02/02/2014 9.00,"16,1","8,8","0,2","60,5",
02/02/2014 10.00,"10,6","7,1","0,2","59,9","10,3"
02/02/2014 11.00,"13,9","9,2","0,3","59,5",
02/02/2014 12.00,"16,6","10,6","0,3","59,6","9,3"
02/02/2014 13.00,"19,5","12,4","0,3","57,7",
02/02/2014 14.00,"15,9","11,0","0,2","58,0","12,2"
02/02/2014 15.00,"6,9","4,9","0,2","63,0",
02/02/2014 16.00,"11,5","7,4","0,2","60,6","10,7"
02/02/2014 17.00,"13,5","9,0","0,3","59,4",
02/02/2014 18.00,"12,4","8,9","0,3","59,5","6,8"
02/02/2014 19.00,"13,7","9,6","0,3","59,5",
02/02/2014 20.00,"15,9","11,2","0,2","57,3","8,8"
02/02/2014 21.00,"17,7","12,4","0,3","56,3",
02/02/2014 22.00,"12,9","9,1","0,3","59,5","11,2"
02/02/2014 23.00,"8,6","6,4","0,2","61,7",
03/02/2014 0.00,"10,4","6,7","0,3","60,7","14,2"
03/02/2014 1.00,"5,8","4,6","0,2","62,9",
03/02/2014 2.00,"2,9","2,5","0,2","67,2","12,2"
03/02/2014 3.00,"2,3","1,9",,"68,5",
03/02/2014 4.00,"2,1","1,7","0,2",,"10,3"
03/02/2014 5.00,"6,1","4,0","0,2","65,8",
03/02/2014 6.00,"22,4","12,9","0,2","58,7","6,3"
03/02/2014 7.00,"40,6","24,3","0,4","43,8",
03/02/2014 8.00,"61,0","31,7","0,5","37,7","3,9"
03/02/2014 9.00,"57,1","31,0","0,5","37,6",
03/02/2014 10.00,,,"0,4","36,2","13,7"
03/02/2014 11.00,,,"0,4","39,0",
03/02/2014 12.00,"42,4","18,8","0,4","37,4","12,2"
03/02/2014 13.00,"58,4","22,8","0,5","36,1",
03/02/2014 14.00,,,"0,5","33,9","12,7"
03/02/2014 15.00,,,"0,3","46,9",
03/02/2014 16.00,"45,6","25,2","0,3","45,4","13,2"
03/02/2014 17.00,"50,1","28,7","0,4","41,5",
03/02/2014 18.00,"77,4","41,2","0,6","31,6","11,7"
03/02/2014 19.00,"73,1","36,9","0,5","37,4",
03/02/2014 20.00,"55,2","30,1","0,4","46,0","14,6"
03/02/2014 21.00,"35,3","19,9","0,3","53,0",
03/02/2014 22.00,"15,6","9,4","0,3","57,5","15,1"
03/02/2014 23.00,"7,1","4,1","0,3","62,6",
04/02/2014 0.00,"4,0","1,6","0,2","66,9","13,2"
04/02/2014 1.00,"1,9","0,7","0,2","68,3",
04/02/2014 2.00,,,"0,2","71,1","18,1"
04/02/2014 3.00,,,"0,2","73,9",
04/02/2014 4.00,,,"0,2","73,5","9,3"
04/02/2014 5.00,"4,0","1,3","0,2","73,9",
04/02/2014 6.00,"10,7","5,1","0,2","67,5","5,4"
04/02/2014 7.00,"41,6","23,3","0,3","53,7",
04/02/2014 8.00,"86,3","42,1","0,5","44,8","4,9"
04/02/2014 9.00,"70,7","37,8","0,5","39,1",
04/02/2014 10.00,"50,1","29,1","0,4","42,8","10,7"
04/02/2014 11.00,"21,2","11,2","0,3","60,4",
04/02/2014 12.00,"16,7","8,7","0,2","64,2","12,2"
04/02/2014 13.00,"52,2","28,8","0,3","50,1",
04/02/2014 14.00,"43,3","20,9","0,3","56,7","6,8"
04/02/2014 15.00,"29,3","16,1","0,3","59,2",
04/02/2014 16.00,"38,0","22,9","0,5","50,7","9,8"
04/02/2014 17.00,"34,6","19,3","0,3","52,2",
04/02/2014 18.00,"70,5","35,6","0,4","31,5","5,9"
04/02/2014 19.00,"90,0","47,3","0,6","20,8",
04/02/2014 20.00,"125,1","54,7","0,5","23,6","11,2"
04/02/2014 21.00,"75,6","33,7","0,5","27,5",
04/02/2014 22.00,"32,3","18,9","0,4","44,0","20,5"
04/02/2014 23.00,"15,6","11,6","0,3","46,1",
05/02/2014 0.00,"8,5","5,8","0,2","57,7","22,0"
05/02/2014 1.00,"6,5","4,2","0,2","59,0",
05/02/2014 2.00,,,"0,3","61,8","14,6"
05/02/2014 3.00,"1,2","1,0",,"57,2",
05/02/2014 4.00,,,"0,2",,"8,8"
05/02/2014 5.00,"13,9","6,6","0,2","56,8",
05/02/2014 6.00,"16,6","9,0","0,2","60,7","8,8"
05/02/2014 7.00,"37,4","21,3","0,2","44,4",
05/02/2014 8.00,"57,7","27,3","0,4","36,8","7,8"
05/02/2014 9.00,"51,0","25,4","0,4","39,4",
05/02/2014 10.00,"39,5","21,0","0,4","52,4","9,8"
05/02/2014 11.00,"31,1","18,9","0,6","51,6",
05/02/2014 12.00,"45,1","24,1","0,4","49,6","5,9"
05/02/2014 13.00,"33,3","16,0","0,2","63,7",
05/02/2014 14.00,"46,7","21,9","0,3","63,3","12,7"
05/02/2014 15.00,"15,9","7,3","0,2","72,5",
05/02/2014 16.00,"17,3","8,1","0,2","74,2","8,8"
05/02/2014 17.00,"24,3","13,5","0,2","72,5",
05/02/2014 18.00,"40,8","22,3","0,4","61,9","5,4"
05/02/2014 19.00,"43,7","25,9","0,4","56,4",
05/02/2014 20.00,"45,9","27,9","0,4","50,7","17,1"
05/02/2014 21.00,"46,4","27,6","0,3","51,8",
05/02/2014 22.00,"12,2","8,6","0,2","64,4","28,8"
05/02/2014 23.00,"8,1","6,4","0,2","61,2",
06/02/2014 0.00,"6,6","5,5","0,3","58,0","31,3"
06/02/2014 1.00,"6,1","4,2","0,3","63,2",
06/02/2014 2.00,"4,5","4,0","0,2","59,6","25,9"
06/02/2014 3.00,"10,0","8,1","0,2","55,5",
06/02/2014 4.00,,,"0,2","66,9","19,0"
06/02/2014 5.00,"1,4","0,6","0,2","67,5",
06/02/2014 6.00,"40,8","21,3","0,2","47,3","18,1"
06/02/2014 7.00,"75,7","38,6","0,3","35,5",
06/02/2014 8.00,"58,5","31,3","0,4","40,8","18,6"
06/02/2014 9.00,"74,6","43,5","0,5","24,3",
06/02/2014 10.00,"59,3","34,4","0,4","32,9","21,0"
06/02/2014 11.00,"54,0","27,9","0,4","47,7",
06/02/2014 12.00,"30,8","14,7","0,3","64,9","24,4"
06/02/2014 13.00,"46,4","22,5","0,3","60,0",
06/02/2014 14.00,"35,5","16,9","0,3","64,5","13,2"
06/02/2014 15.00,"22,1","11,9","0,3","64,5",
06/02/2014 16.00,"34,0","19,8","0,4","59,9","7,8"
06/02/2014 17.00,"42,2","23,0","0,4","55,3",
06/02/2014 18.00,"52,6","29,7","0,5","47,8","18,1"
06/02/2014 19.00,"54,4","31,1","0,5","44,9",
06/02/2014 20.00,"40,1","26,1","0,4","47,8","15,6"
06/02/2014 21.00,"43,1","28,2","0,4","44,1",
06/02/2014 22.00,"19,2","13,9","0,3","50,8","16,1"
06/02/2014 23.00,"12,8","8,8","0,3","51,5",
07/02/2014 0.00,"5,6","4,2","0,3","56,3","16,1"
07/02/2014 1.00,"2,4","1,0","0,2","58,3",
07/02/2014 2.00,,,"0,2","56,3","16,6"
07/02/2014 3.00,"1,0","0,7",,"53,9",
07/02/2014 4.00,,,"0,2",,"17,1"
07/02/2014 5.00,"22,1","8,4","0,2","44,7",
07/02/2014 6.00,"101,1","31,0","0,4","28,2","11,7"
07/02/2014 7.00,"571,5","102,0","0,7","2,5",
07/02/2014 8.00,"295,1","61,6","1,0","0,9","14,2"
07/02/2014 9.00,"304,4","73,2","1,4","2,0",
07/02/2014 10.00,"77,8","39,1","0,5","41,8","17,1"
07/02/2014 11.00,"34,2","17,8","0,3","64,1",
07/02/2014 12.00,"29,4","15,8","0,4","65,1","20,5"
07/02/2014 13.00,"32,6","15,8","0,3","67,6",
07/02/2014 14.00,"34,2","18,4","0,5","67,4","11,2"
07/02/2014 15.00,"20,8","11,7","0,3","71,7",
07/02/2014 16.00,"17,2","8,4","0,2","75,9","9,8"
07/02/2014 17.00,"16,5","8,5","0,2","73,1",
07/02/2014 18.00,"27,9","14,6","0,3","66,2","14,2"
07/02/2014 19.00,"26,7","14,3","0,3","66,2",
07/02/2014 20.00,"16,0","8,3","0,3","70,4","20,0"
07/02/2014 21.00,"12,8","6,9","0,2","73,1",
07/02/2014 22.00,"5,1","2,1","0,2","78,3","22,9"
07/02/2014 23.00,,,"0,2","81,9",
08/02/2014 0.00,"3,2","1,3","0,1","82,4","24,9"
08/02/2014 1.00,"3,9","1,3","0,2","81,2",
08/02/2014 2.00,,,"0,2","82,7","18,1"
08/02/2014 3.00,"3,1","1,5","0,2","80,1",
08/02/2014 4.00,"5,8","2,7","0,2","77,0","18,6"
08/02/2014 5.00,,,"0,1","82,6",
08/02/2014 6.00,"11,1","5,4","0,2","72,9","25,4"
08/02/2014 7.00,"38,0","19,0","0,2","62,8",
08/02/2014 8.00,"20,7","11,2","0,2","69,1","23,4"
08/02/2014 9.00,"22,9","12,6","0,2","66,2",
08/02/2014 10.00,"12,9","6,3","0,3","66,7","27,3"
08/02/2014 11.00,"16,0","8,3","0,3","64,7",
08/02/2014 12.00,"22,7","10,4","0,3","62,9","34,2"
08/02/2014 13.00,"32,8","15,1","0,3","62,7",
08/02/2014 14.00,"26,7","12,8","0,3","64,5","20,0"
08/02/2014 15.00,"12,7","6,8","0,3","66,0",
08/02/2014 16.00,"21,9","12,7","0,3","62,5","10,7"
08/02/2014 17.00,"32,9","19,9","0,3","54,0",
08/02/2014 18.00,"49,7","29,4","0,5","35,8","5,9"
08/02/2014 19.00,"53,7","31,0","0,5","34,2",
08/02/2014 20.00,"44,1","26,2","0,4","44,3","39,1"
08/02/2014 21.00,"39,6","25,5","0,4","39,4",
08/02/2014 22.00,"28,9","19,3","0,4","42,4","36,1"
08/02/2014 23.00,"8,5","5,5","0,3","50,4",
09/02/2014 0.00,"3,0","1,3","0,2","58,1","24,4"
09/02/2014 1.00,"1,9","0,8","0,3","62,7",
09/02/2014 2.00,"0,3",,"0,2","70,1","18,6"
09/02/2014 3.00,,,,"71,5",
09/02/2014 4.00,,,"0,1",,"12,2"
09/02/2014 5.00,"0,2",,"0,1","67,7",
09/02/2014 6.00,"4,2","3,2","0,2","58,5","9,3"
09/02/2014 7.00,"4,2","3,3","0,2","59,6",
09/02/2014 8.00,"16,6","8,2","0,2","60,5","7,8"
09/02/2014 9.00,"7,3","3,5","0,1","64,6",
09/02/2014 10.00,,,"0,1","69,3","16,1"
09/02/2014 11.00,,,"0,1","75,7",
09/02/2014 12.00,"6,2","2,1","0,2","71,8","12,7"
09/02/2014 13.00,"10,1","5,1","0,3","69,5",
09/02/2014 14.00,"9,2","5,2","0,4","71,0","9,3"
09/02/2014 15.00,"3,9","2,2","0,3","75,4",
09/02/2014 16.00,"3,2","1,8","0,2","73,1","6,8"
09/02/2014 17.00,"2,5","1,2","0,2","72,3",
09/02/2014 18.00,"8,6","5,4","0,2","62,2","19,0"
09/02/2014 19.00,"13,4","8,4","0,2","59,0",
09/02/2014 20.00,"16,2","10,0","0,3","57,9","22,0"
09/02/2014 21.00,"16,8","11,5","0,3","57,9",
09/02/2014 22.00,"17,4","12,0","0,3","56,1","20,5"
09/02/2014 23.00,"16,0","11,9","0,3","51,1",
10/02/2014 0.00,"10,9","7,3","0,3","59,6","23,4"
10/02/2014 1.00,"2,3","1,3","0,2","66,4",
10/02/2014 2.00,,,"0,2","69,4","20,0"
10/02/2014 3.00,"1,9","1,2","0,2","63,7",
10/02/2014 4.00,"24,3","7,4","0,2","44,0","13,2"
10/02/2014 5.00,"111,7","30,4","0,3","34,8",
10/02/2014 6.00,"524,1","97,2","0,4","1,0","20,0"
10/02/2014 7.00,"402,5","101,1","0,6","2,8",
10/02/2014 8.00,"312,4","80,9","1,0","2,2","22,0"
10/02/2014 9.00,"111,2","45,9","0,6","31,2",
10/02/2014 10.00,,,"0,2","53,0","34,2"
10/02/2014 11.00,"26,1","17,4","0,2","61,6",
10/02/2014 12.00,"32,0","20,3","0,2","62,9","42,0"
