"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","","",""
"Stat","Torchiarolo","","","","","","","","","","","","","","","","","",""
,SO2,NOX,NO2,CO,PM10,O3,BENZENE
19/07/2011 9.00,"0,3","22,8","17,5","0,5","27,6","51,5","0,7"
19/07/2011 10.00,"0,3","22,6","17,6","0,5","27,6",65,"0,7"
19/07/2011 11.00,"0,3","16,4","13,5","0,5","27,6","69,3","0,5"
19/07/2011 12.00,"0,3","13,3",11,"0,5","27,6","75,1","0,4"
19/07/2011 13.00,"0,3","11,2","9,3","0,4","27,6","88,2","0,3"
19/07/2011 14.00,"0,3","8,2","6,9","0,3","27,6","93,1","0,2"
19/07/2011 15.00,"0,3",9,"7,9","0,3","27,6","98,1","0,2"
19/07/2011 16.00,"0,3","9,6",8,"0,3","27,6","97,2","0,2"
19/07/2011 17.00,"0,3","9,7","8,1","0,2","27,6",98,"0,2"
19/07/2011 18.00,"0,3",14,"11,6","0,3","27,6","101,1","0,3"
19/07/2011 19.00,"0,4","13,2","11,7","0,4","27,6","95,6","0,3"
19/07/2011 20.00,"0,3","19,8","17,3","0,4","27,6","81,7","0,4"
19/07/2011 21.00,"0,3",18,"15,2","0,3","27,6","75,3","0,4"
19/07/2011 22.00,"0,4","19,7","15,9","0,3","27,6","61,4","0,4"
19/07/2011 23.00,"0,7","13,1","11,1","0,3","27,6","56,1","0,3"
20/07/2011 0.00,"0,7","10,8","8,4","0,3","27,6","53,6","0,2"
20/07/2011 1.00,"1,1","10,4","8,2","0,4","31,4","51,3","0,2"
20/07/2011 2.00,1,"8,5","6,6","0,4","31,4","54,8","0,2"
20/07/2011 3.00,"0,6","7,2","5,5","0,5","31,4","58,4","0,2"
20/07/2011 4.00,"0,4","7,2","5,6","0,5","31,4","51,2","0,2"
20/07/2011 5.00,"0,7","12,8","10,3","0,6","31,4","36,4","0,4"
20/07/2011 6.00,"0,9",24,"19,2","0,6","31,4","24,1","0,7"
20/07/2011 7.00,"0,9","30,7","21,8","0,6","31,4","27,7","0,6"
20/07/2011 8.00,"0,8","28,3",21,"0,7","31,4","49,1","0,7"
20/07/2011 9.00,"1,3","15,8","12,6","0,6","31,4","70,5","0,5"
20/07/2011 10.00,"1,3","13,5","10,5","0,5","31,4","69,9","0,4"
20/07/2011 11.00,"1,1",12,"9,5","0,4","31,4","76,3","0,3"
20/07/2011 12.00,"0,9","10,5","8,3","0,3","31,4","86,3","0,2"
20/07/2011 13.00,"0,8","6,9","5,6","0,3","31,4","89,2","0,2"
20/07/2011 14.00,"0,7","5,5","4,6","0,3","31,4","92,6","0,1"
20/07/2011 15.00,"0,8","4,6","3,8","0,3","31,4",93,"0,1"
20/07/2011 16.00,"1,1","7,5","6,3","0,2","31,4","107,1","0,1"
20/07/2011 17.00,"1,1","4,3","3,7","0,2","31,4","114,3","0,1"
20/07/2011 18.00,"0,8","6,8","5,7","0,3","31,4",110,"0,2"
20/07/2011 19.00,"0,8","6,9","5,8","0,3","31,4","108,8","0,2"
20/07/2011 20.00,"1,1","7,1","5,8","0,3","31,4","108,5","0,2"
20/07/2011 21.00,"0,5","16,2","13,7","0,4","31,4","88,7","0,3"
20/07/2011 22.00,"0,5","21,1","18,9","0,4","31,4","78,2","0,5"
20/07/2011 23.00,"0,3","14,5","12,8","0,3","31,4","77,1","0,2"
21/07/2011 0.00,"0,3","23,7","21,6","0,3","31,4","63,9","0,3"
21/07/2011 1.00,,"12,6","10,9","0,3","21,6","78,7","0,2"
21/07/2011 2.00,"0,3",,,"0,3","21,6","76,5","0,2"
21/07/2011 3.00,"0,3","16,8","15,3",,"21,6","60,5","0,6"
21/07/2011 4.00,"0,2","12,6","11,1","0,3","21,6",,"0,3"
21/07/2011 5.00,"0,3","18,4","15,5","0,3","21,6","50,8","0,2"
21/07/2011 6.00,"0,3","25,1","21,8","0,4","21,6","44,1",
21/07/2011 7.00,"0,4","28,8","21,2","0,4","21,6","47,9",
21/07/2011 8.00,"0,2","13,5","11,1","0,4","21,6","67,4","0,3"
21/07/2011 9.00,"0,4","11,2","9,2","0,4","21,6","75,4","0,3"
21/07/2011 10.00,"0,4","12,4","10,1","0,4","21,6","82,2","0,2"
21/07/2011 11.00,"0,3","12,6","10,8","0,3","21,6","97,7","0,3"
21/07/2011 12.00,"0,8","8,8","7,6","0,4","21,6",110,"0,3"
21/07/2011 13.00,"0,4","6,5","5,4","0,4","21,6","110,1","0,1"
21/07/2011 14.00,"0,6","5,1","4,3","0,4","21,6",109,"0,1"
21/07/2011 15.00,"0,5","5,3","4,4","0,4","21,6","113,3","0,1"
21/07/2011 16.00,"0,5","4,8","3,8","0,4","21,6",115,0
21/07/2011 17.00,"0,5",7,"5,7","0,4","21,6","117,9","0,2"
21/07/2011 18.00,"0,6","5,8","4,7","0,4","21,6","116,1","0,2"
21/07/2011 19.00,"0,5","11,9","10,1","0,5","21,6","106,3","0,1"
21/07/2011 20.00,"0,3","17,6","15,8","0,5","21,6","90,9","0,6"
21/07/2011 21.00,"0,4","19,5","16,5","0,5","21,6","83,6","0,6"
21/07/2011 22.00,"0,2","14,6","12,8","0,5","21,6","84,9","0,7"
21/07/2011 23.00,"0,3","8,7","7,2","0,4","21,6","84,7","0,4"
22/07/2011 0.00,"0,3","7,3","6,2","0,4","21,6",82,"0,2"
22/07/2011 1.00,"0,3","6,5","5,4","0,6","20,5","77,1",
22/07/2011 2.00,"0,4","6,7","5,9","0,5","20,5","75,1","1,1"
22/07/2011 3.00,"0,3","6,7","5,8","0,5","20,5","70,8","0,3"
22/07/2011 4.00,"0,3","10,8","9,6","0,5","20,5","60,9","0,3"
22/07/2011 5.00,"0,3","14,5","13,1","0,5","20,5","57,8","0,3"
22/07/2011 6.00,"0,3","24,5","21,1","0,5","20,5",52,"0,3"
22/07/2011 7.00,"0,3","28,2","21,8","0,5","20,5","53,7","0,5"
22/07/2011 8.00,"0,3","15,2","12,2","0,5","20,5","58,7","0,6"
22/07/2011 9.00,"0,3","11,1","8,7","0,5","20,5","63,9","0,4"
22/07/2011 10.00,"0,3","10,9","9,3","0,5","20,5",75,"0,4"
22/07/2011 11.00,"0,3",10,"8,2","0,4","20,5","89,5","0,3"
22/07/2011 12.00,"0,5","16,7","12,8","0,4","20,5","92,5","0,2"
22/07/2011 13.00,"0,2",5,"4,1","0,4","20,5","101,5","0,1"
22/07/2011 14.00,"0,4","11,6","7,9","0,4","20,5","100,1","0,1"
22/07/2011 15.00,"0,3","3,6","2,9","0,4","20,5","105,4","0,1"
22/07/2011 16.00,"0,3","3,3","2,7","0,4","20,5",106,"0,1"
22/07/2011 17.00,"0,2","6,3","5,2","0,5","20,5","117,4",0
22/07/2011 18.00,"0,5","6,7","5,7","0,5","20,5","125,5","0,1"
22/07/2011 19.00,"0,5","7,7","6,6","0,5","20,5",118,"0,2"
22/07/2011 20.00,"0,3","20,7","18,1","0,5","20,5","102,6","0,4"
22/07/2011 21.00,"0,2","29,5","25,8","0,5","20,5","67,5","0,5"
22/07/2011 22.00,"0,2","26,3","23,2","0,4","20,5","58,8","0,4"
22/07/2011 23.00,"0,2","19,9","17,4","0,4","20,5","56,6","0,4"
23/07/2011 0.00,"0,2","20,5",17,"0,5","20,5","52,2","0,5"
23/07/2011 1.00,,"19,6","16,8","0,5","21,9","44,6","0,5"
23/07/2011 2.00,"0,3",,,"0,6","21,9","39,3","0,7"
23/07/2011 3.00,"0,3","20,5",18,,"21,9","33,9","0,4"
23/07/2011 4.00,"0,2","14,1","12,1","0,5","21,9",,"0,4"
23/07/2011 5.00,"0,2","18,2","14,7","0,6","21,9","23,2","0,6"
23/07/2011 6.00,"0,2","25,9","21,1","0,5","21,9","24,7",
23/07/2011 7.00,"0,2","21,3","15,9","0,4","21,9","47,8","0,7"
23/07/2011 8.00,"0,2","23,7","18,9","0,6","21,9","43,5",1
23/07/2011 9.00,"0,2","35,8","23,7","0,6","21,9","44,9","0,7"
23/07/2011 10.00,"0,2","27,6","19,5","0,6","21,9","55,4","0,7"
23/07/2011 11.00,"0,2","13,6","10,7","0,6","21,9","70,3","0,5"
23/07/2011 12.00,"0,3","6,9","5,2","0,5","21,9","77,7","0,2"
23/07/2011 13.00,"0,2","5,2","3,8","0,4","21,9","84,7","0,1"
23/07/2011 14.00,"0,2","3,7",3,"0,4","21,9","92,9","0,1"
23/07/2011 15.00,"0,2","4,6","3,7","0,5","21,9","103,1","0,1"
23/07/2011 16.00,"0,2","5,4","4,1","0,5","21,9","105,2","0,1"
23/07/2011 17.00,"0,2","7,7",6,"0,5","21,9","97,5","0,1"
23/07/2011 18.00,"0,2","8,3","6,8","0,4","21,9","93,1","0,1"
23/07/2011 19.00,"0,2","11,5","9,7","0,5","21,9","82,8","0,1"
23/07/2011 20.00,"0,2","23,2","18,2","0,3","21,9","67,9","0,5"
23/07/2011 21.00,"0,2",28,"22,1","0,3","21,9","50,7","0,4"
23/07/2011 22.00,"0,7","24,2","20,6","0,3","21,9","46,1","0,4"
23/07/2011 23.00,"1,3","9,8","7,9","0,3","21,9","47,1","0,2"
24/07/2011 0.00,"0,9","12,2","10,3","0,3","21,9","39,7","0,2"
24/07/2011 1.00,"1,2","17,9","15,1","0,4","18,4",28,"0,3"
24/07/2011 2.00,"1,4","16,4","13,5","0,4","18,4","21,8","0,4"
24/07/2011 3.00,"1,4","13,7","11,3","0,5","18,4","19,9","0,4"
24/07/2011 4.00,1,"35,4","28,7","0,5","18,4","7,7","0,5"
24/07/2011 5.00,"0,8","26,2","21,7","0,5","18,4","11,2","0,5"
24/07/2011 6.00,"1,1","31,9","25,1","0,5","18,4","14,7","0,7"
24/07/2011 7.00,"1,5","41,2","27,6","0,5","18,4",20,"0,7"
24/07/2011 8.00,"1,2","15,6","12,2","0,5","18,4","63,9","0,4"
24/07/2011 9.00,"1,5","7,9","6,4","0,5","18,4","83,7","0,2"
24/07/2011 10.00,"1,4","7,8","6,1","0,4","18,4","96,2","0,2"
24/07/2011 11.00,"1,3","6,8","5,7","0,4","18,4","100,9","0,2"
24/07/2011 12.00,"1,2","5,2","4,3","0,4","18,4","96,3","0,2"
24/07/2011 13.00,1,"4,7","3,6","0,4","18,4","99,3","0,1"
24/07/2011 14.00,"1,7","4,1","3,4","0,3","18,4","100,8","0,1"
24/07/2011 15.00,"1,1","3,8","3,3","0,3","18,4","101,9","0,1"
24/07/2011 16.00,"1,3","4,6","3,6","0,3","18,4","104,2","0,1"
24/07/2011 17.00,"1,3","5,9","4,9","0,3","18,4",107,"0,2"
24/07/2011 18.00,1,"6,8","5,7","0,3","18,4","100,3","0,1"
24/07/2011 19.00,"0,9","8,5","7,4","0,3","18,4","95,7","0,2"
24/07/2011 20.00,"1,1","12,6","11,2","0,3","18,4","90,4","0,2"
24/07/2011 21.00,"1,2","15,2","13,6","0,4","18,4","81,9","0,3"
24/07/2011 22.00,"0,7","12,4","10,9","0,3","18,4","83,6","0,3"
24/07/2011 23.00,"0,2","8,8","7,9","0,3","18,4","87,8","0,2"
25/07/2011 0.00,"0,2","8,1","7,3","0,5","18,4","88,1","0,1"
25/07/2011 1.00,,"7,9","7,3","0,5","15,1",91,"0,1"
25/07/2011 2.00,"0,3",,,"0,4","15,1","74,6","0,3"
25/07/2011 3.00,"0,3","16,9","15,9",,"15,1",77,"0,1"
25/07/2011 4.00,,,,,"15,1",,
25/07/2011 5.00,"0,3","17,3","16,2","0,4","15,1","65,8","0,1"
25/07/2011 6.00,"0,3","52,5","43,1","0,4","15,1","45,9","0,3"
25/07/2011 7.00,"0,3","25,4","21,6","0,4","15,1","69,3",1
25/07/2011 8.00,"0,3","13,5","11,3","0,4","15,1","91,7","0,3"
25/07/2011 9.00,"0,3","9,6","7,9","0,4","15,1","89,5","0,2"
25/07/2011 10.00,"0,3","12,5","9,7","0,5","15,1",90,"0,3"
25/07/2011 11.00,"0,3","9,9","8,2","0,6","15,1","97,3","0,2"
25/07/2011 12.00,"0,3","7,9","6,5","0,5","15,1","111,3","0,3"
25/07/2011 13.00,"0,3","6,4","5,5","0,5","15,1","114,5","0,1"
25/07/2011 14.00,"0,3","4,9","3,9","0,5","15,1","121,7","0,1"
25/07/2011 15.00,"0,4","4,2","3,4","0,5","15,1","126,5","0,1"
25/07/2011 16.00,"0,3","5,3","4,3","0,5","15,1","126,6","0,1"
25/07/2011 17.00,"0,3","5,7","4,7","0,5","15,1","123,3","0,1"
25/07/2011 18.00,"0,3","10,2","8,6","0,6","15,1","100,4","0,1"
25/07/2011 19.00,"0,3",17,"15,2","0,6","15,1",96,"0,2"
25/07/2011 20.00,"0,3","19,8","17,5","0,6","15,1","94,7","0,3"
25/07/2011 21.00,"0,3","12,5","10,8","0,5","15,1","92,4","0,3"
25/07/2011 22.00,"0,3","12,3",11,"0,5","15,1","83,5","0,2"
25/07/2011 23.00,"0,3","16,9","15,5","0,4","15,1","71,4","0,1"
26/07/2011 0.00,"0,3","23,3","21,4","0,5","15,1","51,8","0,2"
26/07/2011 1.00,"0,3","19,3","17,2","0,5","14,6","45,6","0,3"
26/07/2011 2.00,"0,3",18,"16,1","0,5","14,6","59,3","0,4"
26/07/2011 3.00,"0,3","12,1","10,5","0,5","14,6","54,7","0,2"
26/07/2011 4.00,"0,4","12,4","10,9","0,5","14,6","49,9","0,2"
26/07/2011 5.00,"0,5",16,"14,3","0,5","14,6","59,5","0,2"
26/07/2011 6.00,"0,4",34,"28,6","0,6","14,6","46,7","0,4"
26/07/2011 7.00,"0,5","35,7","30,1","0,5","14,6","56,5","0,5"
26/07/2011 8.00,,,,,"14,6",,
26/07/2011 9.00,"0,4",11,"8,5","0,5","14,6","86,5",
26/07/2011 10.00,"0,6","13,3","11,1","0,5","14,6","92,8",
26/07/2011 11.00,"0,4","11,7","9,7","0,5","14,6","94,3",
26/07/2011 12.00,"0,4","9,1","7,3","0,5","14,6","99,9",
26/07/2011 13.00,"0,5","10,5",9,"0,5","14,6","93,4",
26/07/2011 14.00,1,"25,4","21,1","0,5","14,6","72,9",
26/07/2011 15.00,"0,7","8,5","6,4","0,5","14,6","86,5",
26/07/2011 16.00,"0,5","5,1","3,9","0,5","14,6",107,
26/07/2011 17.00,"0,9","7,4",6,"0,5","14,6","110,4",
26/07/2011 18.00,"0,6","9,6","8,1","0,5","14,6","107,8",
26/07/2011 19.00,"0,5","13,3","11,4","0,5","14,6","86,2",
26/07/2011 20.00,"0,5","21,4","18,2","0,4","14,6","69,4",
26/07/2011 21.00,"0,5","22,6","19,4","0,4","14,6","61,5",
26/07/2011 22.00,"0,3","33,4","29,6","0,4","14,6","34,4",
26/07/2011 23.00,"0,4","59,8","51,1","0,5","14,6","12,6",
27/07/2011 0.00,"0,6","47,5","40,1","0,5","14,6","13,5",
27/07/2011 1.00,,"48,7",36,"0,5","18,8","2,3",
27/07/2011 2.00,"0,2",,,"0,5","18,8","4,5",
27/07/2011 3.00,"0,1","46,6",37,,"18,8","2,7",
27/07/2011 4.00,"0,4","57,4","35,4","0,4","18,8",,
27/07/2011 5.00,"0,7","83,7","36,6","0,5","18,8",,
27/07/2011 6.00,1,"118,8","41,6","0,5","18,8",,
27/07/2011 7.00,"0,5","111,7","53,5","0,4","18,8",,
27/07/2011 8.00,"0,2","45,2",28,"0,4","18,8",39,
27/07/2011 9.00,"0,3",11,"8,4","0,5","18,8","79,2",
27/07/2011 10.00,"0,6","9,3","7,1","0,5","18,8","95,5",
27/07/2011 11.00,"0,2",10,"7,7","0,5","18,8","109,3",
27/07/2011 12.00,,,,,"18,8",,
27/07/2011 13.00,"0,2","7,6","5,9","0,4","18,8","112,6",
27/07/2011 14.00,"0,4","8,9","6,9","0,4","18,8","112,3","0,3"
27/07/2011 15.00,"0,5","6,6","5,1","0,3","18,8","113,9","0,1"
27/07/2011 16.00,"0,6","7,3",6,"0,3","18,8","117,9","0,1"
27/07/2011 17.00,"0,5",9,"7,3","0,4","18,8","121,7","0,1"
27/07/2011 18.00,"0,6","9,3","7,4","0,4","18,8","119,6","0,2"
27/07/2011 19.00,"0,3","15,3","12,9","0,4","18,8","80,7","0,2"
27/07/2011 20.00,"0,1","16,8","15,2","0,4","18,8","71,2","0,2"
27/07/2011 21.00,"0,4","27,9","24,2","0,3","18,8","56,8","0,4"
27/07/2011 22.00,"0,7","24,4","21,4","0,3","18,8","48,8","0,3"
27/07/2011 23.00,1,"25,2","22,1","0,4","18,8",40,"0,3"
28/07/2011 0.00,"1,7","29,3",25,"0,4","18,8","20,5","0,5"
28/07/2011 1.00,"1,5","25,2",21,"0,4",21,"26,5","0,5"
28/07/2011 2.00,"1,5","22,7","19,3","0,4",21,25,"0,6"
28/07/2011 3.00,"1,5",17,"14,6","0,4",21,"31,8","0,6"
28/07/2011 4.00,"1,3","19,3","16,9","0,4",21,"26,2","0,5"
28/07/2011 5.00,"1,4","23,3","18,7","0,5",21,16,"0,7"
28/07/2011 6.00,"1,2",40,"28,8","0,5",21,"8,9","0,9"
28/07/2011 7.00,"1,6","62,4","39,6","0,4",21,"15,6","1,2"
28/07/2011 8.00,"1,5","26,7","18,3","0,4",21,48,"0,9"
28/07/2011 9.00,"1,9","18,5","13,7","0,5",21,"62,4","0,7"
28/07/2011 10.00,"2,3","14,2","11,2","0,5",21,"72,5","0,6"
28/07/2011 11.00,"2,1","12,8","10,1","0,5",21,"69,8","0,4"
28/07/2011 12.00,"1,6",9,"7,1","0,4",21,"66,1","0,4"
28/07/2011 13.00,"1,3","7,7","6,2","0,3",21,"75,8","0,2"
28/07/2011 14.00,"1,5","6,7","5,5","0,3",21,"105,5","0,2"
28/07/2011 15.00,"2,2","5,3","4,3","0,3",21,"112,8","0,2"
28/07/2011 16.00,"1,6","5,3","4,1","0,3",21,116,"0,1"
28/07/2011 17.00,"1,2","8,4","6,7","0,3",21,"115,8","0,1"
28/07/2011 18.00,"1,8","6,9","5,8","0,4",21,"112,7","0,1"
28/07/2011 19.00,"1,6",11,"9,3","0,3",21,"111,9","0,1"
28/07/2011 20.00,"1,9","13,3","11,4","0,2",21,"93,8","0,2"
28/07/2011 21.00,"1,7","13,1","10,9","0,2",21,"72,2","0,3"
28/07/2011 22.00,1,"16,5",14,"0,3",21,50,"0,2"
28/07/2011 23.00,"1,2","15,3","12,9","0,3",21,"40,1","0,5"
29/07/2011 0.00,"1,1","12,8","10,4","0,3",21,"50,7","0,3"
29/07/2011 1.00,,"17,8","15,3","0,5","14,1","47,4","0,2"
29/07/2011 2.00,"0,3",,,"0,4","14,1","33,7","1,9"
29/07/2011 3.00,"0,3","17,6","15,4",,"14,1","23,4","0,2"
29/07/2011 4.00,"0,2","16,7","14,4","0,3","14,1",,"0,3"
29/07/2011 5.00,"0,3","29,4",24,"0,3","14,1","3,1","0,4"
29/07/2011 6.00,"0,4","28,6","18,5","0,3","14,1",1,"0,6"
29/07/2011 7.00,"0,4","37,6","21,3","0,3","14,1","8,5","0,6"
29/07/2011 8.00,"0,3","24,7","17,2","0,4","14,1",42,"0,7"
29/07/2011 9.00,"0,2","15,6","11,7","0,5","14,1","64,8","0,6"
29/07/2011 10.00,"0,4","10,9","8,1","0,5","14,1","75,7","0,3"
29/07/2011 11.00,"0,3","9,9","7,9","0,3","14,1","85,3","0,3"
29/07/2011 12.00,"0,6","16,1",12,"0,3","14,1","100,6","0,2"
29/07/2011 13.00,"0,8","10,3","8,7","0,3","14,1","110,6","0,1"
29/07/2011 14.00,"0,7","12,4","10,9","0,3","14,1","112,9","0,4"
29/07/2011 15.00,"0,2","12,8","10,8","0,3","14,1","109,4","0,3"
29/07/2011 16.00,"0,5","4,9",4,"0,2","14,1",116,"0,1"
29/07/2011 17.00,"0,4","9,4","8,1","0,2","14,1","110,6","0,2"
29/07/2011 18.00,"0,3",14,"11,7","0,3","14,1","109,1","0,2"
29/07/2011 19.00,,,,,"14,1",,"0,2"
29/07/2011 20.00,,15,"13,2","0,3","14,1","106,8",
29/07/2011 21.00,,15,13,"0,4","14,1","98,5",
29/07/2011 22.00,,"12,2","10,5","0,3","14,1","92,9",
29/07/2011 23.00,,"14,1","12,4","0,4","14,1","79,9",
30/07/2011 0.00,,"12,1","10,5","0,4","14,1","81,2",
30/07/2011 1.00,,"16,5","14,7","0,5","14,6","64,3",
30/07/2011 2.00,,"12,8",11,"0,4","14,6","57,1",
30/07/2011 3.00,,"11,2","9,7","0,4","14,6","59,1",
30/07/2011 4.00,,"12,1","10,5","0,4","14,6","58,2",
30/07/2011 5.00,,12,"10,5","0,4","14,6","58,4",
30/07/2011 6.00,,"13,3","11,6","0,4","14,6","68,7",
30/07/2011 7.00,,14,"11,6","0,4","14,6","72,4",
30/07/2011 8.00,,"11,5","8,9","0,4","14,6","86,5",
30/07/2011 9.00,,"8,9","6,8","0,4","14,6","103,5",
30/07/2011 10.00,,8,"6,4","0,4","14,6","101,7",
30/07/2011 11.00,,"6,6","5,3","0,4","14,6","108,6",
30/07/2011 12.00,,"7,8","6,2","0,5","14,6","115,2",
30/07/2011 13.00,,"6,3","5,3","0,5","14,6","115,8",
30/07/2011 14.00,,"4,9","3,9","0,5","14,6","116,8",
30/07/2011 15.00,,5,"4,2","0,5","14,6","119,2",
30/07/2011 16.00,,"6,9",6,"0,4","14,6","121,9",
30/07/2011 17.00,,10,"8,6","0,4","14,6","123,1",
30/07/2011 18.00,,"5,4","4,4","0,4","14,6","120,2",
30/07/2011 19.00,,"10,9","9,4","0,4","14,6","115,8",
30/07/2011 20.00,,"13,9","12,1","0,4","14,6","100,1",
30/07/2011 21.00,,"21,9","19,6","0,5","14,6","78,1",
30/07/2011 22.00,,"41,8","39,2","0,5","14,6","58,3",
30/07/2011 23.00,,"29,8","27,3","0,5","14,6","60,9",
31/07/2011 0.00,,"23,1","21,1","0,5","14,6",66,
31/07/2011 1.00,,"28,4","26,2","0,6","15,3","49,9",
31/07/2011 2.00,"0,3",,,"0,5","15,3",54,
31/07/2011 3.00,"0,3","29,5","26,8",,"15,3","41,2",
31/07/2011 4.00,"0,3","23,7","21,4","0,5","15,3",,
31/07/2011 5.00,"0,3","22,6","20,3","0,5","15,3","48,6",
31/07/2011 6.00,"0,3","31,4",28,"0,5","15,3",44,
31/07/2011 7.00,"0,3","42,3","33,9","0,5","15,3","36,7",
31/07/2011 8.00,"0,3","14,7","12,1","0,5","15,3","74,3",
31/07/2011 9.00,"0,3","10,6",9,"0,6","15,3","95,1",
31/07/2011 10.00,"0,4","8,5","7,3","0,6","15,3","103,3",
31/07/2011 11.00,"0,3","9,7","8,8","0,6","15,3",122,
31/07/2011 12.00,"0,3","10,1","9,1","0,5","15,3",126,
31/07/2011 13.00,"0,3","5,1","4,1","0,5","15,3","119,3",
31/07/2011 14.00,"0,3","3,7","3,2","0,5","15,3","121,2",
31/07/2011 15.00,"0,3","4,5","3,9","0,4","15,3","125,9",
31/07/2011 16.00,"0,3","4,8","4,1","0,4","15,3","110,8",
31/07/2011 17.00,"0,3","5,1","4,3","0,5","15,3","104,8",
31/07/2011 18.00,"0,3","5,8","5,2","0,5","15,3","107,7",
31/07/2011 19.00,"0,3","7,7","6,7","0,5","15,3","104,8",
31/07/2011 20.00,"0,3","17,1",16,"0,6","15,3","106,7",
31/07/2011 21.00,"0,3","26,8","24,5","0,6","15,3","78,7",
31/07/2011 22.00,"0,8","28,7","26,2","0,7","15,3","65,1",
31/07/2011 23.00,"1,6","30,9","27,7","0,6","15,3",55,
01/08/2011 0.00,"1,5",29,"26,6","0,6","15,3","43,7",
01/08/2011 1.00,"1,8","38,4",35,"0,7","19,5","29,5",
01/08/2011 2.00,"1,4","37,5","33,8","0,6","19,5",30,
01/08/2011 3.00,"1,7","36,8","33,3","0,6","19,5","35,2",
01/08/2011 4.00,"1,6","20,6","18,2","0,6","19,5","49,8",
01/08/2011 5.00,"1,7","27,1","24,4","0,6","19,5","44,8",
01/08/2011 6.00,"1,8","41,7","35,2","0,7","19,5","41,4",
01/08/2011 7.00,"1,6","38,4","31,6","0,6","19,5","54,3",
01/08/2011 8.00,"1,2","26,2","21,1","0,5","19,5","77,5",
01/08/2011 9.00,"2,2","38,5","30,9","0,5","19,5","75,8",
01/08/2011 10.00,"2,2","22,6",19,"0,6","19,5","105,4",
01/08/2011 11.00,"2,2",21,"17,3","0,6","19,5","113,4",
01/08/2011 12.00,2,"7,9","6,6","0,6","19,5","116,7",
01/08/2011 13.00,"2,3","7,6","6,3","0,6","19,5","120,8",
01/08/2011 14.00,"2,3","10,9","9,4","0,5","19,5","122,6",
01/08/2011 15.00,"2,2","7,6","6,6","0,5","19,5","129,4",
01/08/2011 16.00,"2,1","9,4",8,"0,5","19,5","130,8",
01/08/2011 17.00,"2,2","10,7","9,4","0,5","19,5","128,9",
01/08/2011 18.00,"2,4","15,6","13,9","0,5","19,5","121,7",
01/08/2011 19.00,"1,3","21,9",20,"0,6","19,5","114,8",
01/08/2011 20.00,"1,8","15,5","13,7","0,6","19,5","109,2",
01/08/2011 21.00,"2,4","20,3","18,2","0,6","19,5","92,4",
01/08/2011 22.00,"1,8","20,2","18,2","0,5","19,5","77,2",
01/08/2011 23.00,"0,7","17,3",15,"0,5","19,5","79,5",
02/08/2011 0.00,"0,5","13,5",12,"0,5","19,5","79,3",
02/08/2011 1.00,,11,"9,8","0,5","18,1","69,3",
02/08/2011 2.00,"0,6",,,"0,6","18,1","61,8",
02/08/2011 3.00,"0,3",12,"10,9",,"18,1","74,5",
02/08/2011 4.00,"0,4","8,8","7,8","0,5","18,1",,
02/08/2011 5.00,"0,6","12,6","11,6","0,5","18,1","64,4",
02/08/2011 6.00,"0,6","25,8","22,9","0,6","18,1","43,6",
02/08/2011 7.00,"0,6","20,3","16,6","0,5","18,1","79,4",
02/08/2011 8.00,"0,6","10,7","8,5","0,5","18,1","101,3",
02/08/2011 9.00,"1,1",11,"9,2","0,6","18,1","103,8",
02/08/2011 10.00,"0,9","16,7","13,9","0,6","18,1","109,6",
02/08/2011 11.00,"1,1","11,4",9,"0,6","18,1","117,1",
02/08/2011 12.00,1,"8,2","6,5","0,6","18,1","113,4",
02/08/2011 13.00,"1,2","6,7","5,5","0,5","18,1","116,1",
02/08/2011 14.00,1,"6,6","5,4","0,5","18,1",119,
02/08/2011 15.00,,,,,"18,1",,
02/08/2011 16.00,"0,8","7,3","6,2","0,5","18,1","117,5",
02/08/2011 17.00,"0,6","6,1","4,9","0,5","18,1","111,1",
02/08/2011 18.00,1,"7,5",6,"0,5","18,1","109,6",
02/08/2011 19.00,"0,8","9,9","8,1","0,4","18,1","106,4","0,2"
02/08/2011 20.00,"0,6","14,6","12,7","0,4","18,1","100,3","0,3"
02/08/2011 21.00,"0,5","12,9","11,1","0,4","18,1","90,3","0,2"
02/08/2011 22.00,"0,7","12,5","10,7","0,3","18,1","85,3","0,3"
02/08/2011 23.00,"1,2","11,7","10,2","0,4","18,1","75,6","0,2"
03/08/2011 0.00,1,13,"11,4","0,4","18,1","69,8","0,2"
03/08/2011 1.00,"1,7","12,5",11,"0,4","19,3","66,2","0,1"
03/08/2011 2.00,"1,6","11,6","10,2","0,4","19,3","62,8","0,2"
03/08/2011 3.00,"0,9","7,7","6,7","0,4","19,3","67,3","0,2"
03/08/2011 4.00,"1,3",6,5,"0,4","19,3","77,7","0,2"
03/08/2011 5.00,"1,3","8,1","6,9","0,4","19,3","75,6","0,1"
03/08/2011 6.00,"1,7","18,6","16,1","0,5","19,3","56,3","0,3"
03/08/2011 7.00,"1,2","20,8","16,9","0,5","19,3","59,8","0,4"
03/08/2011 8.00,"1,3","19,7","14,8","0,4","19,3","72,8","0,4"
03/08/2011 9.00,"1,6","14,8","11,9","0,5","19,3","82,4","0,4"
03/08/2011 10.00,"1,7","6,2","4,8","0,5","19,3",92,"0,4"
