"NetC","","","","","","",""
"Stat","SS7 Wind","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
15/01/2012 4.00,"0,650026","4,949436","6,164521","0,172696","12,45421","0,108823"
15/01/2012 5.00,"0,600371","4,499073","4,904509","0,168142",,"0,077904"
15/01/2012 6.00,"0,560648","3,557467","4,147724","0,147931","8,791209","0,074713"
15/01/2012 7.00,"0,630164","3,924766","4,377289","0,204421",,"0,078674"
15/01/2012 8.00,"0,650026","3,950073","4,204144","0,254999","5,128205","0,079224"
15/01/2012 9.00,"0,593149","4,615882","5,840925","0,130468",,"0,091878"
15/01/2012 10.00,"0,650026","3,330989","4,413605","0,082121","3,663004","0,170552"
15/01/2012 11.00,"0,650026","2,767714","3,80662","0,076833",,"0,083405"
15/01/2012 12.00,"0,650026","2,380298","3,231412","0,064121","2,442003","0,061069"
15/01/2012 13.00,"0,650026","1,87802","2,753477","0,079592",,"0,050946"
15/01/2012 14.00,"0,650026","2,112936","2,801464","0,046898","2,442003","0,074713"
15/01/2012 15.00,"0,650026","1,8605","2,386434","0,047998",,"0,016615"
15/01/2012 16.00,"0,650026","2,001319","2,496676","0,094003","2,197802","0,068331"
15/01/2012 17.00,"0,098407","2,203786","2,429234","0,093946",,"0,0647"
15/01/2012 18.00,"0,650026","2,606127","3,107551","0,138524","2,197802","0,06591"
15/01/2012 19.00,"0,647317","2,800809","2,922085","0,132261",,"0,094409"
15/01/2012 20.00,"0,613011","21,755576","27,238408","0,221547","5,616606","0,168901"
15/01/2012 21.00,"0,652734","12,99429","14,041047","0,264219",,"0,276294"
15/01/2012 22.00,"0,535368","24,716671","34,380187","0,242203","11,23321","0,240644"
15/01/2012 23.00,"0,694264","16,947609","20,257428","0,204113",,"0,251427"
16/01/2012 0.00,"0,650026","15,418069","18,500046","0,167636","8,058608","0,271673"
16/01/2012 1.00,,"16,611459","21,190619","0,190409",,"0,198061"
16/01/2012 2.00,"0,650026",,,"0,136658","5,128205","0,078564"
16/01/2012 3.00,"0,639192","5,78202","5,914204",,,"0,085386"
16/01/2012 4.00,"0,363834","8,152584","9,768813","0,350472","8,547009","0,090338"
16/01/2012 5.00,"0,650026","7,255107","8,185206","0,54746",,"0,113334"
16/01/2012 6.00,"0,528146","8,924818","14,167501","0,225519","13,43101","0,104532"
16/01/2012 7.00,"0,650026","5,793702","8,416718","0,301654",,"0,089898"
16/01/2012 8.00,"0,650026","8,098723","12,333579","0,528094","16,60561","0,124338"
16/01/2012 9.00,"0,304248","10,687328","15,144124","0,383007",,"0,35992"
16/01/2012 10.00,"0,665373","5,552297","6,975779","0,25762","14,40781","0,22832"
16/01/2012 11.00,"0,706903","4,396543","6,215751","0,232779",,"0,149645"
16/01/2012 12.00,"0,810727","3,151882","4,307902","0,250026","8,791209","0,076914"
16/01/2012 13.00,"0,790865","2,349798","3,139976","0,255737",,"0,060298"
16/01/2012 14.00,"0,782739","2,775499","4,227489","0,273338","7,814408","0,088907"
16/01/2012 15.00,"0,735793","2,23883","3,462922","0,259602",,"0,078344"
16/01/2012 16.00,"0,713223","3,217426","4,70283","0,321373","11,23321","0,067341"
16/01/2012 17.00,"1,040944","5,652233","6,676826","0,328947",,"0,089127"
16/01/2012 18.00,"0,650026","7,485478","8,528904","0,374608","6,593407","0,129949"
16/01/2012 19.00,"0,585023","5,08117","6,504976","0,338326",,"0,135451"
16/01/2012 20.00,"0,575092","6,215511","6,680717","0,385656","9,76801","0,220837"
16/01/2012 21.00,"0,650026","6,456266","6,909633","0,52827",,"0,774746"
16/01/2012 22.00,"0,666276","8,380361","11,382899","0,687308","18,07081","0,508135"
16/01/2012 23.00,"0,440574","5,791106","5,986835","0,379711",,"0,393371"
17/01/2012 0.00,"0,462241","6,146072","7,168378","0,277204","14,40781","0,167471"
17/01/2012 1.00,"0,575092","9,157138","10,462693","0,371645",,"0,318658"
17/01/2012 2.00,"0,56155","8,699636","9,69683","0,397762","10,50061","0,347266"
17/01/2012 3.00,"0,395432","8,558167","8,842772","0,317959",,"0,297091"
17/01/2012 4.00,"0,667179","12,053988","15,044907","0,507529","17,094","0,311615"
17/01/2012 5.00,"0,489325","20,634208","41,298911","0,324434",,"0,178255"
17/01/2012 6.00,"0,650026","35,16973","63,267065","0,334834","13,43101","0,174403"
17/01/2012 7.00,"1,11317","42,413148","100,505806","0,361147",,"0,232941"
17/01/2012 8.00,"1,721666","52,138766","133,448937","0,411773","10,98901","3,450213"
17/01/2012 9.00,"1,29644","52,596902","120,745724","0,372724",,"1,881574"
17/01/2012 10.00,"0,573287","10,267467","16,690767","0,303498","24,42001","0,310405"
17/01/2012 11.00,"0,650026","4,094137","5,564021","0,153466",,"0,158339"
17/01/2012 12.00,"1,08157","4,329053","6,108102","0,136943","12,94261","0,102221"
17/01/2012 13.00,"1,124906","7,802807","12,109852","0,23068",,"0,35904"
17/01/2012 14.00,"0,594954","4,768382","6,570473","0,253499","14,16361","1,904681"
17/01/2012 15.00,"0,650026","6,103891","8,836289","0,243766",,"0,255388"
17/01/2012 16.00,"0,660083","6,280403","7,860314","0,203207","14,16361","0,321078"
17/01/2012 17.00,"18,942295","10,631383","11,302281","0,235644",,"1,795308"
17/01/2012 18.00,"1,384916","2,801449","14,72625","4,056664","14,16361","0,226559"
17/01/2012 19.00,"0,283484","5,041584","7,400537","0,31703",,"1,694847"
17/01/2012 20.00,"0,657248","10,292771","19,92281","0,703053","24,664221","0,320088"
17/01/2012 21.00,"0,835102","20,847702","34,218719","1,067269",,"0,486678"
17/01/2012 22.00,"0,666276","6,990989","16,412565","0,806601","24,664221","0,435513"
17/01/2012 23.00,"0,992192","9,249284","19,28795","0,882784",,"0,386218"
18/01/2012 0.00,"0,781837","14,723057","26,389538","0,951503","27,59462","0,409655"
18/01/2012 1.00,"0,960594","29,970446","53,365964","0,986097",,"0,431002"
18/01/2012 2.00,"0,650026","17,124769","31,361485","0,887499","21,73382","0,384348"
18/01/2012 3.00,"0,650026","18,266895","33,433402","0,845675",,"0,225899"
18/01/2012 4.00,"0,721348","11,868389","24,969343","0,821669","37,851021","0,151186"
18/01/2012 5.00,"0,726765","11,103936","24,300755","0,722816",,"0,091437"
18/01/2012 6.00,"1,347901","38,385847","87,387538","0,810648","21,97802","0,069871"
18/01/2012 7.00,"1,162824","39,574057","89,577486","0,796307",,"0,079334"
18/01/2012 8.00,"2,378011","55,875982","152,018393","0,853336","21,48962","0,16615"
18/01/2012 9.00,,,,,,"0,277064"
18/01/2012 10.00,,,,"0,247822","40,537231","0,299731"
18/01/2012 11.00,"0,534466","22,613452","39,118047","0,150853",,"0,180455"
18/01/2012 12.00,"0,284387","11,022175","18,169317","0,040627","21,73382","0,172312"
18/01/2012 13.00,"0,349389","3,751499","6,354528","0,066047",,"0,26408"
18/01/2012 14.00,"0,253691","11,560143","16,162249","0,220259","11,47741","0,224248"
18/01/2012 15.00,"0,08667","4,864424","8,475729","0,19916",,"0,244715"
18/01/2012 16.00,"0,10924","4,43483","6,881747","0,214365","12,45421","0,112455"
18/01/2012 17.00,"0,048752","17,728927","23,234642","0,278682",,"0,052375"
18/01/2012 18.00,"0,041529","23,222157","30,913389","0,281629","22,710621","0,209834"
18/01/2012 19.00,"0,329527","32,562298","62,753464","0,30373",,"0,196189"
18/01/2012 20.00,"0,769197","53,121246","112,847156","0,510749","23,93162","0,277615"
18/01/2012 21.00,"0,196813","20,843171","30,33428","0,443307",,"0,345505"
18/01/2012 22.00,"0,063197","31,75436","40,315801","0,50682","22,22221","0,347816"
18/01/2012 23.00,,"34,084708","44,141883","0,255011",,"1,9323"
19/01/2012 0.00,"0,204036","40,198977","59,996091","0,691502","24,908421","0,55556"
19/01/2012 1.00,,"22,429155","27,41219","0,356005",,"0,728532"
19/01/2012 2.00,,"19,315578","25,008252","0,366339","17,582411","0,334282"
19/01/2012 3.00,"0,002708","20,30454","25,203447","0,267701",,"0,162739"
19/01/2012 4.00,,"10,962476","13,577379","0,177335","20,26862","0,082965"
19/01/2012 5.00,"0,07403","26,041802","43,030363","0,243891",,"3,332367"
19/01/2012 6.00,"0,203134","33,290406","60,695809","0,305439","18,31501","0,119716"
19/01/2012 7.00,"0,658152","49,739645","111,613726","0,310586",,"0,178145"
19/01/2012 8.00,"0,32411","50,991434","94,848374","0,225839","18,31501","0,178145"
19/01/2012 9.00,"0,971427","60,083029","133,565038","0,392309",,"0,402943"
19/01/2012 10.00,"0,058683","36,361823","59,973397","0,155294","24,17581","0,446516"
19/01/2012 11.00,,"19,222119","31,253819","0,08632",,"0,237342"
19/01/2012 12.00,,"12,782087","22,324817","0,067795","13,43101","0,070752"
19/01/2012 13.00,"0,026182","17,117629","33,742076","0,093647",,"0,111354"
19/01/2012 14.00,,"12,381041","24,485569","0,110601","9,523809","0,079665"
19/01/2012 15.00,,"16,305814","30,528826","0,143683",,"0,067891"
19/01/2012 16.00,"0,268136","21,198783","36,989034","0,156039","5,860806","0,074933"
19/01/2012 17.00,"0,199522","30,548654","46,844764","0,151089",,"0,03224"
19/01/2012 18.00,"0,623844","63,624266","86,403143","0,076006","3,907204","0,038402"
19/01/2012 19.00,"3,170681","68,687276","96,369081","0,412347",,"1,782544"
19/01/2012 20.00,"0,830589","35,484464","48,074946","0,423191","11,72161","0,078454"
19/01/2012 21.00,"0,743016","28,197545","34,063731","0,542083",,"0,128849"
19/01/2012 22.00,"1,043652","28,014566","32,205172","0,826049","22,22221","0,910308"
19/01/2012 23.00,"1,044556","25,015822","28,185193","0,853553",,"1,051041"
20/01/2012 0.00,"0,76378","15,730852","18,278263","0,750398","28,08301","1,086471"
20/01/2012 1.00,,"10,989076","12,985309","0,650444",,"0,781018"
20/01/2012 2.00,"1,086085",,,"0,695922","31,50182","0,479416"
20/01/2012 3.00,"1,016568","7,464712","9,786323",,,"0,497352"
20/01/2012 4.00,"0,921773","6,191499","8,53085","0,461185","21,001221","0,26188"
20/01/2012 5.00,"0,921773","7,791127","12,788171","0,506231",,"0,148985"
20/01/2012 6.00,"1,392139","12,870989","21,458433","0,596361","21,001221","0,266612"
20/01/2012 7.00,"1,293732","14,413518","20,555739","0,584397",,"0,211374"
20/01/2012 8.00,"1,41832","24,06514","44,057564","0,62406","21,48962","0,236792"
20/01/2012 9.00,"2,064735","37,601946","62,610143","0,694292",,"0,367292"
20/01/2012 10.00,"1,597981","39,855696","64,586728","0,580213","27,35042","0,872786"
20/01/2012 11.00,"1,806531","29,968495","53,888609","0,387183",,"0,444976"
20/01/2012 12.00,"1,365957","16,530989","30,520395","0,317757","19,0476","0,077133"
20/01/2012 13.00,"1,300051","13,221418","27,088603","0,283752",,"0,036311"
20/01/2012 14.00,"1,784862","15,232471","27,995197","0,36579","10,74481","0,022336"
20/01/2012 15.00,"1,300051","10,948196","21,627683","0,455783",,"0,016726"
20/01/2012 16.00,"1,300051","9,166221","18,495507","0,491831","6,593407","0,03279"
20/01/2012 17.00,"2,013275","25,163124","39,968197","0,424017",,"0,041263"
20/01/2012 18.00,"1,300051","18,993704","30,060616","0,380798","11,72161","0,086046"
20/01/2012 19.00,"1,481518","19,763329","28,860912","0,299802",,"0,073503"
20/01/2012 20.00,"1,299149","6,791766","12,306993","0,344022","7,326007","0,045224"
20/01/2012 21.00,"1,189005","12,16495","16,776367","0,338875",,"0,054026"
20/01/2012 22.00,"1,078862","5,061703","7,787037","0,421659","9,523809","0,09738"
20/01/2012 23.00,"0,917259","5,97151","8,636553","0,484837",,"0,319978"
21/01/2012 0.00,"0,854964","5,691169","8,822669","0,423309","12,21001","0,145905"
21/01/2012 1.00,"1,226021","4,004585","6,650238","0,408142",,"0,078564"
21/01/2012 2.00,"1,300051","4,164223","7,054894","0,345201","11,96581","0,06624"
21/01/2012 3.00,"1,271161","4,058445","7,527641","0,381799",,"1,715424"
21/01/2012 4.00,"1,033721","3,597701","6,69174","0,354473","8,547009","0,077133"
21/01/2012 5.00,"1,199839","6,606168","10,363476","0,365396",,"0,09903"
21/01/2012 6.00,"1,190811","7,534796","11,174733","0,33966","6,593407","0,054026"
21/01/2012 7.00,"1,029208","17,220162","22,774213","0,414548",,"0,080325"
21/01/2012 8.00,"1,252203","12,225951","18,661519","0,404686","4,151404","0,071302"
21/01/2012 9.00,"0,918162","4,440019","8,977658","0,359266",,"0,061509"
21/01/2012 10.00,"1,291024","15,314234","24,390885","0,402132","5,616606","0,108163"
21/01/2012 11.00,"1,29012","16,477131","26,719607","0,404863",,"1,753275"
21/01/2012 12.00,"1,183589","14,70489","23,833194","0,444762","5,860806","0,080985"
21/01/2012 13.00,"1,300051","4,363446","8,512044","0,385375",,"0,157458"
21/01/2012 14.00,"1,300051","2,970829","7,087317","0,410029","6,349206","0,148985"
21/01/2012 15.00,"1,229632","0,720319","4,170422","0,306265",,"0,076254"
21/01/2012 16.00,"1,233244","0,819606","3,58808","0,263851","4,639805","0,063709"
21/01/2012 17.00,"1,2513","4,624967","7,705327","0,317796",,"0,047865"
21/01/2012 18.00,"0,995804","12,763921","15,62141","0,276011","10,25641","0,069871"
21/01/2012 19.00,"1,099627","8,819691","12,001555","0,326872",,"0,106182"
21/01/2012 20.00,"1,056292","34,073024","42,294337","0,494581","16,36141","0,369492"
21/01/2012 21.00,"0,872118","21,47912","27,599605","0,451244",,"0,487888"
21/01/2012 22.00,"0,849548","4,500372","7,597028","0,436825","17,094","0,246585"
21/01/2012 23.00,"1,229632","24,475263","31,454217","0,509983",,"0,207523"
22/01/2012 0.00,"1,009346","5,341392","8,056158","0,349523","19,53602","0,273213"
22/01/2012 1.00,,"7,817731","10,672157","0,387437",,"0,09661"
22/01/2012 2.00,"0,994901",,,"0,417023","15,87301","0,167581"
22/01/2012 3.00,"1,053583","9,250583","11,914656",,,"0,166481"
22/01/2012 4.00,"1,131225","14,898918","18,003954","0,267643","9,035409","0,23052"
22/01/2012 5.00,"1,300051","12,347952","16,652506","0,412956",,"0,179244"
22/01/2012 6.00,"1,154699","11,042295","14,169447","0,458886","12,21001","0,181666"
22/01/2012 7.00,"2,603715","27,30332","30,421832","0,69547",,"0,311836"
22/01/2012 8.00,"3,306103","34,402673","40,270408","0,721343","8,547009","0,502083"
22/01/2012 9.00,"1,411098","37,091861","55,703099","0,695057",,"0,427481"
22/01/2012 10.00,"4,946516","31,106748","46,999752","0,795698","27,83882","0,558861"
22/01/2012 11.00,"4,389479","14,977443","23,863022","0,215053",,"0,45741"
22/01/2012 12.00,"3,582365","10,379081","16,626566","0,148968","18,07081","0,196189"
22/01/2012 13.00,"3,011786","9,10003","15,096137","0,171795",,"0,071192"
22/01/2012 14.00,"2,808653","8,78919","14,58837","0,136218","10,25641","0,126538"
22/01/2012 15.00,"3,045191","7,685999","12,563146","0,23735",,"0,176714"
22/01/2012 16.00,"3,559795","10,205162","15,679127","0,297876","15,38461","0,125108"
22/01/2012 17.00,"1,324428","14,778219","19,448768","0,363667",,"0,153937"
22/01/2012 18.00,"1,541103","16,292186","19,24579","0,286639","26,12941","0,140183"
22/01/2012 19.00,"1,190811","24,579734","27,394045","0,292788",,"0,267162"
22/01/2012 20.00,"0,923578","13,751595","16,618783","0,275697","27,10622","0,13259"
22/01/2012 21.00,"0,962399","13,918373","16,589603","0,302374",,"0,235692"
22/01/2012 22.00,"1,274773","20,211101","22,948014","0,31371","25,88522","0,169342"
22/01/2012 23.00,"1,299149","21,899645","24,697627","0,318719",,"0,215996"
23/01/2012 0.00,"1,204354","8,059786","10,693556","0,392977","18,31501","0,09771"
23/01/2012 1.00,"1,11317","9,662657","12,550825","0,414469",,"0,147556"
23/01/2012 2.00,"1,028305","9,318072","12,149409","0,329544","23,68742","0,140623"
23/01/2012 3.00,"1,059903","4,416009","7,178107","0,336204",,"0,091768"
23/01/2012 4.00,"1,200742","4,00134","6,76891","0,357931","18,31501","0,048855"
23/01/2012 5.00,"1,294635","3,125925","5,840925","0,339052",,"0,083076"
23/01/2012 6.00,"1,206159","8,681466","11,524916","0,335987","15,14041","0,089127"
23/01/2012 7.00,"1,196228","12,110439","15,013779","0,459043",,"0,7556"
23/01/2012 8.00,"1,281996","10,961824","15,251125","0,356989","20,02442","0,247356"
23/01/2012 9.00,"1,300051","16,363571","27,196249","0,559901",,"0,374004"
23/01/2012 10.00,"2,684065","18,733477","30,102776","0,355965","18,07081","0,575806"
23/01/2012 11.00,"3,000952","15,49334","27,03153","0,23014",,"0,26265"
23/01/2012 12.00,"3,019912","11,936522","20,122557","0,169457","21,48962","0,290708"
23/01/2012 13.00,"1,359637","7,088979","13,968416","0,170793",,"0,060959"
23/01/2012 14.00,"1,300051","9,523786","16,957942","0,188906","15,38461","0,048635"
23/01/2012 15.00,"1,300051","9,469923","17,566224","0,235818",,"0,087037"
23/01/2012 16.00,"1,300051","12,49396","20,890358","0,265502","15,38461","0,020687"
23/01/2012 17.00,"1,300051","29,202759","39,194566","0,325123",,"0,055347"
23/01/2012 18.00,"1,300051","19,287663","23,732031","0,341154","37,362621","1,228855"
23/01/2012 19.00,"1,300051","6,942967","10,325215","0,288957",,"2,347236"
23/01/2012 20.00,"1,275676","10,641901","13,58127","0,369384","23,68742","0,235802"
23/01/2012 21.00,"1,244078","20,641358","23,61142","0,645434",,"0,680558"
23/01/2012 22.00,"1,300051","14,726952","17,55974","0,549449","24,17581","0,666693"
23/01/2012 23.00,"1,300051","10,320673","13,210983","0,529215",,"0,428251"
24/01/2012 0.00,"1,117683","9,662657","12,596217","0,542751","27,35042","0,39491"
24/01/2012 1.00,,"11,323282","15,100027","0,481949",,"0,365752"
24/01/2012 2.00,"1,384013",,,"0,412839","19,2918","0,232831"
24/01/2012 3.00,"1,300051","8,582828","11,109884",,,"0,281686"
24/01/2012 4.00,"1,300051","9,721711","12,993739","0,255148","13,18681","0,104092"
24/01/2012 5.00,"1,300051","7,828764","10,886805","0,285735",,"0,101672"
24/01/2012 6.00,"1,235049","11,222692","14,895105","0,364866","11,72161","0,166701"
24/01/2012 7.00,"1,300051","9,035137","12,399076","0,291904",,"0,29588"
24/01/2012 8.00,"1,430057","20,380466","39,544747","0,406317","15,62881","0,118396"
24/01/2012 9.00,"1,300051","17,950216","29,629384","0,385709",,"0,4266"
24/01/2012 10.00,"1,517629","23,338981","47,515953","0,328012","28,08301","0,369823"
24/01/2012 11.00,"1,300051","23,322097","37,544165","0,200457",,"0,396231"
24/01/2012 12.00,"1,300051","14,675036","24,260545","0,275049","23,68742","0,395791"
24/01/2012 13.00,"1,293732","8,951423","16,936543","0,163465",,"0,29522"
24/01/2012 14.00,"1,300051","10,087712","17,358707","0,307522","12,94261","0,096389"
24/01/2012 15.00,"1,300051","12,371318","19,291832","0,283948",,"0,110583"
24/01/2012 16.00,"1,295538","10,294716","14,219381","0,217096","13,43101","0,069541"
24/01/2012 17.00,"1,300051","7,429018","10,893939","0,286501",,"0,23074"
24/01/2012 18.00,"1,219701","7,147381","10,6099","0,191342","18,55921","0,132921"
24/01/2012 19.00,"1,066223","10,392712","13,497614","0,229708",,"0,175173"
24/01/2012 20.00,"1,160115","27,48892","31,686371","0,373981","30,28083","0,237673"
24/01/2012 21.00,"1,300051","18,04171","23,275502","0,464386",,"0,118286"
24/01/2012 22.00,"1,289218","7,765818","11,176678","0,376731","25,15262","0,185187"
24/01/2012 23.00,"0,945246","5,877413","9,65922","0,338973",,"0,127529"
25/01/2012 0.00,"1,067126","4,369935","8,176777","0,296855","16,11721","0,052816"
25/01/2012 1.00,"1,274773","2,782639","5,918095","0,374295",,"0,059088"
25/01/2012 2.00,"1,124003","2,1642","5,271554","0,318267","13,91941","0,081315"
25/01/2012 3.00,"1,15831","1,375095","4,55238","0,32147",,"0,09716"
25/01/2012 4.00,"1,145671","2,575626","5,884373","0,334356","8,058608","0,074823"
25/01/2012 5.00,"1,021985","1,922797","5,202166","0,285598",,"0,074053"
25/01/2012 6.00,"0,962399","2,939681","6,249473","0,27884","4,884005","0,072292"
25/01/2012 7.00,"1,101432","5,918946","10,85503","0,395296",,"0,06558"
25/01/2012 8.00,"1,170949","19,172809","26,055569","0,251475","3,663004","0,09859"
25/01/2012 9.00,"1,202548","15,168227","22,213271","0,395492",,"0,058868"
25/01/2012 10.00,"1,237757","20,544649","30,115089","0,281277","2,686203","0,098259"
25/01/2012 11.00,"1,014763","8,782701","16,203752","0,31591",,"0,092318"
