"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","",""
"Stat","Via Taranto","","","","","","","","","","","","","","","","",""
,SO2,NOX,NO2,CO,O3,BENZENE,PM10
21/07/2011 20.00,"0,2","21,6","17,5","0,4","91,7","0,8","21,1"
21/07/2011 21.00,"0,2","35,6","28,7","0,4","59,4","1,5","21,1"
21/07/2011 22.00,"0,2","30,6","24,8","0,4",61,"1,3","21,1"
21/07/2011 23.00,"0,2","21,5","16,8","0,4","62,3","1,6","21,1"
22/07/2011 0.00,"0,2",17,14,"0,3","57,2","1,5","21,1"
22/07/2011 1.00,"0,3","12,9","10,7","0,3","60,2","1,2","27,5"
22/07/2011 2.00,"0,7","8,8","7,3","0,3","59,3","0,8","27,5"
22/07/2011 3.00,"0,2","9,2","8,3","0,3","59,8",1,"27,5"
22/07/2011 4.00,"0,2","8,5",7,"0,3",63,"0,8","27,5"
22/07/2011 5.00,"0,2","12,9","11,5","0,3","56,7","0,7","27,5"
22/07/2011 6.00,"0,3","26,7","22,6","0,3","44,7","0,8","27,5"
22/07/2011 7.00,"0,4",38,"28,3","0,4","37,5","1,2","27,5"
22/07/2011 8.00,"0,4","35,9","24,4","0,4","41,6","1,4","27,5"
22/07/2011 9.00,"0,3","24,3","17,2","0,3","56,2","1,5","27,5"
22/07/2011 10.00,"0,4","24,1","16,3","0,3","70,1","1,4","27,5"
22/07/2011 11.00,"0,4","18,3","13,6","0,3","81,7","1,3","27,5"
22/07/2011 12.00,"0,5","21,4","15,3","0,3","81,6","0,7","27,5"
22/07/2011 13.00,"0,4",24,"16,4","0,4","78,9","0,9","27,5"
22/07/2011 14.00,"0,4","23,6","15,3","0,4",80,"0,7","27,5"
22/07/2011 15.00,"0,4","24,5","17,7","0,3","84,4","0,7","27,5"
22/07/2011 16.00,"0,4","36,3","25,1","0,4","81,6","0,6","27,5"
22/07/2011 17.00,"0,3","34,4","21,6","0,3","86,1","3,1","27,5"
22/07/2011 18.00,"0,3","21,1","15,5","0,3","99,4","0,8","27,5"
22/07/2011 19.00,"0,2","11,9","9,1","0,3","100,7","0,7","27,5"
22/07/2011 20.00,"0,2","13,2","10,8","0,4","96,8","0,7","27,5"
22/07/2011 21.00,"0,2","27,7","24,7","0,4",73,"0,8","27,5"
22/07/2011 22.00,"0,2","25,3","21,4","0,4","61,3","1,2","27,5"
22/07/2011 23.00,"0,2",21,"17,6","0,4","57,7",1,"27,5"
23/07/2011 0.00,"0,2","20,4","16,6","0,4","53,2",1,"27,5"
23/07/2011 1.00,,"15,5",13,"0,4","48,8",1,"24,7"
23/07/2011 2.00,"0,2",,,"0,4","41,7",1,"24,7"
23/07/2011 3.00,"0,2","18,7","16,9",,"38,7","0,9","24,7"
23/07/2011 4.00,"0,2","11,8","10,1","0,3",,"0,8","24,7"
23/07/2011 5.00,"0,2","19,2","15,8","0,3","32,4","1,1","24,7"
23/07/2011 6.00,"0,2","27,4",22,"0,4","24,3","1,1","24,7"
23/07/2011 7.00,"0,2","30,3","21,4","0,4","27,8","1,4","24,7"
23/07/2011 8.00,"0,2","47,5","33,1","0,5","14,6","1,6","24,7"
23/07/2011 9.00,"0,3","43,7",29,"0,4","30,2","2,3","24,7"
23/07/2011 10.00,"0,2","22,1","15,9","0,4","51,1","1,9","24,7"
23/07/2011 11.00,"0,4","47,2","28,6","0,4","51,1","1,5","24,7"
23/07/2011 12.00,"0,4","53,7","36,8","0,4","64,5","1,7","24,7"
23/07/2011 13.00,"0,3","29,1",21,"0,4","83,8","1,4","24,7"
23/07/2011 14.00,"0,3","66,7","41,6","0,3","69,6",1,"24,7"
23/07/2011 15.00,"0,2","30,3","23,5","0,3","82,9","2,3","24,7"
23/07/2011 16.00,"0,2","13,2","9,9","0,3","86,8",2,"24,7"
23/07/2011 17.00,"0,2","7,8",6,"0,3","77,6","1,2","24,7"
23/07/2011 18.00,"0,2",14,"10,9","0,3","70,8","0,7","24,7"
23/07/2011 19.00,"0,1","20,7","15,9","0,4","69,7","0,7","24,7"
23/07/2011 20.00,"0,1","29,9","24,8","0,3","61,4","1,6","24,7"
23/07/2011 21.00,"0,2","43,7","34,5","0,5","48,5","1,2","24,7"
23/07/2011 22.00,"0,2","49,9","38,6","0,5","30,6","1,7","24,7"
23/07/2011 23.00,"0,2","38,6","28,9","0,5","36,1",2,"24,7"
24/07/2011 0.00,"0,1","39,4","28,4","0,5","30,8",2,"24,7"
24/07/2011 1.00,"0,2","40,2","30,4","0,5","23,3","1,8","14,7"
24/07/2011 2.00,"0,2","36,7","28,7","0,4","19,9","1,6","14,7"
24/07/2011 3.00,"0,2","32,3","24,9","0,4","29,8","1,5","14,7"
24/07/2011 4.00,"0,1","18,2","14,9","0,4","42,5","1,9","14,7"
24/07/2011 5.00,"0,2","18,1","16,1","0,3","64,2","1,4","14,7"
24/07/2011 6.00,"0,1","20,5","17,7","0,3",58,"0,8","14,7"
24/07/2011 7.00,"0,2","28,5","22,7","0,3","45,5","0,7","14,7"
24/07/2011 8.00,"0,2","25,7","19,5","0,3","66,3","0,9","14,7"
24/07/2011 9.00,"0,2","13,2","9,9","0,3","83,5","1,1","14,7"
24/07/2011 10.00,"0,2","22,1","17,4","0,3",85,"0,8","14,7"
24/07/2011 11.00,"0,2","26,9",23,"0,3",91,"0,9","14,7"
24/07/2011 12.00,"0,2","20,1","16,4","0,3","106,2","2,1","14,7"
24/07/2011 13.00,"0,2","14,9","11,9","0,3","114,8","3,5","14,7"
24/07/2011 14.00,"0,2","11,1","9,2","0,3","112,7","2,2","14,7"
24/07/2011 15.00,"0,2",10,8,"0,3","109,9","0,6","14,7"
24/07/2011 16.00,"0,2","31,9","24,8","0,3","96,3","0,6","14,7"
24/07/2011 17.00,"0,2","23,4",19,"0,3","95,5","0,6","14,7"
24/07/2011 18.00,"0,1","12,9","10,4","0,3","97,8","0,4","14,7"
24/07/2011 19.00,"0,1","13,6","11,3","0,3","95,9","0,4","14,7"
24/07/2011 20.00,"0,1","11,9","9,5","0,3","97,5","1,4","14,7"
24/07/2011 21.00,"0,1","10,3",8,"0,3",98,"4,9","14,7"
24/07/2011 22.00,"0,1","20,8","17,8","0,4","79,2","5,1","14,7"
24/07/2011 23.00,"0,1","18,7","16,2","0,4","71,9","3,9","14,7"
25/07/2011 0.00,"0,1",11,"9,4","0,3","71,4","1,3","14,7"
25/07/2011 1.00,,"9,5","8,4","0,2","74,5","0,9","14,7"
25/07/2011 2.00,"0,1",,,"0,2","77,6","0,6","14,7"
25/07/2011 3.00,"0,1","7,8","6,7",,"80,5","0,6","14,7"
25/07/2011 4.00,"0,1","5,6","4,9","0,2",,"0,5","14,7"
25/07/2011 5.00,"0,1","8,8","7,7","0,2","71,4","0,4","14,7"
25/07/2011 6.00,"0,1","17,2","15,2","0,2","62,8","0,5","14,7"
25/07/2011 7.00,"0,1","20,5",17,"0,3","72,4","0,8","14,7"
25/07/2011 8.00,"0,2","19,4","15,3","0,3","76,4",1,"14,7"
25/07/2011 9.00,,"17,1","12,8","0,3","78,4","1,1","14,7"
25/07/2011 10.00,,"19,5","14,5","0,3",82,"1,1","14,7"
25/07/2011 11.00,"0,8","24,3","17,6","0,3","87,3","0,9","14,7"
25/07/2011 12.00,"0,8",21,"15,4","0,3","93,5","0,9","14,7"
25/07/2011 13.00,"0,7","22,6",17,"0,3","94,4","0,8","14,7"
25/07/2011 14.00,"1,3","87,1","39,8","0,3","75,5","0,7","14,7"
25/07/2011 15.00,"1,2",72,"45,6","0,3","80,8","3,7","14,7"
25/07/2011 16.00,1,"66,2","41,6","0,3",86,"3,3","14,7"
25/07/2011 17.00,"0,6","34,1","24,3","0,3","99,6","1,9","14,7"
25/07/2011 18.00,"0,6","13,2","10,7","0,3","110,3","1,7","14,7"
25/07/2011 19.00,"0,6","25,7","21,7","0,3","91,1","3,1","14,7"
25/07/2011 20.00,"0,6","18,3","15,5","0,3","79,9","6,1","14,7"
25/07/2011 21.00,"0,6","19,7","16,4","0,4","73,8","1,6","14,7"
25/07/2011 22.00,"0,8","20,9","17,8","0,3",67,"1,2","14,7"
25/07/2011 23.00,"0,7","21,8","18,7","0,3","62,7","1,1","14,7"
26/07/2011 0.00,"0,5","17,8","15,4","0,3","64,4","1,1","14,7"
26/07/2011 1.00,"0,6","13,7","11,4","0,3",68,"0,7","15,1"
26/07/2011 2.00,"0,6","8,4","6,9","0,3","72,5","0,8","15,1"
26/07/2011 3.00,"0,5","5,4","4,5","0,3","78,5","0,6","15,1"
26/07/2011 4.00,"0,7","4,9","3,7","0,3",89,"0,6","15,1"
26/07/2011 5.00,"0,6","5,2","4,2","0,3",90,"0,5","15,1"
26/07/2011 6.00,"0,6","20,5",17,"0,3","66,4","0,4","15,1"
26/07/2011 7.00,"0,8","40,2","30,4","0,4","55,5","0,7","15,1"
26/07/2011 8.00,"0,8","24,3",18,"0,3","76,4","1,4","15,1"
26/07/2011 9.00,"0,6","20,7","15,6","0,3","82,7","0,9","15,1"
26/07/2011 10.00,"0,6","22,7",17,"0,4","81,8","0,9","15,1"
26/07/2011 11.00,"0,7","17,1","11,8","0,3","91,8","1,3","15,1"
26/07/2011 12.00,"0,6","21,4","16,3","0,4",85,"0,9","15,1"
26/07/2011 13.00,"0,7","54,5","35,2","0,4","62,2","1,2","15,1"
26/07/2011 14.00,"0,6","35,1","25,1","0,4","84,6","1,3","15,1"
26/07/2011 15.00,"0,8","23,4","18,4","0,3","91,8","1,1","15,1"
26/07/2011 16.00,"0,6","28,4","23,2","0,3","97,3","0,8","15,1"
26/07/2011 17.00,"1,4",133,"64,8","0,3","63,1","0,8","15,1"
26/07/2011 18.00,"0,7","64,7","44,3","0,4","70,9","1,3","15,1"
26/07/2011 19.00,"0,8","45,7",37,"0,4","69,1","1,9","15,1"
26/07/2011 20.00,"0,7","44,6","36,8","0,4","59,4","2,4","15,1"
26/07/2011 21.00,"0,7","50,4","41,6","0,5","50,9","2,1","15,1"
26/07/2011 22.00,"0,6","42,1","36,4","0,4","50,8","2,5","15,1"
26/07/2011 23.00,"0,7","49,2","39,6","0,4","33,1","1,8","15,1"
27/07/2011 0.00,"1,1","83,7",57,"0,5","6,8",2,"15,1"
27/07/2011 1.00,,"61,1","46,4","0,5","7,9","2,8","21,1"
27/07/2011 2.00,"0,8",,,"0,5","16,2","2,7","21,1"
27/07/2011 3.00,"0,6",36,"31,3",,23,"2,5","21,1"
27/07/2011 4.00,"0,6","37,5",32,"0,3",,"1,8","21,1"
27/07/2011 5.00,"0,7","42,7",33,"0,4","11,3","1,9","21,1"
27/07/2011 6.00,"1,6","86,5","47,2","0,6","10,6","1,9","21,1"
27/07/2011 7.00,"1,2","78,7","53,9","0,5","23,8","3,4","21,1"
27/07/2011 8.00,1,"53,9",37,"0,4","42,8","2,9","21,1"
27/07/2011 9.00,"0,8","72,5","52,9","0,4","66,8","2,1","21,1"
27/07/2011 10.00,"0,7",45,"36,6","0,4","96,6","1,6","21,1"
27/07/2011 11.00,"0,9","72,9","44,1","0,3","79,6","1,7","21,1"
27/07/2011 12.00,"0,6","24,5","18,4","0,3","101,5","1,2","21,1"
27/07/2011 13.00,"0,8","24,4","17,9","0,3","95,6","0,8","21,1"
27/07/2011 14.00,"0,7","35,1","23,6","0,3","98,8","0,8","21,1"
27/07/2011 15.00,"0,4","9,2","6,8","0,3","105,5","0,6","21,1"
27/07/2011 16.00,"0,4","8,2","5,9","0,3",108,"0,6","21,1"
27/07/2011 17.00,"0,3","6,8","4,9","0,3","108,5","0,5","21,1"
27/07/2011 18.00,"0,3","8,2","6,3","0,3","108,5","0,5","21,1"
27/07/2011 19.00,"0,3","10,6",8,"0,3","110,4","0,6","21,1"
27/07/2011 20.00,"0,5","14,7","12,2","0,3","87,4","0,7","21,1"
27/07/2011 21.00,"0,5","40,7","34,1","0,4","45,8","0,9","21,1"
27/07/2011 22.00,"0,5",33,"28,1","0,4","48,1","1,7","21,1"
27/07/2011 23.00,"0,4","28,3","23,4","0,4","47,1","1,4","21,1"
28/07/2011 0.00,"0,5",32,"25,3","0,4","41,4","1,3","21,1"
28/07/2011 1.00,"0,3","18,5","15,9","0,3","46,3","1,1","19,3"
28/07/2011 2.00,"0,5","15,3","13,4","0,3","46,3",1,"19,3"
28/07/2011 3.00,"0,3",16,"13,8","0,3","46,9",1,"19,3"
28/07/2011 4.00,"0,3","16,7","14,7","0,3","39,8",1,"19,3"
28/07/2011 5.00,"0,4","31,3","26,4","0,4","16,1","1,1","19,3"
28/07/2011 6.00,"1,1","65,8","43,4","0,7","7,9","1,5","19,3"
28/07/2011 7.00,"0,9","80,6","49,9","0,4","18,2","3,2","19,3"
28/07/2011 8.00,"0,5","46,7","29,4","0,4","51,9","2,1","19,3"
28/07/2011 9.00,"0,6","21,8","15,9","0,4","72,7","1,6","19,3"
28/07/2011 10.00,"0,5","18,4","13,4","0,4","79,9","1,4","19,3"
28/07/2011 11.00,"0,5","17,4","12,6","0,4","78,6","1,4","19,3"
28/07/2011 12.00,"0,7","26,7","18,3","0,4","81,9","1,1","19,3"
28/07/2011 13.00,"0,7","26,8","18,2","0,4","96,1","1,1","19,3"
28/07/2011 14.00,"0,5","13,3","9,9","0,4","106,5","1,1","19,3"
28/07/2011 15.00,"0,4","19,1",15,"0,4","101,2","0,9","19,3"
28/07/2011 16.00,"0,6","41,3","26,2","0,3","89,3","0,8","19,3"
28/07/2011 17.00,"0,6",25,"19,4","0,4","92,6","0,8","19,3"
28/07/2011 18.00,"0,4","58,4","45,6","0,4",72,"0,8","19,3"
28/07/2011 19.00,"0,5","40,3","31,3","0,4",71,"1,2","19,3"
28/07/2011 20.00,"0,2","29,7","23,1","0,4","67,7","1,9","19,3"
28/07/2011 21.00,"0,2","30,8","25,2","0,4","68,6","1,6","19,3"
28/07/2011 22.00,"0,2","21,4","17,6","0,4","76,2","1,5","19,3"
28/07/2011 23.00,"0,2","21,9","18,7","0,3","74,6","1,1","19,3"
29/07/2011 0.00,"0,7","13,3",11,"0,3","68,6","0,8","19,3"
29/07/2011 1.00,,"20,3","17,5","0,4","47,8","8,7","17,8"
29/07/2011 2.00,"0,2",,,"0,3","46,6","1,6","17,8"
29/07/2011 3.00,"0,2","16,3","13,9",,42,"1,5","17,8"
29/07/2011 4.00,"0,2","14,7","12,7","0,3",,"0,9","17,8"
29/07/2011 5.00,"0,3","23,1",18,"0,4","26,8",,"17,8"
29/07/2011 6.00,"0,7","66,9","39,8","0,5","13,5","1,5","17,8"
29/07/2011 7.00,"0,5","54,2","33,6","0,4","21,8","2,2","17,8"
29/07/2011 8.00,"0,3","30,8","20,5","0,4","42,2","2,6","17,8"
29/07/2011 9.00,"0,2",22,"15,2","0,4","53,3","1,7","17,8"
29/07/2011 10.00,"0,4","17,8","12,7","0,4","63,8","1,3","17,8"
29/07/2011 11.00,"0,2","18,2","13,4","0,3","87,9","1,3","17,8"
29/07/2011 12.00,"0,2","18,9","13,8","0,4",94,"1,6","17,8"
29/07/2011 13.00,"0,3","15,3","11,6","0,3","110,9",2,"17,8"
29/07/2011 14.00,"0,2","12,2","9,4","0,3","105,7","0,8","17,8"
29/07/2011 15.00,"0,2","7,7","5,6","0,3","107,5","1,3","17,8"
29/07/2011 16.00,"0,1","7,9","5,9","0,3","104,7","0,8","17,8"
29/07/2011 17.00,"0,2","10,4","7,7","0,3",107,"0,7","17,8"
29/07/2011 18.00,"0,1","16,3","12,9","0,3","101,4","0,8","17,8"
29/07/2011 19.00,"0,1","19,4","15,6","0,4","99,4","0,9","17,8"
29/07/2011 20.00,"0,1","28,4",23,"0,4","83,7",1,"17,8"
29/07/2011 21.00,"0,2","23,6","20,4","0,4","81,5","1,3","17,8"
29/07/2011 22.00,"0,1","23,6",20,"0,4","77,1","1,5","17,8"
29/07/2011 23.00,"0,2","21,1","17,7","0,3",79,"1,3","17,8"
30/07/2011 0.00,"0,2","21,6","18,6","0,3","71,2","1,1","17,8"
30/07/2011 1.00,"0,2","13,6","11,7","0,3","67,9",1,"15,8"
30/07/2011 2.00,"0,2","12,3","10,7","0,3","64,4","0,9","15,8"
30/07/2011 3.00,"0,1","8,3","7,2","0,3","69,1","0,8","15,8"
30/07/2011 4.00,"0,2",7,6,"0,3","77,5","0,7","15,8"
30/07/2011 5.00,"0,1","11,4","9,6","0,3","60,7",,"15,8"
30/07/2011 6.00,"0,1","20,9","17,9","0,3","53,1","0,7","15,8"
30/07/2011 7.00,"0,1","20,4","16,3","0,3","62,1",1,"15,8"
30/07/2011 8.00,"0,2","16,5","12,9","0,3","75,8","1,1","15,8"
30/07/2011 9.00,"0,2","15,4","11,7","0,4","84,8",1,"15,8"
30/07/2011 10.00,"0,2","12,2","8,9","0,4","89,4","1,4","15,8"
30/07/2011 11.00,"0,2","12,1","9,1","0,3","96,6","1,1","15,8"
30/07/2011 12.00,"0,3","12,3","9,2","0,3",102,1,"15,8"
30/07/2011 13.00,"0,3","11,5","8,2","0,3","100,8",1,"15,8"
30/07/2011 14.00,"0,2","9,3","7,2","0,3","105,4","0,9","15,8"
30/07/2011 15.00,"0,2","5,8","4,3","0,3","106,6","0,6","15,8"
30/07/2011 16.00,"0,2","7,1","5,3","0,3","111,6","0,6","15,8"
30/07/2011 17.00,"0,1","8,1","6,3","0,3","111,6","0,8","15,8"
30/07/2011 18.00,"0,2",10,"7,9","0,3","111,6","0,7","15,8"
30/07/2011 19.00,"0,1","20,6","17,2","0,4","94,7","0,8","15,8"
30/07/2011 20.00,"0,1","27,2","22,4","0,4","84,1","1,3","15,8"
30/07/2011 21.00,"0,2","51,8","43,5","0,5","64,8","1,8","15,8"
30/07/2011 22.00,"0,1","42,4","37,1","0,4","68,6","2,2","15,8"
30/07/2011 23.00,"0,1","36,3","31,6","0,4","67,7",2,"15,8"
31/07/2011 0.00,"0,1","30,6","26,8","0,4","79,4","1,7","15,8"
31/07/2011 1.00,,"37,8","33,9","0,4","63,8","2,1","18,5"
31/07/2011 2.00,"0,1",,,"0,4","65,1","1,4","18,5"
31/07/2011 3.00,"0,1",32,"29,5",,"47,2","1,6","18,5"
31/07/2011 4.00,"0,1","24,4",22,"0,4",,"1,5","18,5"
31/07/2011 5.00,"0,1","28,7","25,5","0,4","39,5","1,9","18,5"
31/07/2011 6.00,"0,2","62,1","47,5","0,5","17,9","1,8","18,5"
31/07/2011 7.00,"0,4","73,1",49,"0,5","19,2","2,6","18,5"
31/07/2011 8.00,"0,2",30,"23,7","0,4","71,1","2,7","18,5"
31/07/2011 9.00,"0,2",31,"23,9","0,3","82,6","1,8","18,5"
31/07/2011 10.00,"0,2","34,2","26,9","0,3","90,4","1,2","18,5"
31/07/2011 11.00,"0,2","23,6","18,7","0,3","104,2","1,1","18,5"
31/07/2011 12.00,"0,2","21,5","17,3","0,3","106,5","0,8","18,5"
31/07/2011 13.00,"0,2","19,5","15,4","0,3","106,8","0,4","18,5"
31/07/2011 14.00,"0,2","17,9","14,3","0,3","107,5","0,3","18,5"
31/07/2011 15.00,"0,1","16,7","14,7","0,3","109,2",1,"18,5"
31/07/2011 16.00,"0,1","22,8","20,1","0,3","97,9","0,7","18,5"
31/07/2011 17.00,"0,1",28,"23,4","0,3","85,4","0,7","18,5"
31/07/2011 18.00,"0,1","42,2","36,1","0,3","78,8","0,9","18,5"
31/07/2011 19.00,"0,1","61,1",54,"0,4","65,8","1,8","18,5"
31/07/2011 20.00,"0,1","94,2","69,4","0,5","56,3","3,8","18,5"
31/07/2011 21.00,"0,2","113,8","79,2","0,6","52,8","3,1","18,5"
31/07/2011 22.00,"0,2","89,1",68,"0,5","43,7","3,5","18,5"
31/07/2011 23.00,"0,1","70,1","55,2","0,5","45,5","5,5","18,5"
01/08/2011 0.00,"0,4","102,9","71,9","0,6","22,3","5,6","18,5"
01/08/2011 1.00,"1,5","112,1","74,1","0,9","11,5","7,1","19,1"
01/08/2011 2.00,"0,5","78,7","54,8","0,6","32,2","7,8","19,1"
01/08/2011 3.00,"0,1","17,7","15,7","0,3","62,2","3,4","19,1"
01/08/2011 4.00,"0,1","13,5","11,8","0,3","67,2","1,6","19,1"
01/08/2011 5.00,"0,1","18,4","16,3","0,3","60,7","1,3","19,1"
01/08/2011 6.00,"0,1","30,1","26,2","0,4","52,7","1,2","19,1"
01/08/2011 7.00,"0,1","44,2","34,7","0,4","45,9","1,7","19,1"
01/08/2011 8.00,"0,1","26,1","20,1","0,4","67,4","1,9","19,1"
01/08/2011 9.00,"0,2","22,3","16,8","0,4","79,9","1,6","19,1"
01/08/2011 10.00,"0,2","21,2","16,3","0,4","92,9","1,5","19,1"
01/08/2011 11.00,"0,2","17,5","13,5","0,4","102,7","1,4","19,1"
01/08/2011 12.00,"0,3","17,9","13,8","0,4",101,"1,4","19,1"
01/08/2011 13.00,"0,2",16,"12,4","0,4","112,2","1,2","19,1"
01/08/2011 14.00,"0,2","11,9",9,"0,3","118,3","0,9","19,1"
01/08/2011 15.00,"0,2","9,4","7,1","0,3","121,2","0,8","19,1"
01/08/2011 16.00,"0,2","7,5","5,8","0,3","122,6","0,6","19,1"
01/08/2011 17.00,"0,1","12,1","9,7","0,4","112,3","0,9","19,1"
01/08/2011 18.00,"0,1","15,8","12,9","0,4","109,1","1,1","19,1"
01/08/2011 19.00,"0,1","20,2","17,4","0,4","97,9","1,3","19,1"
01/08/2011 20.00,"0,1","22,3","19,4","0,4","92,5","1,2","19,1"
01/08/2011 21.00,"0,1","25,5",22,"0,4","91,3","1,5","19,1"
01/08/2011 22.00,"0,1","17,1","14,9","0,4","101,6","1,4","19,1"
01/08/2011 23.00,"0,1","19,8","17,3","0,4","91,4","1,2","19,1"
02/08/2011 0.00,"0,1","27,7","25,1","0,4","83,3","1,1","19,1"
02/08/2011 1.00,,"13,6","11,9","0,4","88,8",1,18
02/08/2011 2.00,"0,1",,,"0,4","79,2","1,4",18
02/08/2011 3.00,"0,1","13,4","12,2",,"89,8","0,8",18
02/08/2011 4.00,"0,1","4,1","3,1","0,3",,"0,6",18
02/08/2011 5.00,"0,1","5,1","3,9","0,3","111,6","0,5",18
02/08/2011 6.00,"0,1","10,1","8,1","0,3","99,4","0,5",18
02/08/2011 7.00,"0,1","17,5","13,7","0,4","84,2","0,8",18
02/08/2011 8.00,"0,1",19,"15,1","0,4","80,4","0,9",18
02/08/2011 9.00,"0,2","16,3","12,8","0,4","86,8","1,1",18
02/08/2011 10.00,"0,2","18,8","14,7","0,4","94,3","1,2",18
02/08/2011 11.00,"0,2","17,6","12,9","0,4","101,3","1,3",18
02/08/2011 12.00,"0,2","18,1","13,7","0,4","97,8",1,18
02/08/2011 13.00,"0,2","16,2","12,4","0,4","103,4","1,1",18
02/08/2011 14.00,"0,2","13,4","10,2","0,4",102,"1,3",18
02/08/2011 15.00,"0,2","11,3","8,8","0,4","107,1","1,2",18
02/08/2011 16.00,"0,2","10,9","8,2","0,4","93,8","1,3",18
02/08/2011 17.00,"0,1","12,3","9,7","0,4","95,9","0,9",18
02/08/2011 18.00,"0,1",16,"12,4","0,4","89,1","0,8",18
02/08/2011 19.00,"0,1","14,4",12,"0,4","91,2","1,8",18
02/08/2011 20.00,"0,1","20,2","16,7","0,4","76,9","1,3",18
02/08/2011 21.00,"0,1","18,7","15,1","0,4","79,7","1,4",18
02/08/2011 22.00,"0,1","14,8","11,6","0,4",81,"1,3",18
02/08/2011 23.00,"0,1","14,2","11,7","0,4",75,"1,1",18
03/08/2011 0.00,"0,1","12,5","10,7","0,4","73,1","1,4",18
03/08/2011 1.00,"0,1","6,3","5,1","0,3","77,7","1,3","17,8"
03/08/2011 2.00,"0,1","5,2","4,3","0,3","77,5","1,3","17,8"
03/08/2011 3.00,"0,1","6,4","5,5","0,3","74,8","0,6","17,8"
03/08/2011 4.00,"0,1","5,2","4,1","0,3",78,"0,6","17,8"
03/08/2011 5.00,"0,1","9,2","8,2","0,3","58,7","0,6","17,8"
03/08/2011 6.00,"0,1","13,9","11,6","0,3",60,"0,7","17,8"
03/08/2011 7.00,"0,1","15,9","12,5","0,3","59,1","0,9","17,8"
03/08/2011 8.00,"0,1","17,8","13,5","0,3","64,1","1,1","17,8"
03/08/2011 9.00,"0,2","18,5","13,3","0,4","69,9","1,2","17,8"
03/08/2011 10.00,"0,2","19,6","14,1","0,4","72,5","1,4","17,8"
03/08/2011 11.00,"0,2","18,8","13,4","0,4","77,5","1,3","17,8"
03/08/2011 12.00,"0,2","15,2","11,3","0,4","83,4","1,2","17,8"
03/08/2011 13.00,"0,2","14,7","10,5","0,3","86,9","1,1","17,8"
03/08/2011 14.00,"0,2",12,"8,6","0,4",85,"1,8","17,8"
03/08/2011 15.00,"0,2","12,1","8,9","0,4","89,7","0,9","17,8"
03/08/2011 16.00,"0,1","10,6","8,1","0,3",88,"0,9","17,8"
03/08/2011 17.00,"0,1","12,6","9,5","0,3","85,2","0,9","17,8"
03/08/2011 18.00,"0,1","17,8","14,1","0,4","84,1","1,8","17,8"
03/08/2011 19.00,"0,1","25,3","20,3","0,4","78,5","1,3","17,8"
03/08/2011 20.00,"0,1","29,5","24,7","0,4","69,1","1,4","17,8"
03/08/2011 21.00,"0,1","27,2","22,5","0,4",65,"1,7","17,8"
03/08/2011 22.00,"0,1","23,2","19,6","0,4","66,8","1,9","17,8"
03/08/2011 23.00,"0,1","24,7","21,7","0,4","59,3","2,1","17,8"
04/08/2011 0.00,"0,1",29,25,"0,4","51,7","1,5","17,8"
04/08/2011 1.00,,"29,8","26,1","0,4",39,"1,7","23,5"
04/08/2011 2.00,"0,1",,,"0,3","53,9","1,6","23,5"
04/08/2011 3.00,"0,1","16,3","14,3",,55,"1,3","23,5"
04/08/2011 4.00,"0,1","26,5","22,6",,,1,"23,5"
04/08/2011 5.00,"0,1",52,"37,8",,"21,2","1,4","23,5"
04/08/2011 6.00,"0,2","90,6","54,2",,"7,6","1,3","23,5"
04/08/2011 7.00,"2,4","216,1","78,2",,"3,7","2,5","23,5"
04/08/2011 8.00,"2,3","156,4","72,6",,"18,3","4,6","23,5"
04/08/2011 9.00,"0,2","46,4","34,9","0,4","49,4","4,4","23,5"
04/08/2011 10.00,"0,2","43,2","31,7","0,4",66,"2,2","23,5"
04/08/2011 11.00,"0,2","67,4",45,"0,4","55,9","1,6","23,5"
04/08/2011 12.00,"0,4","78,7","52,1","0,4","52,4","1,5","23,5"
04/08/2011 13.00,"0,3","63,4","42,9","0,4","66,2","1,3","23,5"
04/08/2011 14.00,"0,2","40,8","30,1","0,4","79,4","1,3","23,5"
04/08/2011 15.00,"0,2","34,3","26,8","0,3","79,1","0,8","23,5"
04/08/2011 16.00,"0,2","26,7",22,"0,4","97,8","3,7","23,5"
04/08/2011 17.00,"0,1","15,3","12,1","0,3","102,6",5,"23,5"
04/08/2011 18.00,"0,1","25,3","20,4","0,4","83,4","2,3","23,5"
04/08/2011 19.00,"0,1","27,3","23,4","0,4","76,9","1,1","23,5"
04/08/2011 20.00,"0,1","35,8","30,7","0,4",74,"1,2","23,5"
04/08/2011 21.00,"0,1","36,4",30,"0,5","75,2","1,5","23,5"
04/08/2011 22.00,"0,2","29,8","24,5","0,4","73,4","1,7","23,5"
04/08/2011 23.00,"0,3","35,8","30,4","0,4","63,1","1,7","23,5"
05/08/2011 0.00,"0,5","38,9","33,9","0,4","52,5",1,"23,5"
05/08/2011 1.00,"0,3","22,1","19,6","0,4","60,5","4,2","17,1"
05/08/2011 2.00,"0,3","15,8","13,4","0,4","50,2","2,6","17,1"
05/08/2011 3.00,"0,5","14,9","13,2","0,4","40,5","1,5","17,1"
05/08/2011 4.00,"0,4",,,"0,4","35,2","1,4","17,1"
05/08/2011 5.00,"0,7","14,3","12,6","0,4","38,6","1,1","17,1"
05/08/2011 6.00,"0,7","24,4","20,4","0,4","31,4",1,"17,1"
