"NetC","Comune Lecce","","","","","","","","","","","","","",""
"Stat","Via Garilliano","","","","","","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
12/07/2011 1.00,"2,9","9,9","12,1","0,2",,22,"1,8","15,2"
12/07/2011 2.00,"3,1","5,7","7,8","0,2",,22,1,"15,2"
12/07/2011 3.00,"3,3","4,8","6,8","0,2",,22,"0,7","15,2"
12/07/2011 4.00,4,"3,8","6,1","0,2",,22,"0,5","15,2"
12/07/2011 5.00,"3,1","7,7","10,4","0,2",,22,"0,5","15,2"
12/07/2011 6.00,"4,2","15,3","18,8","0,3",,22,"0,7","15,2"
12/07/2011 7.00,"3,3","6,1","8,9","0,2",,22,"1,2","15,2"
12/07/2011 8.00,"3,1","5,4","8,2","0,2",,22,"0,7","15,2"
12/07/2011 9.00,"3,3","3,9","6,8","0,2",,22,"0,6","15,2"
12/07/2011 10.00,"3,1","3,2","5,7","0,2",,22,"0,6","15,2"
12/07/2011 11.00,"2,5","2,9","5,5","0,2",,22,"0,6","15,2"
12/07/2011 12.00,3,"3,3","5,9","0,2",,22,"0,6","15,2"
12/07/2011 13.00,"3,2",2,"4,5","0,2",,22,"0,6","15,2"
12/07/2011 14.00,"3,7","1,7","4,6","0,2",,22,"0,6","15,2"
12/07/2011 15.00,"3,8","1,5","4,2","0,2",,22,"0,5","15,2"
12/07/2011 16.00,4,"1,8","4,2","0,2",,22,"0,5","15,2"
12/07/2011 17.00,"3,5","4,4","6,8","0,2",,22,"0,6","15,2"
12/07/2011 18.00,"7,8","12,5","15,2","0,2",,22,"1,2","15,2"
12/07/2011 19.00,"6,7","15,9","18,5","0,2",,22,"1,3","15,2"
12/07/2011 20.00,"7,3","13,8","16,3","0,3",,22,"1,2","15,2"
12/07/2011 21.00,"5,6","10,9","13,4","0,2",,22,"1,1","15,2"
12/07/2011 22.00,"3,1","4,6","6,9","0,2",,22,"1,5","15,2"
12/07/2011 23.00,"2,8","3,4","5,3","0,2",,22,"0,8","15,2"
13/07/2011 0.00,3,"4,3","6,4","0,2",,22,"0,7","15,2"
13/07/2011 1.00,"2,7","5,1","7,4","0,2",,"26,8","1,1","21,2"
13/07/2011 2.00,"2,9",,,"0,2",,"26,8","0,8","21,2"
13/07/2011 3.00,,3,"5,3","0,2",,"26,8","0,6","21,2"
13/07/2011 4.00,"1,9","3,5",6,,,"26,8","0,6","21,2"
13/07/2011 5.00,"1,7","9,1","11,9","0,2",,"26,8","0,8","21,2"
13/07/2011 6.00,"2,2","11,3","14,5","0,2",,"26,8","0,9","21,2"
13/07/2011 7.00,"2,7","7,6","10,9","0,2",,"26,8","1,2","21,2"
13/07/2011 8.00,"3,2","4,4","7,1","0,2",,"26,8","1,4","21,2"
13/07/2011 9.00,"2,8","2,8","5,5","0,2",,"26,8","0,9","21,2"
13/07/2011 10.00,"2,2","2,5","5,1","0,2",,"26,8","0,8","21,2"
13/07/2011 11.00,"1,8","2,1","4,9","0,2",,"26,8","0,7","21,2"
13/07/2011 12.00,"2,2","2,1","4,7","0,2",,"26,8","0,7","21,2"
13/07/2011 13.00,2,"1,7","4,2","0,2",,"26,8","0,6","21,2"
13/07/2011 14.00,"1,9",,,"0,2",,"26,8","0,6","21,2"
13/07/2011 15.00,"2,4",,,"0,2",,"26,8","0,5","21,2"
13/07/2011 16.00,"2,7","1,9","4,3","0,2",,"26,8","0,6","21,2"
13/07/2011 17.00,"2,6","3,2","5,5","0,2",,"26,8","0,7","21,2"
13/07/2011 18.00,"2,4","6,1","8,8","0,3",,"26,8","0,7","21,2"
13/07/2011 19.00,"2,4","14,5","17,5","0,3",,"26,8","1,2","21,2"
13/07/2011 20.00,"2,5","50,1","54,2","0,5",,"26,8","1,9","21,2"
13/07/2011 21.00,"2,1","24,1","26,6","0,4",,"26,8","3,3","21,2"
13/07/2011 22.00,"2,1","9,4","11,6","0,3",,"26,8","2,4","21,2"
13/07/2011 23.00,"1,5","10,6","13,1","0,3",,"26,8","1,4","21,2"
14/07/2011 0.00,"1,7","12,1","14,7","0,3",,"26,8","1,4","21,2"
14/07/2011 1.00,"1,6",10,"12,4","0,3",,"38,5","1,3","24,8"
14/07/2011 2.00,"1,6","9,2","11,7","0,3",,"38,5","1,8","24,8"
14/07/2011 3.00,"1,8","8,1","10,5","0,3",,"38,5","1,5","24,8"
14/07/2011 4.00,"1,4","11,1","13,5","0,3",,"38,5","1,4","24,8"
14/07/2011 5.00,"1,6","19,8","23,3","0,3",,"38,5","1,5","24,8"
14/07/2011 6.00,"1,6","18,6","24,1","0,4",,"38,5","1,7","24,8"
14/07/2011 7.00,"1,8",24,"30,8","0,4",,"38,5","2,3","24,8"
14/07/2011 8.00,"2,3",30,"36,8","0,4",,"38,5","2,7","24,8"
14/07/2011 9.00,"2,8","20,3","25,2","0,4",,"38,5","2,3","24,8"
14/07/2011 10.00,"2,6","21,9","27,1","0,4",,"38,5","1,8","24,8"
14/07/2011 11.00,"2,5","16,3","21,2","0,3",,"38,5","1,5","24,8"
14/07/2011 12.00,"2,2","15,9","21,4","0,3",,"38,5","1,1","24,8"
14/07/2011 13.00,"2,2",16,"21,2","0,3",,"38,5",1,"24,8"
14/07/2011 14.00,"2,1",9,"12,4","0,3",,"38,5","0,7","24,8"
14/07/2011 15.00,"2,4","12,6","16,3","0,3",,"38,5","0,3","24,8"
14/07/2011 16.00,"1,8","19,9","24,1","0,3",,"38,5","0,6","24,8"
14/07/2011 17.00,"2,1","19,3","23,5","0,3",,"38,5","0,8","24,8"
14/07/2011 18.00,"2,4","35,9","40,2","0,4",,"38,5","0,9","24,8"
14/07/2011 19.00,"2,3",52,57,"0,5",,"38,5","1,7","24,8"
14/07/2011 20.00,"2,6","50,7",55,"0,5",,"38,5","2,3","24,8"
14/07/2011 21.00,"2,3","36,8",40,"0,5",,"38,5","2,6","24,8"
14/07/2011 22.00,"1,7","30,1",33,"0,4",,"38,5","2,4","24,8"
14/07/2011 23.00,"2,4","27,8","30,8","0,4",,"38,5","2,2","24,8"
15/07/2011 0.00,"2,1",18,"20,7","0,3",,"38,5","1,8","24,8"
15/07/2011 1.00,2,16,"18,6","0,3",,"35,2","1,4","18,8"
15/07/2011 2.00,"1,8",,,"0,3",,"35,2","1,6","18,8"
15/07/2011 3.00,,"8,3","10,9","0,3",,"35,2","1,3","18,8"
15/07/2011 4.00,"2,8","10,3",13,,,"35,2","1,4","18,8"
15/07/2011 5.00,"2,6","22,9","26,1","0,3",,"35,2","1,7","18,8"
15/07/2011 6.00,"3,5","29,5","34,9","0,3",,"35,2","2,4","18,8"
15/07/2011 7.00,"2,8","14,7","18,6","0,2",,"35,2","2,4","18,8"
15/07/2011 8.00,"3,6","6,2","8,8","0,2",,"35,2","1,7","18,8"
15/07/2011 9.00,"3,3","5,4","8,2","0,2",,"35,2","1,7","18,8"
15/07/2011 10.00,"3,8","4,9","7,9","0,2",,"35,2","1,2","18,8"
15/07/2011 11.00,"2,6","3,2","5,9","0,2",,"35,2",1,"18,8"
15/07/2011 12.00,"2,1","4,5","7,1","0,2",,"35,2","0,5","18,8"
15/07/2011 13.00,"2,2","4,1","6,8","0,2",,"35,2","0,4","18,8"
15/07/2011 14.00,"3,1","4,7","7,1","0,2",,"35,2","0,4","18,8"
15/07/2011 15.00,,,,,,"35,2","0,4","18,8"
15/07/2011 16.00,3,"4,5","6,6","0,2",,"35,2","0,4","18,8"
15/07/2011 17.00,"2,7",5,"7,1","0,2",,"35,2","0,4","18,8"
15/07/2011 18.00,"2,7","7,9","10,3","0,2",,"35,2","0,4","18,8"
15/07/2011 19.00,"2,9","9,8",12,"0,2",,"35,2","0,5","18,8"
15/07/2011 20.00,"2,9","22,4","24,7","0,3",,"35,2","0,8","18,8"
15/07/2011 21.00,"2,9","43,4","46,6","0,3",,"35,2","1,2","18,8"
15/07/2011 22.00,"2,5","28,9","31,4","0,3",,"35,2","1,6","18,8"
15/07/2011 23.00,"2,1","17,2","19,3","0,2",,"35,2","1,8","18,8"
16/07/2011 0.00,2,"13,9","15,9","0,2",,"35,2","1,4","18,8"
16/07/2011 1.00,"2,6","22,6","24,7","0,2",,"23,4","1,2","11,9"
16/07/2011 2.00,"3,2","16,3","18,6","0,2",,"23,4","1,1","11,9"
16/07/2011 3.00,"2,9","7,4","9,4","0,2",,"23,4","0,9","11,9"
16/07/2011 4.00,"2,5",8,10,"0,2",,"23,4","0,8","11,9"
16/07/2011 5.00,"2,6","10,5","12,9","0,2",,"23,4","0,7","11,9"
16/07/2011 6.00,"2,2","10,7","13,6","0,2",,"23,4","0,7","11,9"
16/07/2011 7.00,"2,1","8,8",12,"0,2",,"23,4","0,6","11,9"
16/07/2011 8.00,"2,6","8,3","11,4","0,2",,"23,4","0,6","11,9"
16/07/2011 9.00,"3,9",10,"13,3","0,2",,"23,4","0,6","11,9"
16/07/2011 10.00,"4,8","10,4","13,7","0,2",,"23,4","0,8","11,9"
16/07/2011 11.00,3,"6,9",10,"0,2",,"23,4","0,7","11,9"
16/07/2011 12.00,"3,4","5,6","8,3","0,2",,"23,4","0,5","11,9"
16/07/2011 13.00,"3,6","5,9","8,7","0,2",,"23,4","0,5","11,9"
16/07/2011 14.00,"2,7","3,7",6,"0,2",,"23,4","0,6","11,9"
16/07/2011 15.00,"3,8",5,"7,5","0,2",,"23,4","0,4","11,9"
16/07/2011 16.00,"3,2","4,4","6,5","0,1",,"23,4","0,6","11,9"
16/07/2011 17.00,"2,6","3,1","5,4","0,1",,"23,4","0,5","11,9"
16/07/2011 18.00,3,"3,2","5,5","0,1",,"23,4","0,5","11,9"
16/07/2011 19.00,"2,5","6,6","8,7","0,1",,"23,4","0,5","11,9"
16/07/2011 20.00,"2,6","13,2","15,3","0,2",,"23,4","0,6","11,9"
16/07/2011 21.00,"2,8","22,8","25,5","0,2",,"23,4",1,"11,9"
16/07/2011 22.00,"3,3","26,2","28,4","0,3",,"23,4","1,4","11,9"
16/07/2011 23.00,"2,5","27,6","30,3","0,3",,"23,4","1,6","11,9"
17/07/2011 0.00,"2,5","25,3","27,9","0,3",,"23,4","1,6","11,9"
17/07/2011 1.00,"3,1","22,4",25,"0,3",,"15,7","1,9","6,3"
17/07/2011 2.00,"2,6",,,"0,2",,"15,7","1,7","6,3"
17/07/2011 3.00,,"7,9","10,1","0,2",,"15,7","1,2","6,3"
17/07/2011 4.00,"2,5","10,1","12,2",,,"15,7","1,2","6,3"
17/07/2011 5.00,"2,5","12,7","15,2","0,2",,"15,7","1,1","6,3"
17/07/2011 6.00,"2,7","8,8","11,3","0,1",,"15,7","1,3","6,3"
17/07/2011 7.00,"4,1","8,7","11,9","0,2",,"15,7","0,7","6,3"
17/07/2011 8.00,"5,7","11,9","15,8","0,2",,"15,7","0,6","6,3"
17/07/2011 9.00,"4,8","10,3","13,9","0,2",,"15,7","0,6","6,3"
17/07/2011 10.00,"3,7","5,2","7,8","0,2",,"15,7","0,5","6,3"
17/07/2011 11.00,"3,2","4,1","6,5","0,2",,"15,7","0,4","6,3"
17/07/2011 12.00,"2,9","3,2","5,5","0,2",,"15,7","0,4","6,3"
17/07/2011 13.00,"2,7",2,"4,1","0,2",,"15,7","0,3","6,3"
17/07/2011 14.00,"2,8","1,8",4,"0,2",,"15,7","0,3","6,3"
17/07/2011 15.00,3,"1,7","3,7","0,2",,"15,7","0,3","6,3"
17/07/2011 16.00,"2,9",2,"4,1","0,2",,"15,7","0,3","6,3"
17/07/2011 17.00,"2,7","2,7","4,8","0,2",,"15,7","0,3","6,3"
17/07/2011 18.00,"3,1","3,7","5,8","0,2",,"15,7","0,3","6,3"
17/07/2011 19.00,"3,2","8,3","10,7","0,2",,"15,7","0,4","6,3"
17/07/2011 20.00,"2,9","9,8","12,2","0,2",,"15,7","0,5","6,3"
17/07/2011 21.00,"2,9","8,5","11,1","0,2",,"15,7","0,6","6,3"
17/07/2011 22.00,"3,3",23,"25,4","0,2",,"15,7","0,6","6,3"
17/07/2011 23.00,"3,1","22,7","25,1","0,3",,"15,7","0,8","6,3"
18/07/2011 0.00,"2,8","11,5","13,6","0,2",,"15,7",1,"6,3"
18/07/2011 1.00,"2,7","17,8","19,9","0,3",,"17,8","0,7",12
18/07/2011 2.00,"2,6","28,2","30,8","0,3",,"17,8",1,12
18/07/2011 3.00,"2,5","15,8","17,8","0,2",,"17,8",1,12
18/07/2011 4.00,"2,7","14,6","16,7","0,2",,"17,8","1,1",12
18/07/2011 5.00,"2,7","34,8","38,6","0,3",,"17,8","1,5",12
18/07/2011 6.00,"2,8","31,9","39,7","0,3",,"17,8","1,3",12
18/07/2011 7.00,"2,9","30,9",42,"0,3",,"17,8","1,6",12
18/07/2011 8.00,"2,8","11,6","15,5","0,3",,"17,8","1,2",12
18/07/2011 9.00,"2,8","10,7","14,6","0,3",,"17,8","0,7",12
18/07/2011 10.00,3,"12,9",17,"0,3",,"17,8","0,9",12
18/07/2011 11.00,"3,2","9,6","13,1","0,3",,"17,8","0,8",12
18/07/2011 12.00,"3,9","7,1","10,3","0,3",,"17,8","0,6",12
18/07/2011 13.00,"5,1","5,9",9,"0,2",,"17,8","0,8",12
18/07/2011 14.00,"3,7","3,5","5,9","0,2",,"17,8","0,5",12
18/07/2011 15.00,"4,1","6,1","8,9","0,2",,"17,8","0,4",12
18/07/2011 16.00,"3,1","7,3","10,1","0,2",,"17,8","0,5",12
18/07/2011 17.00,"2,8","14,2","17,6","0,3",,"17,8","0,5",12
18/07/2011 18.00,"2,5","25,1",29,"0,3",,"17,8","0,8",12
18/07/2011 19.00,"2,8",25,"28,7","0,3",,"17,8","1,3",12
18/07/2011 20.00,3,23,26,"0,3",,"17,8","1,2",12
18/07/2011 21.00,"2,8","20,8","23,6","0,3",,"17,8","1,4",12
18/07/2011 22.00,"2,8","13,5",16,"0,2",,"17,8","1,2",12
18/07/2011 23.00,"2,6","15,9","18,5","0,2",,"17,8",1,12
19/07/2011 0.00,"2,4","9,9","12,2","0,2",,"17,8",1,12
19/07/2011 1.00,"2,5","8,3","10,4","0,2",,"27,6","0,9","12,7"
19/07/2011 2.00,"2,9",,,"0,2",,"27,6","0,8","12,7"
19/07/2011 3.00,,"4,7","6,4","0,2",,"27,6","0,7","12,7"
19/07/2011 4.00,"2,5",7,"8,9",,,"27,6","0,7","12,7"
19/07/2011 5.00,"2,7","11,6","14,2","0,2",,"27,6","0,9","12,7"
19/07/2011 6.00,"2,8","21,5","28,6","0,3",,"27,6","1,4","12,7"
19/07/2011 7.00,"2,4","23,7","33,8","0,3",,"27,6","1,8","12,7"
19/07/2011 8.00,"2,9","20,2","27,8","0,3",,"27,6","1,9","12,7"
19/07/2011 9.00,"2,8","16,5","22,5","0,3",,"27,6","1,4","12,7"
19/07/2011 10.00,"2,8","16,9",22,"0,3",,"27,6","1,2","12,7"
19/07/2011 11.00,"2,6","16,3","20,8","0,3",,"27,6","1,2","12,7"
19/07/2011 12.00,"2,6","16,7",22,"0,3",,"27,6","0,9","12,7"
19/07/2011 13.00,"3,1","13,6","18,2","0,3",,"27,6",1,"12,7"
19/07/2011 14.00,"3,6","9,7","13,4","0,2",,"27,6","0,7","12,7"
19/07/2011 15.00,"2,9","12,2","16,5","0,2",,"27,6","0,6","12,7"
19/07/2011 16.00,"3,2","13,9",18,"0,2",,"27,6","0,7","12,7"
19/07/2011 17.00,"3,5",18,"22,3","0,2",,"27,6","0,8","12,7"
19/07/2011 18.00,"2,9","20,4","24,5","0,3",,"27,6","0,8","12,7"
19/07/2011 19.00,"3,5","23,4","27,6","0,3",,"27,6","1,1","12,7"
19/07/2011 20.00,"2,8",20,"23,4","0,3",,"27,6","1,3","12,7"
19/07/2011 21.00,"2,3","13,5","16,5","0,2",,"27,6","1,3","12,7"
19/07/2011 22.00,"2,4","9,8","12,4","0,2",,"27,6",1,"12,7"
19/07/2011 23.00,"2,4","9,1","11,6","0,2",,"27,6","0,9","12,7"
20/07/2011 0.00,"2,6","6,4","8,7","0,1",,"27,6","0,8","12,7"
20/07/2011 1.00,"2,3","4,9","6,7","0,1",,"34,1","0,7","12,8"
20/07/2011 2.00,"2,3","3,4","5,4","0,1",,"34,1","0,6","12,8"
20/07/2011 3.00,"2,1","2,4","4,6","0,1",,"34,1","0,5","12,8"
20/07/2011 4.00,"2,1","4,4","6,6","0,1",,"34,1","0,6","12,8"
20/07/2011 5.00,"2,3","12,2","15,4","0,2",,"34,1","0,6","12,8"
20/07/2011 6.00,"2,3","21,4","27,7","0,2",,"34,1","0,8","12,8"
20/07/2011 7.00,"2,6","23,7","31,9","0,3",,"34,1","1,1","12,8"
20/07/2011 8.00,"2,7",21,"27,7","0,3",,"34,1","1,3","12,8"
20/07/2011 9.00,"2,5","16,4","22,7","0,2",,"34,1","1,3","12,8"
20/07/2011 10.00,"2,4","15,4","22,7","0,2",,"34,1","1,1","12,8"
20/07/2011 11.00,"2,3","13,7","20,3","0,2",,"34,1","1,1","12,8"
20/07/2011 12.00,"2,3","10,5",16,"0,2",,"34,1","0,8","12,8"
20/07/2011 13.00,"2,9","6,8","11,3","0,2",,"34,1","0,6","12,8"
20/07/2011 14.00,"2,4","6,3","10,1","0,2",,"34,1","0,5","12,8"
20/07/2011 15.00,"2,3","5,7","9,1","0,2",,"34,1","0,3","12,8"
20/07/2011 16.00,"2,6","6,2","9,1","0,2",,"34,1","0,4","12,8"
20/07/2011 17.00,"2,9",10,"13,2","0,3",,"34,1","0,7","12,8"
20/07/2011 18.00,3,"8,7","11,6","0,3",,"34,1","1,2","12,8"
20/07/2011 19.00,"2,6","6,7","9,2","0,2",,"34,1","0,8","12,8"
20/07/2011 20.00,"2,6","5,4","7,3","0,2",,"34,1","0,5","12,8"
20/07/2011 21.00,"2,5","11,9","14,2","0,2",,"34,1","0,5","12,8"
20/07/2011 22.00,"2,6","11,8","14,4","0,2",,"34,1","0,7","12,8"
20/07/2011 23.00,"2,3","8,8","11,2","0,2",,"34,1","0,7","12,8"
21/07/2011 0.00,"2,2",12,"14,1","0,2",,"34,1","0,6","12,8"
21/07/2011 1.00,"2,5","6,8","9,1","0,2",,"26,8","0,7","11,3"
21/07/2011 2.00,"2,3",,,"0,2",,"26,8","0,5","11,3"
21/07/2011 3.00,,"6,3","8,4","0,2",,"26,8","0,5","11,3"
21/07/2011 4.00,"2,3",10,"12,5",,,"26,8","0,5","11,3"
21/07/2011 5.00,"2,9","25,5","31,9","0,3",,"26,8","0,5","11,3"
21/07/2011 6.00,"2,9","26,2","35,3","0,3",,"26,8",1,"11,3"
21/07/2011 7.00,"2,7","20,1","27,2","0,3",,"26,8","1,3","11,3"
21/07/2011 8.00,"2,7","12,8","18,2","0,2",,"26,8",1,"11,3"
21/07/2011 9.00,"2,9","7,9","11,3","0,2",,"26,8","0,7","11,3"
21/07/2011 10.00,"3,7","3,8","6,2","0,3",,"26,8","0,6","11,3"
21/07/2011 11.00,"3,2",,,"0,3",,"26,8",,"11,3"
21/07/2011 12.00,,,,,,"26,8",,"11,3"
21/07/2011 13.00,"4,2","18,2","21,2","0,2",,"26,8",,"11,3"
21/07/2011 14.00,"4,5",11,"13,2","0,1",,"26,8",,"11,3"
21/07/2011 15.00,"4,5","7,2","9,2","0,1",,"26,8",,"11,3"
21/07/2011 16.00,"4,2","7,8","9,9","0,1",,"26,8",,"11,3"
21/07/2011 17.00,"4,4","9,2","11,6","0,1",,"26,8",,"11,3"
21/07/2011 18.00,"4,1","13,4","15,9","0,2",,"26,8",,"11,3"
21/07/2011 19.00,"3,9","26,1","29,8","0,2",,"26,8",,"11,3"
21/07/2011 20.00,"4,1","24,4",27,"0,4",,"26,8",,"11,3"
21/07/2011 21.00,4,"15,4","17,7","0,3",,"26,8",,"11,3"
21/07/2011 22.00,"3,7","11,8","14,1","0,2",,"26,8",,"11,3"
21/07/2011 23.00,"3,7","8,4","10,5","0,1",,"26,8",,"11,3"
22/07/2011 0.00,"3,2","4,9",7,"0,1",,"26,8",,"11,3"
22/07/2011 1.00,"3,1","2,4","4,1","0,1",,"18,9",,"8,8"
22/07/2011 2.00,"3,4","2,6","4,4","0,1",,"18,9",,"8,8"
22/07/2011 3.00,"3,5","2,6","4,4","0,1",,"18,9",,"8,8"
22/07/2011 4.00,"3,3","5,1",7,"0,1",,"18,9",,"8,8"
22/07/2011 5.00,"3,9","14,6","18,8","0,1",,"18,9",,"8,8"
22/07/2011 6.00,"5,2","21,5","28,1","0,2",,"18,9",,"8,8"
22/07/2011 7.00,"9,6","18,1","25,8","0,3",,"18,9",,"8,8"
22/07/2011 8.00,"9,3",13,19,"0,3",,"18,9",,"8,8"
22/07/2011 9.00,"7,6","8,1","11,9","0,1",,"18,9",,"8,8"
22/07/2011 10.00,"5,1","5,8","8,9","0,1",,"18,9",,"8,8"
22/07/2011 11.00,"5,6","4,7","7,2","0,1",,"18,9",,"8,8"
22/07/2011 12.00,"4,5","2,8","5,1","0,1",,"18,9",,"8,8"
22/07/2011 13.00,"4,7","1,6","3,8","0,1",,"18,9",,"8,8"
22/07/2011 14.00,"4,4","1,1","3,1","0,1",,"18,9",,"8,8"
22/07/2011 15.00,5,"1,2","3,2","0,1",,"18,9",,"8,8"
22/07/2011 16.00,5,"1,4","3,3","0,1",,"18,9",,"8,8"
22/07/2011 17.00,"4,5","3,7","5,8","0,1",,"18,9",,"8,8"
22/07/2011 18.00,"4,1","4,8",7,"0,1",,"18,9",,"8,8"
22/07/2011 19.00,"4,3",17,"19,4","0,2",,"18,9",,"8,8"
22/07/2011 20.00,4,"25,9","29,1","0,2",,"18,9",,"8,8"
22/07/2011 21.00,"3,9","15,5","17,9","0,1",,"18,9",,"8,8"
22/07/2011 22.00,"3,7",14,"16,3","0,2",,"18,9",,"8,8"
22/07/2011 23.00,"3,8","11,6","13,8","0,1",,"18,9",,"8,8"
23/07/2011 0.00,"3,3","10,8","12,9","0,1",,"18,9",,"8,8"
23/07/2011 1.00,"3,8","8,7","10,7","0,1",,"14,2",,"5,2"
23/07/2011 2.00,"3,6",,,"0,1",,"14,2",,"5,2"
23/07/2011 3.00,,"6,6","8,6","0,1",,"14,2",,"5,2"
23/07/2011 4.00,"2,2","4,8","6,6",,,"14,2",,"5,2"
23/07/2011 5.00,"2,5","7,6","9,9","0,2",,"14,2",,"5,2"
23/07/2011 6.00,"2,8","13,5","17,2","0,2",,"14,2",,"5,2"
23/07/2011 7.00,"2,5","13,9","17,9","0,2",,"14,2",,"5,2"
23/07/2011 8.00,"2,6",10,"14,3","0,2",,"14,2",,"5,2"
23/07/2011 9.00,"2,4","9,1","13,3","0,2",,"14,2",,"5,2"
23/07/2011 10.00,"3,1","9,4","13,7","0,2",,"14,2",,"5,2"
23/07/2011 11.00,"3,4","4,4","6,9","0,2",,"14,2",,"5,2"
23/07/2011 12.00,3,"2,7","4,7","0,2",,"14,2",,"5,2"
23/07/2011 13.00,"3,7","1,5","3,4","0,2",,"14,2",,"5,2"
23/07/2011 14.00,"3,2","1,7","3,6","0,2",,"14,2",,"5,2"
23/07/2011 15.00,3,,,"0,2",,"14,2",,"5,2"
23/07/2011 16.00,"3,1","2,4","4,5","0,2",,"14,2",,"5,2"
23/07/2011 17.00,3,"4,5","6,5","0,2",,"14,2",,"5,2"
23/07/2011 18.00,"2,8","7,9","10,3","0,2",,"14,2",,"5,2"
23/07/2011 19.00,"2,5","12,1","14,6","0,2",,"14,2",,"5,2"
23/07/2011 20.00,"3,2","25,4","29,4","0,3",,"14,2",,"5,2"
23/07/2011 21.00,"3,1","15,8","18,4","0,2",,"14,2",,"5,2"
23/07/2011 22.00,"2,9","10,7",13,"0,2",,"14,2",,"5,2"
23/07/2011 23.00,"2,5","8,5","10,5","0,2",,"14,2",,"5,2"
24/07/2011 0.00,"2,6","9,8","11,8","0,2",,"14,2",,"5,2"
24/07/2011 1.00,"2,7","10,7","12,6","0,2",,"14,2",,6
24/07/2011 2.00,"2,8","9,3","11,1","0,2",,"14,2",,6
24/07/2011 3.00,"2,9","11,1",13,"0,2",,"14,2",,6
24/07/2011 4.00,"2,8","9,6","11,4","0,2",,"14,2",,6
24/07/2011 5.00,3,"11,2","13,6","0,2",,"14,2",,6
24/07/2011 6.00,"2,9","15,7","20,6","0,2",,"14,2",,6
24/07/2011 7.00,"3,6","4,7","7,4","0,2",,"14,2",,6
24/07/2011 8.00,"3,8","1,5","3,8","0,2",,"14,2",,6
24/07/2011 9.00,"3,4","2,1","4,5","0,2",,"14,2",,6
24/07/2011 10.00,"3,6","6,1",9,"0,2",,"14,2",,6
24/07/2011 11.00,"3,1","5,8","9,3","0,2",,"14,2",,6
24/07/2011 12.00,"2,9","3,2","5,8","0,2",,"14,2",,6
24/07/2011 13.00,"2,5","2,2","4,6","0,2",,"14,2",,6
24/07/2011 14.00,3,"1,2","3,4","0,2",,"14,2",,6
24/07/2011 15.00,"2,9","2,4","4,7","0,2",,"14,2",,6
24/07/2011 16.00,3,"3,9","6,3","0,2",,"14,2",,6
24/07/2011 17.00,"2,8","5,7","8,3","0,2",,"14,2",,6
24/07/2011 18.00,"1,6","6,6","8,9","0,2",,"14,2",,6
24/07/2011 19.00,"2,1","9,3","11,7","0,2",,"14,2",,6
24/07/2011 20.00,"2,6","15,7","18,8","0,3",,"14,2",,6
24/07/2011 21.00,"2,7",8,"10,4","0,2",,"14,2",,6
24/07/2011 22.00,"3,1","6,6","8,8","0,2",,"14,2",,6
24/07/2011 23.00,3,"6,4","8,4","0,2",,"14,2",,6
25/07/2011 0.00,"3,2","10,9","12,9","0,3",,"14,2",,6
25/07/2011 1.00,"4,2","12,1",14,"0,3",,"17,8",,"8,5"
25/07/2011 2.00,"3,2",,,"0,2",,"17,8",,"8,5"
25/07/2011 3.00,,"9,2","11,1","0,2",,"17,8",,"8,5"
25/07/2011 4.00,"2,8","11,7","13,7",,,"17,8",,"8,5"
25/07/2011 5.00,"3,5","28,6","32,6","0,3",,"17,8",,"8,5"
25/07/2011 6.00,"3,2","22,3","27,1","0,2",,"17,8",,"8,5"
25/07/2011 7.00,"2,7","15,4","20,4","0,2",,"17,8",,"8,5"
25/07/2011 8.00,"2,8","11,2","15,1","0,2",,"17,8",,"8,5"
25/07/2011 9.00,"3,1","8,1","11,5","0,2",,"17,8",,"8,5"
25/07/2011 10.00,"2,9","5,1","7,5","0,2",,"17,8",,"8,5"
25/07/2011 11.00,"3,8","8,9","12,8","0,2",,"17,8",,"8,5"
25/07/2011 12.00,3,"12,6","18,5","0,2",,"17,8",,"8,5"
25/07/2011 13.00,,"6,9","10,4","0,2",,"17,8",,"8,5"
25/07/2011 14.00,"3,8",6,"9,3","0,2",,"17,8","0,4","8,5"
25/07/2011 15.00,4,8,"11,8","0,2",,"17,8","0,3","8,5"
25/07/2011 16.00,"4,1","11,2","15,4","0,2",,"17,8","0,3","8,5"
25/07/2011 17.00,"4,2","14,4","18,6","0,2",,"17,8","0,4","8,5"
25/07/2011 18.00,"4,8","19,1","23,5","0,3",,"17,8","0,5","8,5"
25/07/2011 19.00,"4,1","22,9","26,7","0,3",,"17,8","0,6","8,5"
25/07/2011 20.00,"3,8","20,6","23,9","0,3",,"17,8","0,7","8,5"
25/07/2011 21.00,"4,2","11,4",14,"0,2",,"17,8","0,7","8,5"
25/07/2011 22.00,"4,4","6,4","8,3","0,2",,"17,8","0,7","8,5"
25/07/2011 23.00,"4,6","11,8","13,8","0,1",,"17,8","0,5","8,5"
26/07/2011 0.00,"4,4","9,1","10,9","0,1",,"17,8","0,6","8,5"
26/07/2011 1.00,"4,3","7,3","9,2","0,1",,"12,9","0,8","6,2"
26/07/2011 2.00,"4,1","4,7","6,5","0,1",,"12,9","0,7","6,2"
26/07/2011 3.00,"3,6","2,3","4,2","0,1",,"12,9","0,5","6,2"
