"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOx,PM10,NMHC,CH4,BENZENE,CO
24/12/2011 20.00,"6,14004495","43,0594828","64,29231928","21,73381996","434,31836","657,82745",,"0,75955321"
24/12/2011 21.00,"5,8164325","35,23202248","47,56652568",,"312,85324","658,22925",,"0,7059935"
24/12/2011 22.00,"5,52491149","25,27734744","33,87113736","36,63003159","269,748724","650,71412",,"0,51756407"
24/12/2011 23.00,"5,47519341","26,5246024","37,88008512",,"291,912404","659,56205",,"0,54916353"
25/12/2011 0.00,"5,49056129","26,70759992","37,47736056","31,74603081","326,998364","683,52697",,"0,66005172"
25/12/2011 1.00,"9,27582919","34,38840984","69,52169664",,"419,714204","942,43219",,"0,89803559"
25/12/2011 2.00,"5,98230724","26,60247816","43,66977408","23,19902039","320,099164","745,84517",,"0,61639102"
25/12/2011 3.00,"5,34095754","17,28310718","24,65353832",,"239,368724","645,95426",,"0,35994073"
25/12/2011 4.00,"5,2871735","16,71270022","22,08681216","82,78388214","250,836684","635,95581",,"0,33518332"
25/12/2011 5.00,"5,08875782","20,69780152","27,43813688",,"277,892524","641,58346",,"0,40062486"
25/12/2011 6.00,"5,56830077","24,34547688","43,60103768","45,1770401","363,3742","644,80717",,"0,48759095"
25/12/2011 7.00,"5,27723029","12,86255554","16,02282386",,"215,78424","629,0424",,"0,23078184"
25/12/2011 8.00,"4,74390227","10,54131106","13,89059778","33,69963074","173,23264","621,26855",,"0,24504494"
25/12/2011 9.00,"4,70593664","10,6023115","13,83482857",,"175,93744","620,94515",,"0,21534909"
25/12/2011 10.00,"4,48673043","11,53937314","15,11429308","19,53602028","163,7384","620,14841",,"0,21459533"
25/12/2011 11.00,"4,30910528","10,98453942","16,29259558",,"171,19816","622,10253",,"0,21398021"
25/12/2011 12.00,"4,59023255","14,83921938","23,69830312","19,04759979","240,66644","626,04115",,"0,34111433"
25/12/2011 13.00,"4,70593664","21,94375632","34,30497016",,"243,94356","626,0142",,"0,33956838"
25/12/2011 14.00,"4,92604799","23,20789424","37,27050128","10,98900986","219,89828","628,90961",,"0,32584118"
25/12/2011 15.00,"4,56763379","14,9028125","19,1556588",,"206,456404","624,07625",,"0,26634929"
25/12/2011 16.00,"4,45283178","10,59257751","12,77520008","11,72161007","179,91232","623,97384",,"0,23002809"
25/12/2011 17.00,"4,45644824","12,17858151","16,87688175",,"183,3756204","621,75365",,"0,2439743"
25/12/2011 18.00,"4,4044714","18,76852851","25,69500472","10,25640965","214,20056","624,1669",,"0,30304796"
25/12/2011 19.00,"4,71271698","28,6187204","41,14262632",,"218,46944","629,44518",,"0,35385011"
25/12/2011 20.00,"4,7597217","28,32280016","41,843642","10,98900986","224,63756","630,11942",,"0,39332614"
25/12/2011 21.00,"5,06389928","23,56480728","33,43726632",,"197,489404","634,34371",,"0,33294186"
25/12/2011 22.00,"4,73395906","24,59401776","37,25881896","12,45421028","213,630004","636,68689",,"0,32371855"
25/12/2011 23.00,"4,61554263","21,00993552","30,27915856",,"200,20224","632,78159",,"0,35067665"
26/12/2011 0.00,"4,39091174","18,17085261","24,85326584","6,83760691","217,8246","631,07835",,"0,25535985"
26/12/2011 1.00,"4,26887987","16,22924146","22,21392192",,"200,233404","628,74644",,"0,2404828"
26/12/2011 2.00,,"12,00531416","15,33413102","7,08180714","173,8774604","626,75214",,"0,16924887"
26/12/2011 3.00,"3,96289407",,,,"203,44604","628,80622",,"0,21140207"
26/12/2011 4.00,"4,29599818","42,00302632","46,6203916","13,18680954","221,18208","643,19164",,"0,22135932"
26/12/2011 5.00,"4,04470155","26,1261416","30,44322728",,"243,743444","649,49451",,"0,21520929"
26/12/2011 6.00,"5,25282331","22,01059984","27,84279256","12,94260979","249,041324","666,85913",,
26/12/2011 7.00,"4,31678871","21,53038192","29,55609752",,"429,712164","684,4712",,"0,48754668"
26/12/2011 8.00,"3,86933617","16,07414385","21,51680672","7,32600689","254,19436","652,50899",,"0,38629653"
26/12/2011 9.00,"3,88696281","17,32010056","23,11986576",,"216,26248","662,8524",,"0,30662567"
26/12/2011 10.00,"3,92176455","17,26299486","23,17498872","7,32600689","207,11516","646,50551",,"0,29514227"
26/12/2011 11.00,"4,08673416","21,91586024","30,02625832",,"224,484484","642,69331",,"0,34579763"
26/12/2011 12.00,"4,32266392","24,73808696","36,72577248","10,7448101","234,955","653,22341",,"0,60105379"
26/12/2011 13.00,"4,06865597","32,48572128","51,5469464",,"339,669764","675,3866",,"1,08961285"
26/12/2011 14.00,"4,56356579","40,43648648","67,89466112","8,30280876","433,202924","666,01682",,"0,87739412"
26/12/2011 15.00,"4,00989879","33,72064384","44,83770016",,"314,754244","672,14966",,"0,89098035"
26/12/2011 16.00,"4,00809158","31,99774064","43,23010968","14,65200996","311,57728","685,31204",,"0,88683528"
26/12/2011 17.00,"4,15181809","34,65316448","44,51344408",,"289,599604","670,01228",,"0,68842064"
26/12/2011 18.00,"4,30051773","43,0017404","77,65440776","16,36141014","393,236564","658,55608",,"0,82043261"
26/12/2011 19.00,"4,85779915","47,65914296","72,25054128",,"463,396724","677,47449",,"0,90155156"
26/12/2011 20.00,"4,59520365","39,94135496","56,54418784","19,29179955","361,91204","673,69463",,"0,73050743"
26/12/2011 21.00,"4,5545267","45,68247912","66,54903376",,"315,052164","671,25149",,"0,7518677"
26/12/2011 22.00,"4,57034512","38,69214976","58,4792848","21,73381996","281,52852","661,84545",,"0,61890392"
26/12/2011 23.00,"4,02933366","41,46244656","62,66786496",,"332,562804","678,51133",,"0,72251436"
27/12/2011 0.00,"3,98097328","38,62465616","58,50068008","25,64101982","294,105644","675,20383",,"0,67154212"
27/12/2011 1.00,"3,363578","31,02367224","45,15415528",,"263,57296","679,34923",,"0,73586293"
27/12/2011 2.00,"3,30708162","22,37984528","30,28629032","28,57142067","225,36864","677,35493",,"0,56737714"
27/12/2011 3.00,"3,31928562","17,84508796","23,61660336",,"247,779084","675,27684",,"0,56731656"
27/12/2011 4.00,"5,10593291","19,97099296","26,28189312","21,48962021","232,920324","687,42884",,"0,39805837"
27/12/2011 5.00,"5,02141411","21,65888744","26,35971152",,"274,229284","692,6836",,"0,3948453"
27/12/2011 6.00,"5,37530774","22,26692256","27,25462312","23,93161964","247,293004","688,80182",,"0,41997435"
27/12/2011 7.00,"4,35339868","26,39934728","34,15516496",,"216,63488","674,22383",,"0,48346102"
27/12/2011 8.00,"3,63159818","41,38263968","73,98071008","16,11721039","295,6954","678,97634",,"0,57606338"
27/12/2011 9.00,"6,01846464","44,81162048","104,1386096",,"468,73988","693,88851",,"0,78842191"
27/12/2011 10.00,"6,21868855","40,55591","85,66970296","14,89620972","337,888124","699,95961",,"0,58155752"
27/12/2011 11.00,"4,58435633","39,94525544","85,97319472",,"363,17624","694,30256",,"0,63917376"
27/12/2011 12.00,"5,016442","46,41383824","103,36952672","15,38461018","556,47732","678,58091",,"0,84621639"
27/12/2011 13.00,"4,37012121","36,06850336","67,37847848",,"402,92896","647,38016",,"0,57380211"
27/12/2011 14.00,"4,036114","32,1638552","51,00351776","15,14041042","310,03476","634,0943",,"0,54189043"
27/12/2011 15.00,"4,29283429","28,6310528","43,19703208",,"254,53932","638,45922",,"0,47768961"
27/12/2011 16.00,"4,30503728","36,31574408","53,89576192","13,18680954","487,839884","654,199","1,93080298","0,61872568"
27/12/2011 17.00,"4,07679095","46,84797696","61,94155352",,"381,602004","652,31936","2,1411918","0,53663512"
27/12/2011 18.00,"4,63181361","49,11666056","65,96606496","17,09399986","404,610444","658,85449","1,97638492","0,51303338"
27/12/2011 19.00,"5,07158272","54,55928328","100,56351376",,"633,855964","702,81141","3,10845948","0,82511358"
27/12/2011 20.00,"4,85553938","49,8103724","97,82818744","24,17580986","578,641","687,78262","4,27427303","0,9347529"
27/12/2011 21.00,"4,65938347","39,0250672","64,41550944",,"356,54752","667,44419","3,21924943","0,63068557"
27/12/2011 22.00,"4,49486541","32,64082272","51,10015024","32,47863007","278,2906","660,94336","2,31021618","0,50815436"
27/12/2011 23.00,"4,15091499","22,79775112","31,960036",,"225,103844","650,44805","1,55317562","0,38919272"
28/12/2011 0.00,"5,96920014","25,89188336","34,89704008","29,05982971","208,16572","645,93956","1,40685983","0,36455996"
28/12/2011 1.00,"6,55179266","23,61476784","32,63900632",,"196,291844","640,86169","1,35203336","0,33270653"
28/12/2011 2.00,,"17,14424054","23,34748936","25,64101982","189,6986","645,29227","1,338731","0,39653105"
28/12/2011 3.00,"3,64922483",,,,"183,5696604","641,34189","2,1241601","0,2813976"
28/12/2011 4.00,"4,41125072","33,07691168","37,0357268","13,43101025","172,84652","634,63281","0,98332611","0,24040241"
28/12/2011 5.00,"5,40649404","25,33185856","29,55609752",,"176,48232","634,17956","0,84301266","0,25854962"
28/12/2011 6.00,"3,31792894","17,14488106","20,12190712","14,65200996","200,919404","640,36728","1,40669813",
28/12/2011 7.00,"4,71316853","27,05803128","33,02419784",,196,"641,7726","2,35823079","0,39772984"
28/12/2011 8.00,"5,38615506","42,91931408","61,77100312","8,79120922","237,008884","644,497","1,43313911","0,46343234"
28/12/2011 9.00,"6,87178866","39,68503224","61,92080832",,"243,1184","641,39579","1,77654035","0,49347886"
28/12/2011 10.00,"7,03811392","35,69860784","60,5596364","13,67521","282,578884","640,3173","2,39245792","0,54162132"
28/12/2011 11.00,"4,64853614","36,58569936","60,40918112",,"305,58752","645,96455","2,19877739","0,53965363"
28/12/2011 12.00,"4,79859144","42,26518064","75,62850992","12,45421028","397,709284","649,55674","2,65669995","0,71790679"
28/12/2011 13.00,"4,44605246","32,43836104","53,4178384",,"335,30112","629,50447","1,71489998","0,44163752"
28/12/2011 14.00,"4,55859368","36,72391784","58,88717176","17,82661057","341,0792","628,22949","2,0396474","0,50037915"
28/12/2011 15.00,"4,5382547","30,79654576","46,42974608",,"325,430364","627,59788","1,90890493","0,42873165"
28/12/2011 16.00,"4,76152993","36,37738696","53,04817232","13,43101025","437,20348","634,27119","2,67632703","0,59863409"
28/12/2011 17.00,"5,86750624","59,19854096","107,996452",,"601,66708","647,00923","2,94705853","1,05424928"
28/12/2011 18.00,"6,92918915","75,836612","187,08985008","9,03540897","732,65976","666,50094","4,6068066","1,07976278"
28/12/2011 19.00,"6,40173736","66,43092952","146,41868472",,"685,8138","677,0771","4,51110182","0,94937365"
28/12/2011 20.00,"5,52626715","52,75978536","98,9429408","21,24542046","581,25956","677,14521","3,62867126","0,84867338"
28/12/2011 21.00,"5,40468581","49,05176728","88,20010112",,"513,745204","681,48269","4,77064022","0,96186128"
28/12/2011 22.00,"5,229773","45,1172728","76,87230416","33,69963074","441,4312","675,10632","4,11854999","0,85424208"
28/12/2011 23.00,"4,65531547","35,15026536","52,12087144",,"331,28704","664,13767","3,13733313","0,6611142"
29/12/2011 0.00,"4,45599567","32,7336312","50,38357088","37,36262131","283,12396","679,52514","6,88750029","1,1653297"
29/12/2011 1.00,"5,65281958","29,16771296","47,1774528",,"307,54752","689,69117","9,58183331","1,2393037"
29/12/2011 2.00,"4,55633391","21,20591552","32,26742824","35,89743042","274,94096","679,27377","10,02142647","1,08427715"
29/12/2011 3.00,"4,56356579","17,23898014","25,7014864",,"321,228124","672,38829","9,21847955","0,96486465"
29/12/2011 4.00,"5,17327662","13,00337625","19,57975952","31,74603081","303,313724","656,46721","7,36277999","0,61774358"
29/12/2011 5.00,"4,71452419","11,19933924","15,77056222",,"271,238324","641,12482","2,586949","0,50109446"
29/12/2011 6.00,"4,62955384","13,56599946","17,60059478","22,71062088","256,58752","649,17209","3,70410011","0,6640768"
29/12/2011 7.00,"5,35316154","18,66145078","24,60099656",,"231,185724","645,57353","6,1526822","0,46555963"
29/12/2011 8.00,"6,77958642","30,09763328","45,74167464","23,19902039","239,615684","652,90589","1,97119415","0,61128016"
29/12/2011 9.00,"6,79450073","37,4234804","67,93875184",,"476,92484","668,71133","3,26337096","0,90001726"
29/12/2011 10.00,"9,66136271","41,98549328","83,28262832","16,84980965","555,05436","674,04596","4,97178248","1,070635"
29/12/2011 11.00,"6,5251259","22,9515524","35,80489592",,"339,475724","638,28086","2,92710703","0,5570133"
29/12/2011 12.00,"7,12444095","23,67252936","33,69993688","33,21123123","262,988684","625,43943","1,71116962","0,46195978"
29/12/2011 13.00,"6,50117047","24,87240496","35,8574568",,"282,000684","538,03764","1,73744789","0,47023245"
29/12/2011 14.00,"6,39992913","23,60633592","33,62990032","18,07081032","238,22036","535,71896","1,42811005","0,39844515"
29/12/2011 15.00,"6,17936726","22,4434384","30,60081432",,"207,1818","613,73578","1,38836772","0,37639286"
29/12/2011 16.00,"6,02479241","25,13522848","32,97232528","10,01220989","242,21484","620,92604","1,81530839","0,58544862"
29/12/2011 17.00,"7,05980857","36,40140168","48,03215504",,"360,196844","637,92218","2,8380524","0,68939108"
29/12/2011 18.00,"6,70591494","41,4527336","55,31335696","11,23320961","331,133964","643,71692","3,49419843","0,68598928"
29/12/2011 19.00,"6,79495329","37,78429392","51,40882352",,"311,55572","645,55344","2,81080087","0,64977875"
29/12/2011 20.00,"7,00150497","38,25217944","54,10782184","23,19902039","309,42912","645,44368","2,65232075","0,60704422"
29/12/2011 21.00,"6,70229849","46,82331216","69,53921056",,"449,64948","646,59861","2,75613611","0,66809255"
29/12/2011 22.00,"7,12760484","48,76494816","92,25639","29,05982971","400,1242","658,76727","3,21389696","0,83544946"
29/12/2011 23.00,"6,54184843","40,00039752","65,19176232",,"354,33468","653,92803","3,48706011","0,66206834"
30/12/2011 0.00,"6,35337596","31,02302216","43,94797008","34,18803024","253,343524","652,04055","5,78267827","0,83606575"
30/12/2011 1.00,"6,44286687","24,93016648","33,71223104",,"215,303844","643,55228","2,89271819","0,52861642"
30/12/2011 2.00,,"20,89248136","27,078222","28,57142067","235,57436","657,20515","7,36277999","0,68302669"
30/12/2011 3.00,"5,95338071",,,,"257,012644","649,3333","3,14219948","0,62657195"
30/12/2011 4.00,"6,63043523","39,5630084","44,67753192","24,90842056","238,95732","644,99337","3,34317902","0,50336155"
30/12/2011 5.00,"6,3791386","22,69976112","27,15280912",,"231,597324","643,08384","2,82215568","0,56749247"
30/12/2011 6.00,"6,23360387","19,63937568","23,78975408","20,75702095","215,19232","640,85875","3,39687153",
30/12/2011 7.00,"6,22139987","24,53495608","28,85833224",,"234,882284","646,60253","3,82008083","0,56411164"
30/12/2011 8.00,"6,46230174","46,1730792","67,45499672","22,71062088","308,431284","647,56783","2,16698292","0,60509634"
30/12/2011 9.00,"6,94410448","51,60273856","89,46595984",,"476,997164","651,28399","3,19362001","0,76057724"
30/12/2011 10.00,"7,58726036","46,06405696","79,18482992","32,96702957","426,593804","646,36929","4,29536052","0,74902627"
30/12/2011 11.00,"6,79043374","34,29302016","49,9847468",,"296,03448","629,6745","3,37967609","0,46503538"
30/12/2011 12.00,"7,3422915","38,91669504","56,06817632","35,65322113","301,126364","631,81825","2,40819193","0,43502731"
30/12/2011 13.00,"7,19359288","44,1464548","62,13026792",,"342,813604","647,20278","2,60787378","0,51016748"
30/12/2011 14.00,"8,23719659","52,373026","87,12167576","31,50181961","421,4686","646,75149","2,73521031","0,71584241"
30/12/2011 15.00,"7,79833159","46,53064232","65,41615464",,"443,52644","644,30737","3,76655103","0,81360804"
30/12/2011 16.00,"7,93573134","57,40615568","85,8953572","26,12940979","480,0824","643,58119","3,73248662","0,86582567"
30/12/2011 17.00,"8,68103369","66,18563904","118,30612808",,"674,531844","662,29723","4,15099229","1,12280603"
30/12/2011 18.00,"9,25323145","79,7886204","143,62502328","28,32722092","642,383924","662,86955","4,54841046","0,94491636"
30/12/2011 19.00,"8,89572137","68,50751448","114,5701948",,"624,920324","672,79254","3,72762027","0,81946333"
30/12/2011 20.00,"8,72758687","62,54574552","102,15944104","40,78144073","599,613","669,3253","4,62951621","0,77298216"
30/12/2011 21.00,"9,40147853","49,17830344","74,92556312",,"371,93156","649,38622","3,17139755","0,62192593"
30/12/2011 22.00,"8,30092587","41,71425696","57,7011008","46,39804077","256,76588","648,83105","2,39732427","0,47690324"
30/12/2011 23.00,"7,95697444","30,02885864","39,47987464",,"218,52236","655,914","1,80298133","0,33902665"
31/12/2011 0.00,"7,49370246","23,9437848","30,86147728","28,32722092","207,613","670,14703","1,39534332","0,29101584"
31/12/2011 1.00,"7,32963697","16,04364554","18,62844583",,"180,61792","628,75036","0,97424227","0,20490137"
31/12/2011 2.00,"7,86251141","15,25128979","17,96115401","30,76922989","173,3384604","624,86466","0,93012074","0,21946853"
31/12/2011 3.00,"6,94048802","11,10069151","12,08650724",,"167,04884","575,37613","0,83555195","0,18451736"
31/12/2011 4.00,"6,9065904","9,09873191","9,8952692","16,36141014","150,3633404","551,57879","0,69637448","0,16899723"
31/12/2011 5.00,"7,11494929","8,82877472","9,72536506",,"164,74976","568,85619","0,64673674","0,15907376"
31/12/2011 6.00,"8,35154705","10,40763358","11,36279421","12,21000957","168,7383404","587,15524","0,8266298","0,19733935"
31/12/2011 7.00,"7,89415028","13,2051955","14,58707438",,"170,6983404","567,18774","0,9972763","0,20126773"
31/12/2011 8.00,"9,29164964","16,46090512","20,55899032","6,83760691","179,93976","511,90839","1,16549014","0,36861882"
31/12/2011 9.00,"8,21776273","19,12738032","23,65876296",,"178,7618","601,9013","1,29931412","0,31300638"
31/12/2011 10.00,"6,98297422","19,86715224","27,05034504",,"227,3698","581,48986","1,17457398","0,40908742"
31/12/2011 11.00,"7,75810619","35,92248392","61,3916432",,"265,779724","618,8798","1,33548779","0,42313849"
