"NetC","Regione-Provincia Lecce","","","","","","","","",""
"Stat","S. Barbara","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10
21/07/2011 11.00,"1,6","4,3","5,2",,"85,8",18
21/07/2011 12.00,"1,5",3,"3,9",,"91,7",18
21/07/2011 13.00,"1,4","2,3","3,6",,"90,1",18
21/07/2011 14.00,"1,1","2,3",4,,"90,2",18
21/07/2011 15.00,"1,1","2,2","4,2",,"88,9",18
21/07/2011 16.00,"1,2","1,9","3,7",,89,18
21/07/2011 17.00,"1,3","2,5","4,3",,"90,5",18
21/07/2011 18.00,"1,1","2,1","3,6",,"91,1",18
21/07/2011 19.00,"0,9","2,8","3,7",,"82,9",18
21/07/2011 20.00,"1,3","3,6","4,7",,"85,3",18
21/07/2011 21.00,"1,1","3,7","5,6",,"78,5",18
21/07/2011 22.00,"1,1","3,4",6,,"77,3",18
21/07/2011 23.00,"1,1","2,4","5,2",,"73,9",18
22/07/2011 0.00,"0,9","2,4","5,5",,"70,4",18
22/07/2011 1.00,"0,8","2,1","5,4",,"69,2",16
22/07/2011 2.00,"1,1",2,"5,6",,"68,5",16
22/07/2011 3.00,"1,2",2,"5,4",,"68,3",16
22/07/2011 4.00,1,"2,6","5,5",,60,16
22/07/2011 5.00,"0,9","2,8","5,6",,"56,1",16
22/07/2011 6.00,"0,8","3,9","6,6",,"54,9",16
22/07/2011 7.00,"0,8","4,4","7,2",,"60,7",16
22/07/2011 8.00,"0,7","3,5","6,3",,"69,5",16
22/07/2011 9.00,"0,8","2,8",5,,"72,5",16
22/07/2011 10.00,"0,9","3,4","5,2",,"74,2",16
22/07/2011 11.00,"0,9","2,7","4,1",,"77,6",16
22/07/2011 12.00,1,"2,1","3,8",,"80,8",16
22/07/2011 13.00,"1,1","2,6","4,7",,"82,6",16
22/07/2011 14.00,"1,1","2,2","4,8",,"81,5",16
22/07/2011 15.00,"1,1","2,4",5,,"81,9",16
22/07/2011 16.00,"1,2","2,6","5,4",,"84,2",16
22/07/2011 17.00,"1,3","2,1","4,9",,"84,1",16
22/07/2011 18.00,"1,2","2,5","5,2",,"81,9",16
22/07/2011 19.00,1,"2,7","4,5",,"80,1",16
22/07/2011 20.00,1,"2,7","4,2",,"69,3",16
22/07/2011 21.00,"0,9","4,5","6,5",,"57,9",16
22/07/2011 22.00,"1,1","6,1","8,9",,"50,6",16
22/07/2011 23.00,"1,1","5,7","8,7",,"49,8",16
23/07/2011 0.00,"1,1","4,9","8,4",,"43,8",16
23/07/2011 1.00,,"5,1","8,6",,"42,3","17,2"
23/07/2011 2.00,"1,1",,,,"33,8","17,2"
23/07/2011 3.00,"0,9","6,2","7,9",,"30,4","17,2"
23/07/2011 4.00,"0,8","6,9","8,7",,"28,6","17,2"
23/07/2011 5.00,1,"8,6","11,4",,,"17,2"
23/07/2011 6.00,1,"11,2","15,3",,"17,3","17,2"
23/07/2011 7.00,"0,9","12,9",20,,"20,5","17,2"
23/07/2011 8.00,"0,8","6,4","8,8",,"43,4","17,2"
23/07/2011 9.00,"0,7","5,3","8,2",,"52,9","17,2"
23/07/2011 10.00,"0,7","4,3","6,1",,"63,8","17,2"
23/07/2011 11.00,"0,7","3,7","4,8",,"74,4","17,2"
23/07/2011 12.00,"0,6","2,6","3,6",,"74,4","17,2"
23/07/2011 13.00,"0,9","2,5",4,,"78,2","17,2"
23/07/2011 14.00,"0,8","2,5","4,4",,"78,5","17,2"
23/07/2011 15.00,"0,8","2,4","4,5",,78,"17,2"
23/07/2011 16.00,"0,9","3,4","5,3",,"94,4","17,2"
23/07/2011 17.00,"0,9","2,6","4,5",,94,"17,2"
23/07/2011 18.00,"0,9","2,6","4,4",,"68,1","17,2"
23/07/2011 19.00,"0,8","1,8","2,9",,"60,8","17,2"
23/07/2011 20.00,"0,8","1,8","3,1",,"59,9","17,2"
23/07/2011 21.00,1,"2,6","4,6",,"49,3","17,2"
23/07/2011 22.00,"0,8",3,"5,8",,"41,1","17,2"
23/07/2011 23.00,1,"3,1",6,,"35,2","17,2"
24/07/2011 0.00,"1,1","3,7",7,,"31,5","17,2"
24/07/2011 1.00,"0,9","4,5","8,3",,"21,8","16,3"
24/07/2011 2.00,1,"4,5","7,7",,"16,9","16,3"
24/07/2011 3.00,1,"4,6","7,5",,"16,3","16,3"
24/07/2011 4.00,"0,9","4,6","7,6",,"16,1","16,3"
24/07/2011 5.00,"0,9","4,4","7,6",,16,"16,3"
24/07/2011 6.00,"0,8","4,5","7,8",,"17,6","16,3"
24/07/2011 7.00,1,"5,9","10,8",,"18,3","16,3"
24/07/2011 8.00,"0,9","6,7","10,2",,"41,9","16,3"
24/07/2011 9.00,"0,7","6,5","8,8",,73,"16,3"
24/07/2011 10.00,"0,8","4,6","5,9",,"82,9","16,3"
24/07/2011 11.00,"0,6","2,7","3,7",,"89,4","16,3"
24/07/2011 12.00,"0,9",2,"3,4",,"90,7","16,3"
24/07/2011 13.00,1,2,4,,"90,2","16,3"
24/07/2011 14.00,"1,1","1,8","4,5",,"92,8","16,3"
24/07/2011 15.00,1,"1,8","4,6",,"92,3","16,3"
24/07/2011 16.00,1,"1,8","4,7",,"93,3","16,3"
24/07/2011 17.00,"1,2","1,7","4,4",,"94,7","16,3"
24/07/2011 18.00,"0,9","1,8","3,9",,"90,1","16,3"
24/07/2011 19.00,1,"1,8","3,3",,"87,5","16,3"
24/07/2011 20.00,"0,9","1,7","3,1",,"84,7","16,3"
24/07/2011 21.00,"0,9","1,7","3,8",,"83,5","16,3"
24/07/2011 22.00,"0,8","1,9","4,7",,"83,6","16,3"
24/07/2011 23.00,1,"2,1","5,4",,84,"16,3"
25/07/2011 0.00,"0,9","2,1","5,7",,"83,3","16,3"
25/07/2011 1.00,,"2,1","5,6",,"82,2","15,6"
25/07/2011 2.00,"0,9",,,,"74,9","15,6"
25/07/2011 3.00,1,"2,5","3,5",,"66,7","15,6"
25/07/2011 4.00,1,"5,2","6,7",,"55,9","15,6"
25/07/2011 5.00,"1,1","5,2","6,8",,,"15,6"
25/07/2011 6.00,"0,9","12,5","16,7",,"37,6","15,6"
25/07/2011 7.00,"0,9","11,9","14,8",,47,"15,6"
25/07/2011 8.00,"0,9","3,3","4,3",,"80,1","15,6"
25/07/2011 9.00,"0,8","4,1","5,3",,"83,5","15,6"
25/07/2011 10.00,"0,7","2,9","3,9",,"91,4","15,6"
25/07/2011 11.00,1,"2,6","3,4",,"94,4","15,6"
25/07/2011 12.00,"1,1",2,"2,6",,"91,6","15,6"
25/07/2011 13.00,"1,2","1,8","2,5",,"90,8","15,6"
25/07/2011 14.00,1,"1,7","2,6",,"92,1","15,6"
25/07/2011 15.00,"1,2","1,7","2,6",,93,"15,6"
25/07/2011 16.00,1,"1,9",3,,"90,5","15,6"
25/07/2011 17.00,1,"1,9","2,7",,"89,1","15,6"
25/07/2011 18.00,"1,1","2,7","3,6",,"86,7","15,6"
25/07/2011 19.00,"1,4","2,7","3,6",,"83,8","15,6"
25/07/2011 20.00,"1,1","3,4","4,6",,"78,8","15,6"
25/07/2011 21.00,"1,1",5,7,,"70,9","15,6"
25/07/2011 22.00,"1,1","4,7","7,1",,"66,6","15,6"
25/07/2011 23.00,"1,1","4,6","7,4",,"57,9","15,6"
26/07/2011 0.00,1,"5,8","8,6",,"56,4","15,6"
26/07/2011 1.00,"1,1",5,"7,8",,"60,5","14,3"
26/07/2011 2.00,1,"4,7","7,5",,"55,6","14,3"
26/07/2011 3.00,"0,9","5,2","7,9",,"49,4","14,3"
26/07/2011 4.00,"0,8","6,8","9,4",,"45,3","14,3"
26/07/2011 5.00,1,"6,4","9,1",,"41,1","14,3"
26/07/2011 6.00,1,"5,6","8,3",,"41,2","14,3"
26/07/2011 7.00,"0,9","9,1","12,9",,"48,7","14,3"
26/07/2011 8.00,"1,1","7,5","11,1",,"73,5","14,3"
26/07/2011 9.00,"0,9","6,2","9,5",,"85,7","14,3"
26/07/2011 10.00,"0,9","4,2","6,5",,"92,9","14,3"
26/07/2011 11.00,"0,8","7,4","9,8",,"85,6","14,3"
26/07/2011 12.00,"0,9","6,7","9,1",,"85,4","14,3"
26/07/2011 13.00,"0,9","4,5","6,7",,"92,2","14,3"
26/07/2011 14.00,"0,9",5,"7,2",,"94,9","14,3"
26/07/2011 15.00,"0,9","3,3","4,6",,"98,9","14,3"
26/07/2011 16.00,1,"2,6","3,7",,"97,6","14,3"
26/07/2011 17.00,1,"2,2","3,2",,"97,1","14,3"
26/07/2011 18.00,"1,2","2,4","3,5",,"96,7","14,3"
26/07/2011 19.00,"1,1","2,3","3,5",,98,"14,3"
26/07/2011 20.00,"1,1","3,8",6,,"85,9","14,3"
26/07/2011 21.00,"1,3","6,3","9,4",,"70,4","14,3"
26/07/2011 22.00,"1,4","7,3","10,2",,"47,8","14,3"
26/07/2011 23.00,"1,1","8,9","11,9",,"39,6","14,3"
27/07/2011 0.00,"1,1","12,4","15,4",,"27,4","14,3"
27/07/2011 1.00,,"10,7","13,5",,"32,1","18,5"
27/07/2011 2.00,1,,,,"22,7","18,5"
27/07/2011 3.00,"1,1",12,"13,1",,26,"18,5"
27/07/2011 4.00,"0,9","10,7","12,2",,"25,2","18,5"
27/07/2011 5.00,"0,9","14,3","16,7",,,"18,5"
27/07/2011 6.00,"0,8","23,9","37,9",,"11,3","18,5"
27/07/2011 7.00,1,"22,4","31,3",,"26,5","18,5"
27/07/2011 8.00,"0,9","10,3","15,1",,"64,2","18,5"
27/07/2011 9.00,"0,8","10,6",14,,"75,4","18,5"
27/07/2011 10.00,"0,7",7,"8,1",,"89,2","18,5"
27/07/2011 11.00,1,"5,8","6,9",,97,"18,5"
27/07/2011 12.00,"1,1","3,6","4,6",,"95,9","18,5"
27/07/2011 13.00,"0,9","2,7","3,8",,"92,4","18,5"
27/07/2011 14.00,1,"2,1","3,1",,"82,1","18,5"
27/07/2011 15.00,"0,9","1,9","2,6",,"81,3","18,5"
27/07/2011 16.00,1,"1,8","2,9",,"84,9","18,5"
27/07/2011 17.00,"1,5","2,3",4,,"73,9","18,5"
27/07/2011 18.00,"1,1","2,7","5,2",,"79,8","18,5"
27/07/2011 19.00,1,"2,8","4,3",,"75,8","18,5"
27/07/2011 20.00,"1,1","3,7",5,,"66,4","18,5"
27/07/2011 21.00,"1,2","4,4","6,4",,"59,6","18,5"
27/07/2011 22.00,"1,1","4,9","7,5",,"51,2","18,5"
27/07/2011 23.00,"1,3","7,7","10,6",,"38,1","18,5"
28/07/2011 0.00,"1,2","15,2","18,2",,"27,6","18,5"
28/07/2011 1.00,"1,1","14,4","17,3",,,"14,8"
28/07/2011 2.00,"1,2","8,6","11,3",,,"14,8"
28/07/2011 3.00,1,"8,3","10,9",,,"14,8"
28/07/2011 4.00,"0,9","5,5",8,,,"14,8"
28/07/2011 5.00,1,"8,6","11,5",,,"14,8"
28/07/2011 6.00,"0,9","12,6","18,2",,,"14,8"
28/07/2011 7.00,"0,9","15,2","21,7",,,"14,8"
28/07/2011 8.00,"0,8",5,"7,8",,,"14,8"
28/07/2011 9.00,"0,9",4,"6,1",,,"14,8"
28/07/2011 10.00,"0,8","3,6","5,2",,,"14,8"
28/07/2011 11.00,"0,8","3,3","4,6",,,"14,8"
28/07/2011 12.00,"0,9","3,4","5,2",,,"14,8"
28/07/2011 13.00,"0,9","2,5","4,6",,,"14,8"
28/07/2011 14.00,"1,1","2,5","5,5",,,"14,8"
28/07/2011 15.00,"1,2","2,7","7,1",,,"14,8"
28/07/2011 16.00,"1,7","2,4","8,8",,,"14,8"
28/07/2011 17.00,9,"4,2","10,8",,,"14,8"
28/07/2011 18.00,"1,4","2,5","6,9",,,"14,8"
28/07/2011 19.00,"1,1","1,8",4,,,"14,8"
28/07/2011 20.00,"1,1","1,7","3,6",,,"14,8"
28/07/2011 21.00,1,3,"5,4",,,"14,8"
28/07/2011 22.00,"1,3","5,6","8,9",,,"14,8"
28/07/2011 23.00,"1,1","8,5","12,5",,,"14,8"
29/07/2011 0.00,"1,1","8,4","12,4",,,"14,8"
29/07/2011 1.00,,"7,5","11,4",,,"11,2"
29/07/2011 2.00,"0,7",,,,,"11,2"
29/07/2011 3.00,"0,6","7,3","9,8",,,"11,2"
29/07/2011 4.00,"0,5","8,5","11,4",,,"11,2"
29/07/2011 5.00,"0,6","9,3","11,9",,,"11,2"
29/07/2011 6.00,"0,7",13,"17,1",,,"11,2"
29/07/2011 7.00,"0,6","9,5","13,4",,,"11,2"
29/07/2011 8.00,"0,7","6,6","9,5",,,"11,2"
29/07/2011 9.00,"0,6",5,"7,4",,,"11,2"
29/07/2011 10.00,"0,5",4,"5,3",,,"11,2"
29/07/2011 11.00,"0,5","3,4","4,7",,,"11,2"
29/07/2011 12.00,"0,5","3,5","4,6",,,"11,2"
29/07/2011 13.00,"0,4","3,1","4,2",,,"11,2"
29/07/2011 14.00,"0,5","3,7",5,,,"11,2"
29/07/2011 15.00,"0,6","4,6","6,3",,,"11,2"
29/07/2011 16.00,"0,7","11,3","15,3",,"105,5","11,2"
29/07/2011 17.00,"0,6","5,5","7,7",,"97,8","11,2"
29/07/2011 18.00,"0,6","4,7",6,,"90,4","11,2"
29/07/2011 19.00,"0,6","5,2","5,9",,"93,2","11,2"
29/07/2011 20.00,"0,6","4,8","5,1",,"93,1","11,2"
29/07/2011 21.00,"0,6","5,2",6,,"87,1","11,2"
29/07/2011 22.00,"0,7","4,1","5,3",,"82,1","11,2"
29/07/2011 23.00,"0,6","3,3","4,9",,"78,9","11,2"
30/07/2011 0.00,"0,5",4,"5,9",,"68,3","11,2"
30/07/2011 1.00,"0,6","5,2",7,,"58,2","11,5"
30/07/2011 2.00,"0,6","4,8","6,7",,"57,4","11,5"
30/07/2011 3.00,"0,5","3,9","5,8",,"63,3","11,5"
30/07/2011 4.00,"0,5","3,7","5,7",,64,"11,5"
30/07/2011 5.00,"0,6","4,1","6,2",,"52,2","11,5"
30/07/2011 6.00,"0,5","4,9","7,1",,"56,7","11,5"
30/07/2011 7.00,"0,5","4,5","6,6",,"70,6","11,5"
30/07/2011 8.00,"0,5","3,4",5,,"86,4","11,5"
30/07/2011 9.00,"0,4","3,1","4,1",,"92,1","11,5"
30/07/2011 10.00,"0,3","2,8","3,1",,"99,3","11,5"
30/07/2011 11.00,"0,5","2,7","3,5",,"103,9","11,5"
30/07/2011 12.00,"0,5","2,8",4,,"106,4","11,5"
30/07/2011 13.00,"0,5","2,6","3,9",,"110,3","11,5"
30/07/2011 14.00,"0,7","2,6","4,2",,"111,6","11,5"
30/07/2011 15.00,"0,5","2,4","3,7",,"112,2","11,5"
30/07/2011 16.00,"0,6","2,6",4,,"112,8","11,5"
30/07/2011 17.00,"0,6","2,2","3,8",,"112,7","11,5"
30/07/2011 18.00,"0,5","5,1","7,3",,"114,7","11,5"
30/07/2011 19.00,"0,5","6,8","8,3",,"103,3","11,5"
30/07/2011 20.00,"0,6",9,"10,3",,"84,1","11,5"
30/07/2011 21.00,"0,6","10,9","12,2",,"61,2","11,5"
30/07/2011 22.00,"0,8","9,2","10,9",,"49,9","11,5"
30/07/2011 23.00,"0,7","6,7","8,7",,"51,8","11,5"
31/07/2011 0.00,"0,7","24,6","28,4",,"23,4","11,5"
31/07/2011 1.00,,19,"21,9",,"32,3","12,2"
31/07/2011 2.00,1,,,,19,"12,2"
31/07/2011 3.00,1,"20,4","21,7",,"9,6","12,2"
31/07/2011 4.00,1,"14,6","15,6",,"20,8","12,2"
31/07/2011 5.00,"1,1","21,1","24,4",,,"12,2"
31/07/2011 6.00,"0,8",18,21,,19,"12,2"
31/07/2011 7.00,"0,8","10,3","12,2",,"54,6","12,2"
31/07/2011 8.00,"1,1","5,9","7,1",,"92,1","12,2"
31/07/2011 9.00,"0,9","4,1","4,2",,"105,9","12,2"
31/07/2011 10.00,1,6,"6,4",,"114,1","12,2"
31/07/2011 11.00,"0,9","4,2","4,8",,"120,9","12,2"
31/07/2011 12.00,"1,1","2,8","3,6",,"123,7","12,2"
31/07/2011 13.00,"1,2","2,9","4,1",,"130,4","12,2"
31/07/2011 14.00,"1,1","4,2","6,1",,"134,5","12,2"
31/07/2011 15.00,"1,1","2,9","4,2",,"118,9","12,2"
31/07/2011 16.00,"0,9","2,9","3,6",,"108,9","12,2"
31/07/2011 17.00,1,"5,2","6,4",,89,"12,2"
31/07/2011 18.00,"0,9","2,7","2,9",,"109,1","12,2"
31/07/2011 19.00,"0,9","2,5",3,,97,"12,2"
31/07/2011 20.00,"1,1","4,1",5,,"87,4","12,2"
31/07/2011 21.00,"1,1","8,8","10,1",,"56,1","12,2"
31/07/2011 22.00,"1,3","17,9","21,9",,"12,1","12,2"
31/07/2011 23.00,"1,1","16,2","20,5",,"10,6","12,2"
01/08/2011 0.00,1,"17,2","23,3",,"10,6","12,2"
01/08/2011 1.00,"1,2","16,5","22,1",,"6,5","15,1"
01/08/2011 2.00,"0,8","17,8","22,1",,"5,4","15,1"
01/08/2011 3.00,1,"19,1","25,2",,"1,1","15,1"
01/08/2011 4.00,"1,1","18,8",26,,,"15,1"
01/08/2011 5.00,1,"15,3","20,1",,"2,4","15,1"
01/08/2011 6.00,"0,9","13,2","16,4",,"20,9","15,1"
01/08/2011 7.00,"0,9","13,6","17,6",,"32,2","15,1"
01/08/2011 8.00,"0,8","11,1","14,1",,57,"15,1"
01/08/2011 9.00,"0,7","9,9","11,7",,"82,2","15,1"
01/08/2011 10.00,"0,9","8,3","9,5",,"105,3","15,1"
01/08/2011 11.00,"0,9",10,"11,6",,"120,9","15,1"
01/08/2011 12.00,"0,9","8,6","9,9",,"126,4","15,1"
01/08/2011 13.00,"0,9","9,4","11,3",,"133,3","15,1"
01/08/2011 14.00,"1,1","8,3","10,7",,"135,8","15,1"
01/08/2011 15.00,"0,9","9,3","12,3",,"137,8","15,1"
01/08/2011 16.00,"1,2","8,3","11,2",,"133,6","15,1"
01/08/2011 17.00,"1,4","9,7","12,7",,"129,7","15,1"
01/08/2011 18.00,"1,1","12,9","16,1",,"114,9","15,1"
01/08/2011 19.00,"1,1","17,3","20,1",,"93,5","15,1"
01/08/2011 20.00,"1,2","15,9","17,4",,"79,1","15,1"
01/08/2011 21.00,"1,1","10,3","11,4",,"84,1","15,1"
01/08/2011 22.00,"1,1","10,6","12,2",,"65,4","15,1"
01/08/2011 23.00,"1,1",10,"12,1",,"56,6","15,1"
02/08/2011 0.00,"1,1","6,9",9,,69,"15,1"
02/08/2011 1.00,,"6,7","8,8",,"59,5","15,1"
02/08/2011 2.00,1,,,,55,"15,1"
02/08/2011 3.00,"0,9","4,1","4,9",,"73,1","15,1"
02/08/2011 4.00,"0,8","4,4","5,4",,"68,7","15,1"
02/08/2011 5.00,"0,9","5,6","6,9",,,"15,1"
02/08/2011 6.00,"0,8","6,1","7,6",,"47,4","15,1"
02/08/2011 7.00,"0,9","8,6","12,1",,"53,1","15,1"
02/08/2011 8.00,"0,7","7,3","9,2",,"78,7","15,1"
02/08/2011 9.00,"0,8","6,6","7,7",,"88,5","15,1"
02/08/2011 10.00,"0,8","7,2","8,1",,"96,2","15,1"
02/08/2011 11.00,"0,7","4,5","5,5",,"107,1","15,1"
02/08/2011 12.00,"0,8","3,6","4,6",,"111,3","15,1"
02/08/2011 13.00,1,"3,7","5,2",,"105,7","15,1"
02/08/2011 14.00,1,"3,9","5,8",,"104,4","15,1"
02/08/2011 15.00,"1,1","4,5",7,,"105,7","15,1"
02/08/2011 16.00,1,"3,8","6,7",,106,"15,1"
02/08/2011 17.00,"1,1","5,2","8,1",,"95,7","15,1"
02/08/2011 18.00,1,"3,3","5,4",,"94,5","15,1"
02/08/2011 19.00,"1,1","3,3","4,6",,"94,2","15,1"
02/08/2011 20.00,1,4,"4,4",,"89,9","15,1"
02/08/2011 21.00,1,"4,2","5,3",,83,"15,1"
02/08/2011 22.00,"0,8","4,3","5,6",,"76,1","15,1"
02/08/2011 23.00,"0,9","4,2","5,8",,"68,7","15,1"
03/08/2011 0.00,"1,2","3,8","5,6",,"67,6","15,1"
03/08/2011 1.00,"1,1",4,"5,8",,"63,6",17
03/08/2011 2.00,"0,9","4,6","6,5",,"57,3",17
03/08/2011 3.00,"0,9","4,2","6,1",,"58,3",17
03/08/2011 4.00,"0,9","3,5","5,4",,"59,2",17
03/08/2011 5.00,1,4,6,,"58,8",17
03/08/2011 6.00,"0,9","5,9","8,6",,"52,7",17
03/08/2011 7.00,1,"9,7","13,3",,"54,2",17
03/08/2011 8.00,"0,7",6,"7,9",,"66,5",17
03/08/2011 9.00,"0,8","5,2","6,5",,"75,1",17
03/08/2011 10.00,"0,8","4,3","5,3",,"83,8",17
03/08/2011 11.00,"0,9","3,5","4,6",,"90,9",17
03/08/2011 12.00,"0,9","4,3","6,1",,"93,1",17
03/08/2011 13.00,"0,8","3,5","5,3",,"94,8",17
03/08/2011 14.00,"0,9","5,5","7,7",,"107,3",17
03/08/2011 15.00,"1,1","4,2","7,3",,"102,5",17
03/08/2011 16.00,"1,1","3,2","6,3",,"96,5",17
03/08/2011 17.00,"1,3",6,"9,5",,"104,9",17
03/08/2011 18.00,"1,2","5,7","8,6",,"98,4",17
03/08/2011 19.00,"1,1","6,2","8,1",,"91,3",17
03/08/2011 20.00,"1,2","11,5","12,8",,"71,9",17
03/08/2011 21.00,"1,3","13,7","14,7",,"57,8",17
03/08/2011 22.00,"1,2","14,4","16,7",,"46,8",17
03/08/2011 23.00,"1,1","15,7","17,9",,"38,7",17
04/08/2011 0.00,1,"8,3","10,4",,"48,5",17
04/08/2011 1.00,,"7,5","9,7",,"34,6","20,9"
04/08/2011 2.00,"0,5",,,,49,"20,9"
04/08/2011 3.00,"0,5","6,1","6,9",,"47,5","20,9"
04/08/2011 4.00,"0,4",9,10,,"31,2","20,9"
04/08/2011 5.00,"0,4","7,4","8,7",,,"20,9"
04/08/2011 6.00,"0,5","13,2",16,,"19,1","20,9"
04/08/2011 7.00,"0,4","16,7","22,2",,"24,7","20,9"
04/08/2011 8.00,"0,6","24,6","34,5",,"29,1","20,9"
04/08/2011 9.00,"0,3","12,2","13,8",,"79,2","20,9"
04/08/2011 10.00,"0,4","10,8","11,8",,"92,8","20,9"
04/08/2011 11.00,"0,5","6,6","8,1",,"105,8","20,9"
04/08/2011 12.00,"0,8","5,9","7,6",,"126,7","20,9"
04/08/2011 13.00,"0,8",6,"8,4",,"134,2","20,9"
04/08/2011 14.00,"1,1",5,"8,3",,"141,8","20,9"
04/08/2011 15.00,"1,5","4,5","8,7",,"149,2","20,9"
04/08/2011 16.00,"1,4","3,9","8,6",,"144,2","20,9"
04/08/2011 17.00,1,"3,6","7,8",,"115,7","20,9"
04/08/2011 18.00,1,"3,2","5,8",,"100,7","20,9"
04/08/2011 19.00,"0,6","4,5","5,5",,"85,3","20,9"
04/08/2011 20.00,"0,5","10,8",11,,"67,1","20,9"
04/08/2011 21.00,"0,5","9,7","10,1",,"82,8","20,9"
04/08/2011 22.00,"0,5","4,6","5,6",,"84,2","20,9"
04/08/2011 23.00,"0,5",5,"5,9",,"69,6","20,9"
05/08/2011 0.00,"0,5","10,2","11,7",,"51,1","20,9"
05/08/2011 1.00,"0,5","14,1","15,8",,"32,7","19,7"
05/08/2011 2.00,"0,5","15,8","17,5",,"23,6","19,7"
05/08/2011 3.00,"0,4","15,5","17,4",,"18,9","19,7"
05/08/2011 4.00,"0,5","15,5","17,3",,"9,3","19,7"
05/08/2011 5.00,"0,4","13,6","15,9",,6,"19,7"
05/08/2011 6.00,"0,4","14,7","18,2",,5,"19,7"
05/08/2011 7.00,"0,4","22,3","32,3",,"10,3","19,7"
05/08/2011 8.00,"0,4","19,4","26,1",,"40,3","19,7"
05/08/2011 9.00,"0,3","7,3","8,4",,"70,7","19,7"
05/08/2011 10.00,"0,3","5,9",7,,"79,6","19,7"
05/08/2011 11.00,"0,3","4,7","5,7",,"95,2","19,7"
05/08/2011 12.00,"0,6","4,7","6,6",,"104,3","19,7"
05/08/2011 13.00,"0,5","4,9","7,5",,"112,4","19,7"
05/08/2011 14.00,"0,8","5,2",9,,"118,1","19,7"
05/08/2011 15.00,"0,6","4,4","9,8",,"114,5","19,7"
05/08/2011 16.00,"0,7","3,8","9,9",,"111,5","19,7"
05/08/2011 17.00,"0,8","3,9","9,6",,"105,3","19,7"
05/08/2011 18.00,"0,6","4,7",10,,"103,6","19,7"
05/08/2011 19.00,"0,5","4,2","8,5",,"100,3","19,7"
05/08/2011 20.00,"0,5","6,7","9,3",,"86,9","19,7"
05/08/2011 21.00,"0,5","4,7","5,8",,"80,8","19,7"
05/08/2011 22.00,"0,4","6,4","7,7",,"64,2","19,7"
05/08/2011 23.00,"0,5","5,8","7,4",,58,"19,7"
06/08/2011 0.00,"0,4","6,2",8,,"37,4","19,7"
06/08/2011 1.00,,"6,9","8,7",,"33,3","16,3"
06/08/2011 2.00,"1,3",,,,"25,3","16,3"
06/08/2011 3.00,"1,3","5,3","5,8",,"25,5","16,3"
06/08/2011 4.00,"1,1","4,5","5,5",,"24,5","16,3"
06/08/2011 5.00,"1,2","4,5","5,5",,,"16,3"
06/08/2011 6.00,"1,2",5,"6,6",,"21,7","16,3"
06/08/2011 7.00,1,"5,7","7,3",,38,"16,3"
06/08/2011 8.00,1,"6,3","7,7",,"77,9","16,3"
06/08/2011 9.00,"0,9","7,7","8,7",,"96,8","16,3"
06/08/2011 10.00,1,"4,2","4,8",,"113,5","16,3"
06/08/2011 11.00,"1,1","5,3","6,5",,"112,9","16,3"
06/08/2011 12.00,"1,3","3,6","5,3",,"114,1","16,3"
06/08/2011 13.00,"1,3","3,6","6,3",,"119,2","16,3"
06/08/2011 14.00,"1,4","4,7","8,6",,"127,3","16,3"
06/08/2011 15.00,"1,4","4,1","8,5",,125,"16,3"
06/08/2011 16.00,"1,6","3,5","8,3",,"133,2","16,3"
06/08/2011 17.00,"1,6","3,5","8,4",,"148,6","16,3"
06/08/2011 18.00,"1,5","3,3",8,,"145,7","16,3"
06/08/2011 19.00,"1,4","3,5","7,2",,"130,2","16,3"
06/08/2011 20.00,"1,4","3,7","5,7",,"96,3","16,3"
06/08/2011 21.00,1,"5,4","6,4",,"77,4","16,3"
06/08/2011 22.00,"1,3","6,4","7,5",,"61,8","16,3"
06/08/2011 23.00,1,"7,1","8,6",,"52,2","16,3"
07/08/2011 0.00,"1,3","10,1","11,9",,"54,4","16,3"
07/08/2011 1.00,"1,4","18,1",20,,"41,1","19,8"
07/08/2011 2.00,"1,3","13,7","15,6",,45,"19,8"
07/08/2011 3.00,"1,1","10,9","12,9",,"44,3","19,8"
07/08/2011 4.00,1,"11,6","13,6",,"36,8","19,8"
07/08/2011 5.00,"1,4","12,5","14,7",,"40,2","19,8"
07/08/2011 6.00,"1,4","13,5","15,9",,"33,3","19,8"
07/08/2011 7.00,"1,3","11,3",15,,"33,5","19,8"
07/08/2011 8.00,1,"5,3","6,7",,"79,6","19,8"
07/08/2011 9.00,1,"4,6","5,3",,"99,9","19,8"
07/08/2011 10.00,"1,1","3,7","4,5",,"105,8","19,8"
07/08/2011 11.00,1,"3,1","4,6",,"109,5","19,8"
07/08/2011 12.00,"1,2","2,8","5,1",,"111,8","19,8"
07/08/2011 13.00,"1,3","2,8",6,,"110,2","19,8"
07/08/2011 14.00,"1,4","2,6","6,8",,"108,1","19,8"
07/08/2011 15.00,"1,5","2,5","7,3",,"103,3","19,8"
07/08/2011 16.00,"1,6","2,4","7,7",,"104,1","19,8"
07/08/2011 17.00,"1,5","2,6","7,9",,"101,4","19,8"
07/08/2011 18.00,"1,3","2,7","7,6",,"99,2","19,8"
07/08/2011 19.00,"1,5","3,1","7,1",,"98,4","19,8"
07/08/2011 20.00,"1,3","3,8","6,2",,"87,2","19,8"
